Id,Product Name,Energy,Fat Percentage,Saturated Fat,Carbohydrates,Sugars,Fiber,Protein,Salt,Calcium
23646.0,Whole Milk,64.0 kcal,7.1 g,nan g,10.7 g,0.86 g,0.08 g,1.58 g,0.99 g,133.0 mg
23647.0,Cashew Milk,54.0 kcal,1.86 g,2.14 g,7.82 g,nan g,0.42 g,6.1 g,0.57 g,92.0 mg
23648.0,Soy Milk,70.0 kcal,4.78 g,2.93 g,1.69 g,9.29 g,0.84 g,nan g,nan g,149.0 mg
23649.0,Cashew Milk,42.0 kcal,nan g,1.66 g,3.71 g,3.64 g,0.49 g,4.74 g,0.95 g,134.0 mg
23650.0,,41.0 kcal,4.16 g,2.89 g,5.71 g,nan g,0.26 g,4.65 g,0.66 g,113.0 mg
23651.0,Oat Milk,64.0 kcal,5.71 g,4.33 g,6.82 g,2.86 g,nan g,1.57 g,0.83 g,108.0 mg
23652.0,Oat Milk,43.0 kcal,1.27 g,0.71 g,7.09 g,nan g,0.38 g,7.06 g,0.78 g,116.0 mg
23653.0,Almond Milk,59.0 kcal,0.85 g,3.11 g,7.96 g,5.28 g,0.98 g,4.21 g,0.41 g,98.0 mg
23654.0,Soy Milk,43.0 kcal,6.12 g,nan g,2.39 g,8.37 g,0.62 g,3.71 g,0.39 g,nan mg
23655.0,Whole Milk,63.0 kcal,1.02 g,0.65 g,6.18 g,2.05 g,0.95 g,2.24 g,0.48 g,134.0 mg
23656.0,Almond Milk,47.0 kcal,1.59 g,4.41 g,6.67 g,6.53 g,0.42 g,2.01 g,1.0 g,83.0 mg
,Oat Milk,nan kcal,3.93 g,2.11 g,9.56 g,8.69 g,0.95 g,1.52 g,nan g,126.0 mg
23658.0,Coconut Milk,67.0 kcal,2.91 g,1.87 g,9.01 g,1.99 g,0.59 g,2.47 g,0.2 g,120.0 mg
23659.0,Soy Milk,67.0 kcal,6.28 g,1.37 g,10.18 g,nan g,0.26 g,1.48 g,0.19 g,81.0 mg
23660.0,Oat Milk,51.0 kcal,4.99 g,3.09 g,6.88 g,nan g,0.78 g,4.05 g,0.7 g,114.0 mg
23661.0,Coconut Milk,58.0 kcal,2.8 g,3.5 g,11.96 g,7.77 g,0.68 g,3.76 g,0.11 g,102.0 mg
23662.0,,nan kcal,1.58 g,3.24 g,3.05 g,5.0 g,nan g,5.48 g,0.16 g,112.0 mg
23663.0,,41.0 kcal,7.23 g,4.01 g,8.97 g,nan g,0.08 g,7.52 g,0.05 g,90.0 mg
23664.0,Coconut Milk,78.0 kcal,nan g,1.02 g,9.18 g,4.31 g,0.9 g,5.75 g,0.25 g,129.0 mg
23665.0,Soy Milk,51.0 kcal,1.63 g,1.62 g,nan g,6.01 g,0.18 g,7.91 g,nan g,91.0 mg
,Cashew Milk,64.0 kcal,4.5 g,0.7 g,nan g,1.2 g,0.92 g,3.04 g,0.05 g,83.0 mg
23667.0,Coconut Milk,49.0 kcal,3.27 g,2.78 g,8.81 g,7.57 g,0.31 g,6.32 g,0.89 g,104.0 mg
23668.0,Coconut Milk,73.0 kcal,3.24 g,4.24 g,5.26 g,6.81 g,0.87 g,nan g,0.54 g,81.0 mg
23669.0,Almond Milk,75.0 kcal,5.65 g,3.5 g,nan g,8.03 g,0.52 g,7.39 g,0.37 g,112.0 mg
23670.0,Skim Milk,79.0 kcal,4.39 g,1.28 g,4.14 g,7.04 g,0.99 g,6.7 g,0.93 g,125.0 mg
23671.0,Coconut Milk,56.0 kcal,5.55 g,2.86 g,9.8 g,1.7 g,nan g,4.52 g,0.9 g,nan mg
23672.0,Oat Milk,56.0 kcal,nan g,4.75 g,11.35 g,3.03 g,0.36 g,1.4 g,0.58 g,nan mg
23673.0,Cashew Milk,nan kcal,6.96 g,1.8 g,9.45 g,nan g,0.91 g,5.11 g,0.45 g,110.0 mg
,2% Milk,58.0 kcal,1.87 g,1.52 g,10.82 g,5.91 g,0.59 g,1.8 g,0.57 g,136.0 mg
23675.0,Oat Milk,79.0 kcal,2.97 g,1.56 g,nan g,9.85 g,0.74 g,nan g,nan g,104.0 mg
23676.0,Coconut Milk,57.0 kcal,5.42 g,1.67 g,nan g,9.21 g,0.92 g,3.44 g,0.46 g,95.0 mg
23677.0,Whole Milk,68.0 kcal,3.06 g,4.08 g,7.6 g,4.1 g,0.92 g,5.95 g,0.09 g,121.0 mg
,Cashew Milk,67.0 kcal,6.61 g,3.35 g,9.54 g,9.59 g,0.94 g,4.98 g,0.96 g,113.0 mg
23679.0,Soy Milk,54.0 kcal,1.61 g,2.53 g,2.71 g,8.33 g,0.85 g,1.46 g,0.09 g,148.0 mg
23680.0,Coconut Milk,67.0 kcal,1.24 g,1.57 g,7.25 g,6.17 g,0.68 g,1.9 g,0.93 g,145.0 mg
23681.0,2% Milk,63.0 kcal,nan g,2.12 g,1.49 g,7.29 g,0.06 g,5.51 g,0.71 g,129.0 mg
23682.0,2% Milk,57.0 kcal,2.59 g,3.2 g,nan g,nan g,0.87 g,nan g,0.97 g,nan mg
23683.0,Skim Milk,40.0 kcal,nan g,2.1 g,11.47 g,5.19 g,0.72 g,7.55 g,1.0 g,132.0 mg
23684.0,Soy Milk,77.0 kcal,5.45 g,3.21 g,5.68 g,8.71 g,0.92 g,3.24 g,nan g,84.0 mg
,Almond Milk,44.0 kcal,6.05 g,0.88 g,3.36 g,9.17 g,0.6 g,3.47 g,0.95 g,83.0 mg
,2% Milk,54.0 kcal,7.12 g,1.14 g,2.48 g,nan g,nan g,nan g,0.88 g,145.0 mg
23687.0,Coconut Milk,48.0 kcal,2.94 g,3.84 g,8.99 g,2.7 g,0.25 g,3.16 g,nan g,138.0 mg
,2% Milk,42.0 kcal,1.1 g,4.7 g,9.61 g,nan g,0.18 g,2.86 g,0.85 g,134.0 mg
23689.0,Almond Milk,46.0 kcal,2.38 g,3.89 g,9.2 g,2.85 g,0.08 g,1.33 g,0.81 g,nan mg
23690.0,Soy Milk,49.0 kcal,7.1 g,4.75 g,nan g,7.91 g,nan g,6.31 g,0.34 g,149.0 mg
,Soy Milk,70.0 kcal,1.86 g,3.79 g,nan g,2.6 g,0.56 g,2.48 g,0.57 g,95.0 mg
23692.0,2% Milk,76.0 kcal,5.91 g,1.48 g,2.1 g,nan g,0.26 g,5.17 g,0.84 g,120.0 mg
23693.0,Whole Milk,44.0 kcal,7.01 g,4.43 g,4.6 g,8.39 g,0.58 g,7.86 g,0.19 g,98.0 mg
23694.0,Soy Milk,73.0 kcal,3.37 g,1.85 g,8.92 g,6.1 g,0.81 g,6.72 g,0.79 g,nan mg
,Oat Milk,60.0 kcal,4.42 g,2.49 g,nan g,4.99 g,0.33 g,5.72 g,0.32 g,97.0 mg
23696.0,,55.0 kcal,7.71 g,2.29 g,8.33 g,7.53 g,0.8 g,7.98 g,0.11 g,133.0 mg
23697.0,,70.0 kcal,1.34 g,3.17 g,4.81 g,nan g,0.61 g,5.38 g,0.91 g,124.0 mg
23698.0,Skim Milk,65.0 kcal,1.02 g,0.94 g,4.81 g,9.51 g,0.78 g,7.11 g,0.57 g,87.0 mg
,Soy Milk,70.0 kcal,3.09 g,3.08 g,2.28 g,1.85 g,0.74 g,1.53 g,nan g,87.0 mg
23700.0,Soy Milk,65.0 kcal,1.77 g,4.74 g,9.2 g,2.54 g,0.96 g,3.9 g,0.33 g,147.0 mg
23701.0,Cashew Milk,nan kcal,1.06 g,3.44 g,6.88 g,1.58 g,0.63 g,7.38 g,0.78 g,123.0 mg
23702.0,Soy Milk,71.0 kcal,7.82 g,nan g,5.82 g,2.38 g,0.55 g,3.08 g,nan g,143.0 mg
23703.0,Soy Milk,48.0 kcal,nan g,1.59 g,7.23 g,7.08 g,0.4 g,7.63 g,0.81 g,103.0 mg
23704.0,2% Milk,58.0 kcal,5.39 g,2.72 g,6.52 g,2.83 g,nan g,4.16 g,0.5 g,nan mg
23705.0,Cashew Milk,64.0 kcal,nan g,0.85 g,4.73 g,0.6 g,nan g,5.99 g,0.02 g,136.0 mg
23706.0,Coconut Milk,41.0 kcal,2.31 g,2.04 g,7.22 g,1.37 g,0.12 g,6.7 g,0.93 g,147.0 mg
23707.0,2% Milk,74.0 kcal,4.09 g,nan g,8.74 g,4.95 g,0.96 g,7.26 g,0.78 g,123.0 mg
23708.0,Coconut Milk,50.0 kcal,1.24 g,2.55 g,3.69 g,9.64 g,0.65 g,4.69 g,0.9 g,107.0 mg
23709.0,Skim Milk,53.0 kcal,4.04 g,1.13 g,4.41 g,3.41 g,0.33 g,nan g,0.68 g,128.0 mg
23710.0,Coconut Milk,63.0 kcal,nan g,4.68 g,10.38 g,nan g,0.96 g,1.42 g,0.41 g,82.0 mg
23711.0,Skim Milk,66.0 kcal,7.93 g,2.65 g,4.31 g,8.21 g,0.59 g,nan g,0.85 g,90.0 mg
,Almond Milk,60.0 kcal,nan g,4.41 g,1.4 g,3.66 g,0.82 g,1.76 g,0.08 g,114.0 mg
23713.0,Skim Milk,56.0 kcal,2.43 g,0.97 g,nan g,nan g,0.88 g,3.7 g,0.11 g,145.0 mg
,Oat Milk,58.0 kcal,6.79 g,0.99 g,nan g,5.71 g,0.32 g,nan g,0.5 g,87.0 mg
23715.0,Oat Milk,47.0 kcal,3.78 g,2.7 g,10.8 g,6.34 g,0.27 g,4.05 g,0.92 g,144.0 mg
23716.0,Coconut Milk,62.0 kcal,4.98 g,1.19 g,1.36 g,9.77 g,0.83 g,4.48 g,0.9 g,87.0 mg
23717.0,Almond Milk,nan kcal,5.47 g,nan g,5.3 g,9.16 g,0.33 g,2.27 g,0.97 g,108.0 mg
23718.0,Skim Milk,60.0 kcal,3.02 g,3.6 g,5.99 g,2.81 g,0.92 g,7.73 g,0.23 g,107.0 mg
23719.0,Cashew Milk,50.0 kcal,6.29 g,3.18 g,3.04 g,8.51 g,1.0 g,3.31 g,0.15 g,128.0 mg
23720.0,Coconut Milk,46.0 kcal,7.24 g,1.69 g,1.59 g,4.47 g,0.23 g,5.73 g,0.73 g,100.0 mg
23721.0,Skim Milk,78.0 kcal,7.02 g,1.1 g,1.98 g,5.4 g,0.4 g,3.22 g,nan g,84.0 mg
23722.0,Oat Milk,nan kcal,7.05 g,1.56 g,10.18 g,9.14 g,0.18 g,4.59 g,0.74 g,124.0 mg
23723.0,Cashew Milk,61.0 kcal,3.28 g,3.1 g,nan g,1.27 g,0.28 g,1.46 g,0.23 g,nan mg
23724.0,Almond Milk,70.0 kcal,1.57 g,0.24 g,8.9 g,2.12 g,0.86 g,4.03 g,0.59 g,nan mg
23725.0,Oat Milk,66.0 kcal,4.66 g,2.93 g,7.99 g,5.14 g,0.09 g,5.62 g,0.33 g,117.0 mg
23726.0,Almond Milk,47.0 kcal,7.0 g,1.4 g,2.37 g,5.58 g,0.13 g,2.45 g,0.29 g,nan mg
23727.0,Skim Milk,69.0 kcal,nan g,2.03 g,5.58 g,8.91 g,0.38 g,1.25 g,0.27 g,97.0 mg
23728.0,Soy Milk,64.0 kcal,1.17 g,4.54 g,1.82 g,2.97 g,0.04 g,nan g,0.82 g,105.0 mg
,Cashew Milk,40.0 kcal,7.13 g,3.95 g,2.97 g,6.32 g,0.0 g,4.27 g,0.69 g,121.0 mg
23730.0,Cashew Milk,73.0 kcal,1.48 g,4.98 g,1.95 g,5.39 g,0.35 g,5.63 g,0.57 g,104.0 mg
23731.0,Almond Milk,69.0 kcal,1.27 g,2.94 g,7.19 g,5.11 g,0.78 g,4.87 g,nan g,88.0 mg
23732.0,2% Milk,51.0 kcal,3.71 g,3.43 g,3.05 g,3.28 g,0.12 g,6.19 g,0.28 g,96.0 mg
23733.0,Skim Milk,59.0 kcal,2.11 g,2.36 g,11.69 g,7.15 g,0.55 g,6.63 g,0.92 g,97.0 mg
23734.0,Skim Milk,48.0 kcal,2.95 g,nan g,3.26 g,2.48 g,0.48 g,5.71 g,0.88 g,87.0 mg
23735.0,Whole Milk,55.0 kcal,7.3 g,1.28 g,5.73 g,9.13 g,0.76 g,4.09 g,0.25 g,100.0 mg
23736.0,Whole Milk,57.0 kcal,3.95 g,3.79 g,2.52 g,5.84 g,0.41 g,5.59 g,0.83 g,80.0 mg
23737.0,2% Milk,48.0 kcal,4.92 g,3.54 g,nan g,nan g,0.42 g,5.07 g,nan g,123.0 mg
23738.0,Skim Milk,51.0 kcal,1.82 g,2.04 g,9.4 g,7.42 g,0.6 g,3.46 g,0.78 g,146.0 mg
23739.0,Cashew Milk,50.0 kcal,6.28 g,2.63 g,5.64 g,nan g,0.43 g,1.68 g,0.47 g,143.0 mg
23740.0,Cashew Milk,77.0 kcal,6.88 g,2.5 g,10.13 g,8.99 g,nan g,3.77 g,0.31 g,139.0 mg
23741.0,2% Milk,69.0 kcal,2.38 g,4.59 g,10.61 g,7.92 g,0.21 g,3.27 g,0.24 g,110.0 mg
23742.0,Whole Milk,69.0 kcal,4.57 g,3.57 g,3.53 g,2.27 g,0.59 g,4.02 g,0.58 g,109.0 mg
23743.0,2% Milk,47.0 kcal,nan g,nan g,7.34 g,3.13 g,0.4 g,6.17 g,0.58 g,108.0 mg
23744.0,Coconut Milk,65.0 kcal,2.98 g,2.26 g,1.95 g,2.76 g,0.78 g,3.44 g,0.67 g,105.0 mg
23745.0,Whole Milk,72.0 kcal,2.01 g,2.19 g,4.42 g,7.02 g,0.49 g,6.05 g,0.71 g,131.0 mg
23746.0,Skim Milk,58.0 kcal,7.21 g,2.73 g,3.85 g,4.62 g,0.9 g,6.59 g,0.28 g,110.0 mg
23747.0,Almond Milk,69.0 kcal,1.44 g,0.27 g,4.89 g,4.8 g,nan g,2.93 g,0.74 g,127.0 mg
23748.0,Coconut Milk,41.0 kcal,5.19 g,2.57 g,5.46 g,9.4 g,0.12 g,nan g,0.62 g,149.0 mg
23749.0,Cashew Milk,58.0 kcal,2.8 g,4.72 g,11.24 g,5.67 g,0.93 g,nan g,0.64 g,84.0 mg
23750.0,Skim Milk,46.0 kcal,6.08 g,nan g,5.91 g,2.52 g,0.54 g,nan g,0.12 g,83.0 mg
23751.0,Cashew Milk,74.0 kcal,1.66 g,2.35 g,7.54 g,6.61 g,0.78 g,5.94 g,0.22 g,83.0 mg
23752.0,Almond Milk,nan kcal,1.98 g,3.53 g,5.34 g,3.77 g,0.1 g,1.05 g,0.01 g,142.0 mg
23753.0,2% Milk,63.0 kcal,3.97 g,2.63 g,nan g,1.08 g,0.09 g,nan g,nan g,132.0 mg
23754.0,,64.0 kcal,7.61 g,2.84 g,4.95 g,8.58 g,nan g,2.71 g,0.31 g,105.0 mg
23755.0,Soy Milk,66.0 kcal,1.89 g,3.09 g,8.57 g,6.67 g,0.42 g,2.44 g,0.73 g,115.0 mg
23756.0,Oat Milk,nan kcal,2.91 g,2.46 g,4.56 g,6.63 g,0.32 g,6.29 g,0.31 g,90.0 mg
23757.0,Coconut Milk,80.0 kcal,2.59 g,nan g,11.17 g,9.55 g,0.95 g,2.06 g,0.06 g,150.0 mg
,,74.0 kcal,6.95 g,4.44 g,4.77 g,6.74 g,0.21 g,1.67 g,0.25 g,140.0 mg
23759.0,Cashew Milk,77.0 kcal,3.36 g,3.91 g,8.71 g,6.85 g,0.63 g,1.45 g,0.68 g,100.0 mg
23760.0,Coconut Milk,46.0 kcal,3.06 g,4.51 g,3.58 g,5.19 g,0.23 g,4.78 g,0.1 g,119.0 mg
23761.0,Skim Milk,79.0 kcal,4.28 g,4.45 g,10.32 g,4.38 g,0.09 g,3.78 g,0.59 g,88.0 mg
,Soy Milk,57.0 kcal,5.56 g,1.18 g,1.21 g,6.6 g,0.12 g,1.16 g,0.67 g,81.0 mg
23763.0,Oat Milk,76.0 kcal,3.91 g,1.42 g,1.23 g,nan g,0.93 g,7.32 g,0.7 g,114.0 mg
23764.0,Almond Milk,40.0 kcal,7.44 g,nan g,7.88 g,0.84 g,0.56 g,2.98 g,nan g,nan mg
23765.0,2% Milk,43.0 kcal,4.69 g,4.74 g,5.51 g,6.09 g,0.31 g,2.99 g,0.29 g,100.0 mg
23766.0,2% Milk,54.0 kcal,5.7 g,3.58 g,5.97 g,9.25 g,0.82 g,7.15 g,0.74 g,121.0 mg
23767.0,Coconut Milk,51.0 kcal,2.64 g,3.67 g,2.78 g,8.74 g,0.41 g,3.61 g,0.25 g,147.0 mg
23768.0,,60.0 kcal,6.25 g,2.95 g,7.37 g,3.35 g,nan g,7.55 g,0.0 g,nan mg
23769.0,Soy Milk,69.0 kcal,2.38 g,2.61 g,5.21 g,2.74 g,0.48 g,5.35 g,0.16 g,142.0 mg
23770.0,Almond Milk,nan kcal,3.46 g,2.82 g,8.42 g,7.89 g,0.19 g,1.95 g,0.54 g,nan mg
23771.0,2% Milk,74.0 kcal,4.06 g,4.87 g,5.67 g,3.35 g,0.35 g,3.88 g,0.24 g,91.0 mg
,Cashew Milk,73.0 kcal,6.26 g,nan g,4.4 g,3.0 g,0.41 g,nan g,0.26 g,139.0 mg
23773.0,Soy Milk,68.0 kcal,2.53 g,nan g,9.09 g,8.48 g,0.25 g,2.76 g,0.1 g,140.0 mg
23774.0,Coconut Milk,73.0 kcal,4.7 g,1.24 g,8.86 g,3.06 g,0.59 g,4.63 g,nan g,143.0 mg
23775.0,Coconut Milk,58.0 kcal,7.04 g,1.38 g,2.87 g,6.13 g,0.02 g,2.41 g,0.6 g,96.0 mg
23776.0,Soy Milk,49.0 kcal,4.03 g,0.27 g,7.04 g,9.59 g,0.02 g,6.99 g,0.24 g,128.0 mg
23777.0,Oat Milk,69.0 kcal,4.4 g,2.11 g,10.97 g,0.54 g,0.57 g,3.49 g,0.46 g,118.0 mg
23778.0,,64.0 kcal,nan g,1.55 g,3.5 g,1.38 g,0.14 g,7.83 g,0.57 g,97.0 mg
23779.0,Skim Milk,68.0 kcal,4.64 g,1.45 g,2.82 g,4.73 g,0.33 g,1.26 g,0.02 g,137.0 mg
23780.0,Skim Milk,76.0 kcal,3.8 g,4.81 g,nan g,nan g,0.02 g,7.8 g,0.5 g,98.0 mg
23781.0,Coconut Milk,nan kcal,6.06 g,1.94 g,9.08 g,1.91 g,0.01 g,7.85 g,nan g,142.0 mg
23782.0,Whole Milk,40.0 kcal,nan g,4.5 g,3.6 g,4.88 g,0.25 g,1.98 g,0.8 g,136.0 mg
23783.0,Coconut Milk,45.0 kcal,6.53 g,4.41 g,8.84 g,nan g,0.16 g,7.51 g,nan g,94.0 mg
23784.0,2% Milk,80.0 kcal,1.94 g,3.18 g,11.11 g,3.74 g,0.84 g,2.63 g,0.31 g,148.0 mg
23785.0,Almond Milk,57.0 kcal,5.83 g,2.5 g,nan g,6.84 g,0.43 g,6.08 g,0.75 g,97.0 mg
23786.0,Almond Milk,41.0 kcal,nan g,0.65 g,nan g,9.14 g,nan g,4.8 g,0.2 g,138.0 mg
23787.0,Whole Milk,63.0 kcal,5.82 g,3.51 g,10.24 g,9.56 g,0.33 g,6.99 g,0.73 g,146.0 mg
23788.0,2% Milk,58.0 kcal,2.07 g,4.49 g,8.09 g,4.6 g,0.26 g,5.0 g,0.42 g,141.0 mg
23789.0,Whole Milk,64.0 kcal,3.48 g,nan g,2.38 g,4.3 g,0.9 g,4.81 g,0.56 g,145.0 mg
23790.0,Skim Milk,78.0 kcal,3.73 g,2.44 g,4.02 g,8.19 g,0.75 g,1.83 g,0.41 g,103.0 mg
23791.0,Cashew Milk,79.0 kcal,7.77 g,2.45 g,9.18 g,nan g,0.08 g,3.7 g,0.09 g,nan mg
23792.0,Skim Milk,46.0 kcal,2.85 g,0.63 g,11.05 g,3.14 g,0.38 g,nan g,0.23 g,81.0 mg
23793.0,,nan kcal,0.6 g,1.38 g,1.6 g,nan g,0.42 g,6.36 g,nan g,101.0 mg
23794.0,,45.0 kcal,3.39 g,4.37 g,9.68 g,nan g,0.84 g,4.99 g,0.39 g,132.0 mg
23795.0,2% Milk,57.0 kcal,nan g,2.4 g,5.08 g,5.88 g,nan g,2.78 g,0.18 g,123.0 mg
23796.0,Cashew Milk,79.0 kcal,4.12 g,0.88 g,9.12 g,4.71 g,0.76 g,5.57 g,nan g,82.0 mg
23797.0,Almond Milk,53.0 kcal,7.96 g,3.91 g,7.94 g,9.49 g,0.9 g,7.06 g,0.76 g,85.0 mg
23798.0,Skim Milk,nan kcal,2.42 g,1.4 g,7.33 g,2.29 g,0.57 g,1.68 g,0.87 g,115.0 mg
23799.0,Coconut Milk,40.0 kcal,0.92 g,3.32 g,nan g,9.58 g,0.33 g,1.05 g,nan g,95.0 mg
23800.0,,56.0 kcal,7.38 g,1.05 g,2.06 g,2.44 g,0.67 g,3.61 g,nan g,86.0 mg
23801.0,,57.0 kcal,3.62 g,1.35 g,3.9 g,5.15 g,0.88 g,nan g,0.56 g,143.0 mg
23802.0,,48.0 kcal,3.72 g,nan g,8.24 g,8.09 g,0.8 g,3.36 g,0.82 g,133.0 mg
23803.0,Oat Milk,75.0 kcal,6.6 g,1.63 g,1.05 g,7.08 g,0.28 g,6.92 g,0.0 g,132.0 mg
23804.0,Almond Milk,62.0 kcal,4.12 g,4.6 g,nan g,4.34 g,0.02 g,4.03 g,0.84 g,90.0 mg
23805.0,,78.0 kcal,7.03 g,4.43 g,5.16 g,nan g,0.4 g,4.6 g,0.12 g,nan mg
23806.0,Cashew Milk,46.0 kcal,nan g,1.36 g,8.21 g,nan g,0.91 g,4.27 g,0.93 g,143.0 mg
23807.0,Skim Milk,69.0 kcal,0.73 g,4.53 g,11.91 g,nan g,0.32 g,2.61 g,0.91 g,nan mg
23808.0,Skim Milk,41.0 kcal,nan g,3.13 g,8.2 g,5.36 g,0.68 g,7.64 g,0.78 g,nan mg
23809.0,Oat Milk,40.0 kcal,7.29 g,2.65 g,3.95 g,8.36 g,0.78 g,4.72 g,0.96 g,125.0 mg
23810.0,Cashew Milk,59.0 kcal,2.87 g,4.42 g,1.42 g,6.43 g,0.25 g,3.63 g,0.55 g,105.0 mg
23811.0,Cashew Milk,47.0 kcal,6.76 g,4.29 g,1.95 g,1.36 g,nan g,3.69 g,0.19 g,148.0 mg
23812.0,,60.0 kcal,5.54 g,2.75 g,8.76 g,4.95 g,0.92 g,nan g,0.6 g,114.0 mg
23813.0,Almond Milk,79.0 kcal,3.46 g,2.0 g,9.98 g,4.47 g,0.63 g,nan g,nan g,114.0 mg
23814.0,Oat Milk,nan kcal,2.89 g,nan g,1.98 g,6.07 g,0.7 g,3.24 g,0.48 g,108.0 mg
23815.0,Coconut Milk,77.0 kcal,5.07 g,4.01 g,8.49 g,nan g,0.37 g,6.23 g,0.94 g,120.0 mg
23816.0,Skim Milk,55.0 kcal,0.57 g,nan g,1.11 g,6.42 g,0.96 g,6.42 g,0.29 g,113.0 mg
23817.0,2% Milk,59.0 kcal,5.56 g,3.12 g,9.53 g,1.39 g,0.11 g,6.06 g,0.12 g,124.0 mg
23818.0,Skim Milk,61.0 kcal,2.0 g,3.07 g,2.34 g,5.22 g,0.8 g,6.88 g,0.21 g,137.0 mg
23819.0,Soy Milk,77.0 kcal,3.41 g,4.81 g,nan g,nan g,0.47 g,nan g,0.09 g,114.0 mg
23820.0,Cashew Milk,75.0 kcal,3.84 g,4.4 g,6.49 g,2.74 g,0.13 g,3.11 g,0.78 g,120.0 mg
23821.0,Cashew Milk,62.0 kcal,2.89 g,1.69 g,3.57 g,6.89 g,0.08 g,3.69 g,nan g,81.0 mg
23822.0,Oat Milk,74.0 kcal,7.94 g,3.65 g,nan g,1.35 g,0.56 g,4.09 g,0.72 g,83.0 mg
23823.0,2% Milk,65.0 kcal,7.1 g,nan g,10.16 g,4.5 g,0.57 g,3.36 g,0.88 g,121.0 mg
23824.0,Soy Milk,66.0 kcal,1.37 g,4.97 g,1.78 g,7.66 g,0.56 g,2.07 g,0.75 g,146.0 mg
23825.0,Oat Milk,63.0 kcal,7.97 g,3.7 g,7.93 g,0.62 g,0.32 g,3.29 g,0.17 g,144.0 mg
23826.0,2% Milk,70.0 kcal,7.66 g,4.13 g,3.54 g,9.69 g,0.34 g,2.64 g,0.69 g,84.0 mg
23827.0,Skim Milk,73.0 kcal,3.99 g,2.42 g,nan g,9.23 g,0.24 g,nan g,1.0 g,144.0 mg
23828.0,Coconut Milk,57.0 kcal,4.55 g,0.61 g,5.77 g,5.29 g,0.23 g,3.61 g,0.85 g,121.0 mg
23829.0,Skim Milk,47.0 kcal,2.04 g,1.59 g,8.35 g,5.51 g,0.56 g,1.38 g,0.1 g,101.0 mg
,Coconut Milk,74.0 kcal,2.41 g,nan g,3.29 g,5.0 g,0.6 g,6.45 g,0.62 g,80.0 mg
23831.0,,80.0 kcal,3.22 g,4.63 g,9.09 g,5.15 g,0.56 g,4.12 g,0.99 g,85.0 mg
23832.0,Soy Milk,nan kcal,2.48 g,1.88 g,4.65 g,8.99 g,0.63 g,6.01 g,0.27 g,147.0 mg
,Cashew Milk,59.0 kcal,3.34 g,4.5 g,7.61 g,5.49 g,nan g,6.42 g,0.95 g,110.0 mg
23834.0,Whole Milk,nan kcal,6.08 g,4.93 g,6.6 g,6.28 g,0.6 g,1.43 g,nan g,145.0 mg
23835.0,2% Milk,61.0 kcal,6.02 g,0.53 g,11.58 g,4.02 g,0.18 g,4.88 g,0.08 g,140.0 mg
23836.0,Oat Milk,70.0 kcal,nan g,4.29 g,5.32 g,nan g,0.15 g,1.63 g,0.22 g,150.0 mg
23837.0,,73.0 kcal,4.36 g,0.54 g,nan g,5.34 g,0.32 g,1.66 g,0.91 g,103.0 mg
,Soy Milk,65.0 kcal,5.38 g,0.17 g,1.77 g,2.64 g,0.28 g,7.62 g,0.01 g,84.0 mg
23839.0,Soy Milk,72.0 kcal,5.77 g,3.21 g,10.5 g,9.61 g,0.38 g,2.22 g,0.66 g,106.0 mg
23840.0,Soy Milk,73.0 kcal,5.12 g,4.0 g,9.73 g,nan g,0.76 g,5.84 g,nan g,85.0 mg
23841.0,,55.0 kcal,3.13 g,4.31 g,8.92 g,8.87 g,0.38 g,6.52 g,0.16 g,nan mg
23842.0,Whole Milk,48.0 kcal,7.67 g,1.11 g,1.43 g,6.49 g,nan g,3.54 g,0.41 g,124.0 mg
23843.0,Oat Milk,64.0 kcal,1.1 g,3.59 g,3.63 g,9.41 g,0.38 g,1.44 g,nan g,102.0 mg
23844.0,Skim Milk,72.0 kcal,6.0 g,1.83 g,5.95 g,0.52 g,0.73 g,2.64 g,0.68 g,133.0 mg
23845.0,Oat Milk,56.0 kcal,2.53 g,2.28 g,6.31 g,5.81 g,nan g,5.93 g,0.97 g,90.0 mg
23846.0,,67.0 kcal,2.77 g,4.71 g,6.67 g,1.19 g,0.59 g,4.66 g,0.77 g,83.0 mg
23847.0,Oat Milk,72.0 kcal,5.54 g,1.52 g,11.15 g,2.71 g,0.19 g,6.32 g,nan g,nan mg
23848.0,Whole Milk,57.0 kcal,3.24 g,2.95 g,4.15 g,1.9 g,0.54 g,3.22 g,0.82 g,139.0 mg
23849.0,Cashew Milk,47.0 kcal,4.61 g,4.56 g,5.97 g,8.96 g,0.44 g,6.47 g,0.54 g,90.0 mg
23850.0,Oat Milk,76.0 kcal,2.39 g,3.43 g,2.04 g,8.74 g,0.2 g,6.59 g,nan g,102.0 mg
23851.0,Coconut Milk,57.0 kcal,2.26 g,3.15 g,nan g,4.22 g,0.66 g,7.21 g,0.34 g,137.0 mg
23852.0,Whole Milk,70.0 kcal,5.97 g,nan g,5.87 g,3.25 g,0.51 g,2.42 g,0.46 g,133.0 mg
23853.0,Coconut Milk,57.0 kcal,3.45 g,3.04 g,5.24 g,6.17 g,0.29 g,4.81 g,0.82 g,nan mg
23854.0,Oat Milk,59.0 kcal,7.14 g,4.99 g,10.38 g,3.15 g,nan g,5.42 g,0.73 g,140.0 mg
