Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
22714,Coconut Milk,58,1.51,0.3,10.56,1.97,0.39,3.81,0.67,113
22715,2% Milk,57,4.9,1.67,3.86,8.34,0.61,7.69,0.51,85
22716,Oat Milk,46,5.85,0.8,2.0,9.98,0.21,7.16,0.14,150
22717,Whole Milk,68,3.79,1.5,2.53,4.91,0.58,2.65,0.26,109
22718,Skim Milk,50,2.42,2.01,7.21,8.02,0.33,7.37,0.83,137
22719,Soy Milk,50,5.71,4.51,5.21,8.39,0.74,1.25,0.71,102
22720,Almond Milk,71,3.08,1.58,7.09,5.29,0.72,2.19,0.86,109
22721,Coconut Milk,43,4.65,1.38,8.53,3.11,0.83,7.87,0.89,109
22722,Cashew Milk,41,6.95,4.55,2.36,1.07,0.14,3.26,0.47,125
22723,Almond Milk,40,4.54,0.8,4.89,7.1,0.88,3.4,0.19,142
22724,Oat Milk,58,1.27,1.87,3.27,4.67,0.17,1.58,0.68,125
22725,Skim Milk,70,3.47,0.66,1.14,8.3,0.06,6.97,0.62,101
22726,Whole Milk,58,6.53,3.77,10.0,1.39,0.03,3.08,0.8,130
22727,Oat Milk,41,1.5,2.36,10.4,7.98,0.94,2.25,0.49,141
22728,Soy Milk,42,4.81,1.12,2.34,1.64,0.07,5.18,0.46,148
22729,2% Milk,77,4.55,1.69,10.51,5.21,0.76,3.02,0.07,92
22730,Almond Milk,44,5.66,1.31,5.12,2.38,0.57,5.33,0.13,132
22731,Soy Milk,64,6.89,3.4,6.37,7.28,0.79,2.27,0.99,83
22732,Cashew Milk,71,2.55,3.74,1.21,8.17,0.75,6.63,0.29,81
22733,Coconut Milk,75,2.18,4.41,10.33,2.77,0.68,7.77,0.51,145
22734,Soy Milk,66,2.41,3.24,3.51,9.54,0.35,7.26,0.6,116
22735,Coconut Milk,45,6.36,4.51,6.7,9.65,0.89,2.07,0.63,94
22736,Soy Milk,59,3.79,1.66,7.54,8.0,0.82,3.41,0.55,115
22737,Oat Milk,57,4.31,4.65,9.89,8.77,0.03,7.09,0.96,114
22738,Almond Milk,40,6.08,1.99,10.49,0.52,0.58,5.14,0.72,146
22739,Oat Milk,51,7.46,3.17,11.21,5.82,0.27,7.37,0.74,149
22740,Almond Milk,53,6.08,2.2,3.91,3.27,0.12,2.17,0.2,125
22741,Skim Milk,65,6.6,3.84,1.36,7.8,0.46,4.44,0.11,95
22742,Coconut Milk,58,7.18,4.99,4.63,7.23,0.71,3.21,0.14,132
22743,Coconut Milk,55,5.36,4.53,3.18,8.75,0.56,5.22,0.19,115
22744,Coconut Milk,53,3.84,3.73,3.06,2.36,0.6,7.74,0.54,90
22745,2% Milk,40,7.92,3.44,4.21,8.18,0.37,7.61,0.84,81
22746,Cashew Milk,46,6.92,4.44,6.82,2.91,0.78,2.02,0.15,98
22747,Oat Milk,66,6.35,3.79,1.84,9.71,0.62,4.49,0.37,122
22748,Coconut Milk,79,2.53,0.12,11.45,3.19,0.22,5.72,0.97,130
22749,Whole Milk,65,2.42,3.39,2.21,9.68,0.04,5.53,0.02,133
22750,Whole Milk,58,2.13,2.42,5.37,1.21,0.76,1.09,0.66,111
22751,Skim Milk,42,2.72,4.96,6.34,5.16,0.47,1.75,0.85,140
22752,Soy Milk,69,0.85,2.88,10.95,4.31,0.14,5.97,0.82,116
22753,Cashew Milk,77,4.83,2.4,4.2,4.31,0.97,3.71,0.85,147
22754,Skim Milk,65,5.19,4.55,4.0,7.62,0.5,3.57,0.18,150
22755,Skim Milk,66,6.58,0.66,8.93,9.65,0.21,1.87,0.47,134
22756,Almond Milk,79,2.82,2.29,2.9,3.87,0.1,5.09,0.54,141
22757,Oat Milk,42,2.51,2.45,8.17,7.49,0.12,4.71,0.85,83
22758,Soy Milk,76,6.02,1.46,8.91,5.13,0.25,1.81,0.45,135
22759,Oat Milk,48,2.09,2.53,4.84,4.49,0.06,6.85,0.45,131
22760,Cashew Milk,51,0.57,1.9,4.34,5.36,0.69,4.34,0.89,98
22761,Oat Milk,73,7.98,4.2,8.67,5.18,0.3,3.58,0.43,136
22762,Almond Milk,56,6.76,0.55,4.63,1.23,0.39,1.77,0.25,95
22763,Almond Milk,45,6.94,4.05,1.11,7.96,0.87,5.63,0.66,135
22764,Cashew Milk,52,6.14,0.12,1.55,2.64,0.03,1.71,0.67,128
22765,Soy Milk,47,0.71,2.75,3.93,1.57,0.31,5.87,0.27,146
22766,Skim Milk,77,4.24,0.1,10.09,9.82,0.31,3.06,0.18,102
22767,2% Milk,43,1.6,2.43,7.46,6.07,0.46,6.05,0.79,89
22768,Almond Milk,55,3.42,2.42,7.07,0.68,0.83,1.94,0.51,125
22769,2% Milk,42,3.7,0.25,5.02,5.35,0.19,3.74,0.65,133
22770,Almond Milk,51,4.24,0.5,8.43,7.34,0.58,1.83,0.24,91
22771,Skim Milk,44,1.7,4.13,7.41,3.23,0.22,2.63,0.1,94
22772,Oat Milk,45,6.15,4.62,7.04,3.59,0.35,4.98,0.83,107
22773,Almond Milk,72,3.7,4.91,3.83,9.73,0.14,3.63,0.44,122
22774,Skim Milk,64,4.2,2.67,11.31,5.97,0.54,6.9,0.41,109
22775,Soy Milk,68,7.69,0.64,1.32,3.58,0.69,4.32,0.73,150
22776,Skim Milk,46,4.29,3.02,7.67,7.73,0.6,3.9,0.46,82
22777,Whole Milk,56,7.79,2.79,3.35,9.36,0.73,2.3,0.41,104
22778,Soy Milk,68,3.46,4.04,1.41,1.97,0.3,6.22,0.91,122
22779,2% Milk,50,5.42,2.16,2.74,6.57,0.24,7.84,0.9,105
22780,Soy Milk,62,7.24,4.47,9.9,7.08,0.88,2.1,0.32,96
22781,Coconut Milk,53,3.01,1.88,2.09,5.86,0.79,7.69,0.2,93
22782,Cashew Milk,64,3.52,1.52,2.17,3.53,0.94,1.82,0.39,85
22783,Oat Milk,62,4.85,3.47,6.09,2.96,0.42,5.11,0.84,100
22784,Almond Milk,56,5.97,3.1,7.13,8.57,0.77,6.02,0.63,85
22785,Whole Milk,58,7.45,4.05,7.76,3.18,0.72,7.32,0.84,94
22786,Cashew Milk,45,1.96,3.3,8.72,9.95,0.69,1.06,0.36,119
22787,Whole Milk,75,1.27,4.57,3.02,4.25,0.56,3.08,0.74,109
22788,Oat Milk,78,2.36,4.94,8.87,2.98,0.32,1.0,0.25,100
22789,Coconut Milk,59,7.39,3.78,4.79,1.1,0.03,4.73,0.56,100
22790,Oat Milk,56,6.43,1.81,8.86,9.3,0.84,2.87,0.26,82
22791,Oat Milk,47,6.52,0.84,4.49,8.97,0.74,5.41,0.82,96
22792,Skim Milk,50,4.28,3.51,11.56,8.49,0.72,4.2,0.75,107
22793,Whole Milk,50,1.83,2.52,9.64,5.29,0.81,1.05,0.26,89
22794,Soy Milk,75,7.54,1.38,2.95,6.55,0.64,4.34,0.99,117
22795,Whole Milk,55,7.26,2.44,4.19,3.72,0.77,7.35,0.82,116
22796,Soy Milk,40,1.46,2.66,11.95,7.65,0.94,5.3,0.33,147
22797,Oat Milk,41,5.21,4.79,8.93,10.0,0.66,5.77,0.13,144
22798,Whole Milk,48,5.42,1.81,3.26,9.81,0.28,2.53,0.74,100
22799,Whole Milk,51,2.48,0.81,6.78,2.71,0.58,3.37,0.36,80
22800,Oat Milk,50,2.39,0.87,10.16,2.14,0.82,4.41,0.77,111
22801,Coconut Milk,47,2.95,1.04,1.45,4.7,0.96,7.99,0.92,103
22802,2% Milk,60,3.73,4.33,10.55,6.93,0.42,2.59,0.28,127
22803,Coconut Milk,61,3.96,2.74,5.18,6.13,0.48,6.68,0.62,106
22804,Oat Milk,59,7.01,2.05,4.69,9.63,0.76,5.82,0.21,142
22805,Whole Milk,67,2.63,0.59,9.85,7.57,0.33,4.0,0.97,81
22806,Skim Milk,46,2.28,3.84,5.74,1.79,0.93,6.57,0.97,148
22807,Almond Milk,50,6.34,4.75,10.18,2.31,0.55,6.11,0.09,130
22808,Cashew Milk,64,5.98,1.96,6.46,9.97,0.7,3.92,0.55,108
22809,2% Milk,43,5.73,3.98,1.85,6.25,0.04,4.24,0.98,80
22810,Cashew Milk,64,1.99,2.64,1.57,2.59,0.78,7.82,0.41,122
22811,2% Milk,70,7.55,3.38,2.31,3.73,0.54,3.95,0.72,127
22812,Cashew Milk,65,4.42,2.59,3.61,6.77,0.96,2.72,0.52,132
22813,2% Milk,56,6.03,3.91,8.78,6.94,0.41,3.28,0.02,145
22814,Skim Milk,59,5.93,0.17,3.43,7.82,0.45,7.98,0.16,84
22815,Coconut Milk,72,7.6,1.5,6.77,4.54,0.3,6.7,0.01,142
22816,Soy Milk,70,5.18,1.66,7.65,5.65,0.2,4.16,0.62,104
22817,Cashew Milk,73,4.48,0.62,4.64,6.17,0.69,1.74,0.85,116
22818,2% Milk,73,1.67,4.69,11.13,6.08,0.37,7.11,0.81,122
22819,Cashew Milk,79,4.56,1.08,8.56,2.47,0.36,3.74,0.18,120
22820,2% Milk,67,0.57,2.89,10.73,8.95,0.76,1.32,0.26,147
22821,Coconut Milk,55,5.27,1.55,4.43,3.29,0.81,7.01,0.72,116
22822,Skim Milk,53,6.51,3.44,3.19,7.99,0.51,2.82,0.02,93
22823,Skim Milk,45,0.96,1.99,4.4,6.43,0.07,1.5,0.42,134
22824,2% Milk,63,3.27,0.89,5.56,5.33,0.73,3.02,0.61,109
22825,Almond Milk,45,4.01,2.11,4.04,9.87,0.46,2.05,0.06,94
22826,Whole Milk,78,0.85,1.3,3.72,8.42,0.57,1.19,0.76,129
22827,Skim Milk,56,1.28,1.49,9.53,2.57,0.1,2.17,0.52,121
22828,Oat Milk,80,5.9,4.13,8.05,4.64,0.2,4.45,0.14,123
22829,Soy Milk,60,4.5,1.26,1.11,1.37,0.45,2.86,0.2,134
22830,Oat Milk,45,6.47,3.99,7.36,1.77,0.3,5.79,0.81,141
22831,Coconut Milk,72,0.79,0.88,3.39,9.57,0.23,7.53,0.19,130
22832,Cashew Milk,64,1.03,0.92,11.2,1.1,0.32,4.82,0.24,83
22833,Oat Milk,50,2.78,4.54,6.18,4.76,0.31,5.2,0.4,84
22834,Oat Milk,56,5.4,0.66,4.48,1.9,0.8,2.03,0.0,87
22835,Almond Milk,52,1.48,1.54,6.52,7.13,0.19,3.8,0.58,93
22836,Almond Milk,47,6.09,0.71,9.98,9.71,0.55,7.04,0.7,93
22837,Cashew Milk,80,0.51,3.68,10.06,4.02,0.5,7.73,0.72,112
22838,Almond Milk,76,7.07,0.56,1.63,6.37,0.03,2.18,0.73,145
22839,Skim Milk,58,4.64,3.83,6.06,1.19,0.53,1.85,0.05,102
22840,Oat Milk,56,7.55,3.29,1.59,6.43,0.57,6.17,0.94,106
22841,Whole Milk,72,7.08,2.5,2.45,6.87,0.02,3.72,0.2,134
22842,Almond Milk,64,4.83,4.33,5.14,1.91,0.59,5.41,0.2,88
22843,Oat Milk,51,7.72,2.88,4.69,4.18,0.82,5.65,0.18,135
22844,Coconut Milk,51,7.56,0.92,8.02,0.69,0.22,6.72,0.68,113
22845,Almond Milk,77,1.1,4.55,7.7,5.53,0.2,4.34,0.23,118
22846,Cashew Milk,78,7.21,1.15,4.9,3.72,0.51,3.27,0.36,105
22847,Oat Milk,48,2.08,4.29,11.39,4.4,0.23,2.32,0.95,101
22848,Oat Milk,61,3.55,0.71,5.85,9.66,0.14,6.45,0.24,148
22849,Cashew Milk,50,3.28,0.8,1.94,2.32,0.64,6.96,0.63,144
22850,2% Milk,55,2.25,4.49,8.02,7.25,0.73,2.67,0.16,82
22851,Skim Milk,66,7.29,4.85,1.64,9.25,0.28,2.62,0.04,88
22852,Whole Milk,59,7.25,2.65,1.65,2.81,0.63,6.65,0.67,100
22853,Soy Milk,77,4.26,0.43,8.97,5.5,0.94,2.05,0.95,88
22854,Cashew Milk,74,4.55,4.73,2.79,7.27,0.97,4.08,0.01,120
22855,Cashew Milk,48,2.61,2.43,10.55,1.08,0.93,3.4,0.17,80
22856,Coconut Milk,78,6.58,2.55,7.22,8.45,0.49,6.85,0.79,131
22857,Soy Milk,40,4.87,3.34,9.53,4.92,0.51,5.19,0.07,114
22858,Almond Milk,77,0.76,1.38,8.3,1.46,0.0,2.86,0.92,85
22859,Skim Milk,51,7.07,1.95,11.83,2.1,0.76,2.03,0.42,96
22860,Soy Milk,42,2.78,4.99,10.08,7.45,0.3,6.26,0.86,138
22861,Almond Milk,40,0.68,2.56,5.78,5.88,0.23,5.23,0.72,108
22862,Soy Milk,50,6.73,2.18,4.16,1.29,0.64,4.27,0.42,89
22863,2% Milk,66,1.19,4.36,5.47,5.35,0.13,7.07,0.77,108
22864,Whole Milk,78,0.94,1.52,6.43,8.46,0.76,2.11,0.85,114
22865,Soy Milk,64,5.31,1.17,8.94,6.09,0.98,5.69,0.78,81
22866,Skim Milk,71,3.07,0.95,3.62,2.4,0.62,1.19,0.39,134
22867,Soy Milk,78,7.95,2.1,2.13,4.32,0.25,5.74,0.12,132
22868,Coconut Milk,75,0.95,2.24,3.49,9.74,0.27,6.08,0.04,149
22869,Oat Milk,77,5.34,1.93,4.62,9.36,0.8,6.89,0.27,120
22870,Whole Milk,72,4.6,3.21,5.27,3.4,0.25,4.06,0.79,113
22871,Coconut Milk,57,1.27,3.41,6.33,8.23,0.32,4.96,0.42,95
22872,Skim Milk,80,5.83,3.4,8.27,6.7,0.85,7.16,0.13,94
22873,2% Milk,70,7.08,2.06,3.78,3.65,0.71,2.16,0.95,119
22874,Cashew Milk,65,5.54,3.5,5.65,2.98,0.8,2.85,0.67,115
22875,Skim Milk,57,3.22,2.16,2.5,4.51,0.45,5.38,0.03,80
22876,Almond Milk,54,6.61,2.34,9.94,4.39,0.39,3.35,0.84,97
22877,Almond Milk,74,6.82,0.21,1.74,3.03,0.21,1.56,0.2,129
22878,Almond Milk,54,7.78,1.55,4.25,8.94,0.13,6.74,0.25,130
22879,Coconut Milk,59,1.47,0.71,6.67,0.7,0.4,3.94,0.89,116
22880,Almond Milk,49,4.2,3.72,10.22,5.64,0.64,3.37,0.15,80
22881,Skim Milk,58,7.5,3.61,8.46,3.53,0.88,3.6,0.01,132
22882,Whole Milk,58,1.91,1.9,2.75,8.37,0.02,1.91,0.79,81
22883,Skim Milk,62,2.64,1.34,1.17,4.07,0.65,6.14,0.38,111
22884,Almond Milk,69,2.16,3.92,4.13,7.24,0.75,7.45,0.56,120
22885,2% Milk,54,3.64,3.9,5.79,1.89,0.51,4.64,0.09,125
22886,Almond Milk,76,0.74,4.49,1.97,8.66,0.17,2.77,0.41,134
22887,Soy Milk,56,3.98,3.12,7.42,4.11,0.51,1.21,0.71,137
22888,Skim Milk,80,6.18,0.42,2.93,8.74,0.65,6.52,0.47,84
22889,Almond Milk,71,3.04,0.53,10.24,3.0,0.76,4.51,0.53,100
22890,Oat Milk,44,7.67,1.58,3.92,5.72,0.85,7.8,0.36,135
22891,2% Milk,45,4.16,1.88,8.3,3.72,0.5,7.21,0.39,123
22892,Whole Milk,47,1.31,4.26,3.75,4.28,0.84,5.12,0.0,113
22893,Oat Milk,47,3.69,3.41,11.06,6.92,0.98,2.31,0.03,126
22894,Soy Milk,79,5.25,4.82,9.29,6.97,0.06,7.03,0.58,146
22895,Almond Milk,52,5.7,1.71,9.88,1.84,0.96,1.28,0.51,85
22896,Almond Milk,40,7.59,0.48,1.76,5.09,0.03,6.6,0.07,130
22897,Skim Milk,60,3.18,4.34,5.86,1.64,0.49,3.91,0.33,127
22898,Oat Milk,51,5.77,2.62,4.44,8.26,0.01,4.08,0.38,148
22899,Almond Milk,57,3.45,0.85,9.89,5.81,0.39,7.3,0.9,83
22900,Skim Milk,47,3.84,0.59,9.84,4.8,0.65,7.0,0.46,101
22901,Coconut Milk,62,5.09,4.17,7.06,6.18,0.6,7.38,0.73,121
22902,Almond Milk,77,4.95,3.08,2.99,3.35,0.93,7.98,0.86,81
22903,Almond Milk,53,0.8,4.12,6.92,6.31,0.05,4.27,0.95,116
22904,2% Milk,62,1.07,3.7,2.02,4.23,0.05,7.24,0.84,114
22905,Skim Milk,68,0.74,3.09,8.48,2.85,1.0,3.2,0.42,85
22906,Soy Milk,69,5.07,4.08,10.57,2.58,0.84,5.49,0.2,143
22907,Whole Milk,65,5.35,1.02,5.0,7.41,0.92,6.01,0.93,147
22908,Almond Milk,59,7.06,4.4,6.54,5.62,0.81,7.26,0.04,90
22909,Coconut Milk,50,2.12,4.19,6.66,4.3,0.47,7.48,0.35,106
22910,Skim Milk,61,6.34,3.0,5.96,8.08,0.71,7.16,0.4,138
22911,Coconut Milk,64,2.49,2.3,7.74,5.54,0.0,6.87,0.88,88
22912,Skim Milk,76,7.42,4.31,3.14,8.43,0.5,6.64,0.93,110
22913,2% Milk,69,5.09,2.45,8.93,7.7,0.33,2.0,0.83,149
22914,Whole Milk,77,1.23,4.26,10.08,1.65,0.23,1.19,0.09,126
22915,Whole Milk,74,7.62,0.62,3.88,1.32,0.18,3.33,0.52,142
22916,Oat Milk,55,5.46,3.51,11.2,6.29,0.78,5.3,0.64,100
22917,Almond Milk,59,1.3,0.17,7.07,5.18,0.16,4.6,0.52,88
22918,Cashew Milk,41,5.64,1.27,2.2,4.78,0.9,7.79,0.34,111
22919,Oat Milk,52,7.8,4.51,8.23,4.02,0.63,2.2,0.83,126
22920,Skim Milk,60,0.82,2.23,5.71,9.31,0.15,5.83,0.76,99
22921,Soy Milk,50,7.79,4.39,11.11,7.85,0.98,7.16,0.06,84
22922,2% Milk,59,0.58,3.93,6.18,2.47,0.22,4.05,0.63,124
22923,Whole Milk,61,2.41,4.3,2.83,8.36,0.41,3.2,0.79,129
22924,Cashew Milk,46,3.81,4.66,8.38,8.49,0.62,4.53,0.67,86
22925,Whole Milk,68,6.71,2.55,8.98,9.85,0.9,6.76,0.59,108
22926,Oat Milk,73,2.45,0.84,1.79,1.03,0.28,3.95,0.75,94
22927,Cashew Milk,67,1.84,0.34,3.54,7.77,0.26,4.25,0.37,137
22928,2% Milk,67,7.96,0.12,6.21,9.28,0.78,5.32,0.07,102
22929,Oat Milk,73,1.78,3.69,8.41,0.87,0.4,3.76,0.67,114
22930,Skim Milk,54,1.38,2.67,8.78,3.86,0.28,4.76,1.0,150
22931,Almond Milk,48,6.46,0.29,8.69,6.96,0.99,3.77,0.39,102
22932,Cashew Milk,62,2.0,0.53,2.34,7.81,0.32,7.67,0.97,126
22933,Oat Milk,47,5.17,3.69,7.41,4.68,0.15,5.11,0.27,121
22934,Skim Milk,47,4.11,0.27,2.43,3.22,0.32,2.73,0.49,108
22935,Almond Milk,79,2.98,1.15,8.07,9.53,0.71,7.69,0.37,95
22936,2% Milk,77,2.17,1.41,2.72,9.94,0.02,6.73,0.45,102
22937,Cashew Milk,71,2.76,1.37,4.22,7.63,0.22,7.68,0.31,92
22938,Coconut Milk,42,2.07,4.87,2.85,4.22,0.74,6.88,0.77,144
22939,Oat Milk,59,1.14,3.36,8.16,9.65,0.89,5.26,0.13,141
22940,Cashew Milk,63,3.6,0.2,8.92,6.82,0.47,3.03,0.72,112
22941,Whole Milk,41,2.99,3.54,8.9,8.5,0.45,4.7,0.12,114
22942,Whole Milk,67,5.02,4.63,4.57,7.02,0.88,5.8,0.14,143
22943,Coconut Milk,60,3.59,3.65,10.54,7.31,0.63,4.8,0.8,100
22944,Almond Milk,67,6.07,2.84,4.81,2.47,0.0,7.0,1.0,118
22945,Soy Milk,66,7.41,4.69,9.59,4.23,0.73,1.48,0.57,139
22946,Skim Milk,69,5.81,2.12,5.33,5.62,0.13,2.19,0.8,86
22947,Cashew Milk,78,7.52,0.51,8.44,1.71,0.44,6.19,0.67,120
22948,Skim Milk,68,3.41,1.35,1.11,4.51,0.08,4.68,0.66,97
22949,Cashew Milk,71,6.85,4.16,1.61,8.02,0.24,2.86,0.22,142
22950,Oat Milk,80,4.28,3.59,11.53,8.75,0.41,5.18,0.1,112
22951,Skim Milk,58,2.23,3.09,11.34,1.85,0.86,1.69,0.5,148
22952,2% Milk,70,7.59,3.69,6.25,0.8,0.12,1.75,0.52,91
22953,2% Milk,79,7.16,1.97,11.03,7.4,0.52,1.18,0.66,92
22954,Cashew Milk,71,3.08,0.14,9.19,7.97,0.45,2.93,0.76,126
22955,Skim Milk,78,6.47,2.05,10.74,4.45,0.95,4.33,0.7,123
22956,Oat Milk,62,1.81,4.57,5.94,1.24,0.99,3.97,0.71,132
22957,Almond Milk,76,3.61,3.83,8.11,3.26,0.13,3.42,0.15,82
22958,Cashew Milk,62,4.22,4.88,7.84,4.59,0.99,4.71,0.08,86
22959,Coconut Milk,64,2.91,4.19,5.11,7.2,0.45,4.55,0.11,90
22960,Almond Milk,78,1.68,2.18,6.62,4.95,0.06,4.52,0.54,95
22961,2% Milk,50,1.24,0.46,2.64,3.28,0.3,1.29,0.48,125
22962,Coconut Milk,57,7.1,3.82,8.4,5.7,0.29,6.67,0.58,118
22963,Coconut Milk,66,6.12,0.57,9.97,1.32,0.05,4.82,0.28,104
22964,2% Milk,56,2.34,3.37,2.51,2.03,0.68,5.48,0.9,97
22965,Oat Milk,49,6.12,2.03,7.97,2.95,0.32,1.16,0.83,126
22966,Cashew Milk,67,6.41,4.46,8.39,7.83,0.58,2.31,0.55,99
22967,2% Milk,51,1.74,3.58,4.67,5.78,0.9,4.67,0.65,81
22968,Almond Milk,41,4.86,2.2,3.8,2.4,0.04,3.82,0.59,97
22969,Cashew Milk,41,7.04,3.49,10.54,0.97,0.67,4.42,0.95,90
22970,Coconut Milk,42,0.56,0.66,3.46,5.09,0.23,7.85,0.22,145
22971,Cashew Milk,79,0.72,0.59,6.15,8.96,0.95,4.03,0.21,82
22972,Oat Milk,72,5.49,1.46,5.33,2.07,0.37,4.89,0.07,81
22973,Almond Milk,44,2.23,1.91,10.3,5.34,0.41,7.82,1.0,103
22974,2% Milk,43,1.94,4.86,5.54,2.96,0.15,2.89,0.76,147
22975,Skim Milk,80,7.74,2.27,10.59,7.15,0.38,3.47,0.65,80
22976,Whole Milk,40,0.54,2.3,3.69,6.51,0.37,1.22,0.91,81
22977,Almond Milk,48,1.51,3.41,1.16,5.5,0.56,2.6,0.87,124
22978,Almond Milk,47,6.89,1.23,9.98,3.64,0.35,2.98,0.88,133
22979,Soy Milk,47,2.34,4.76,1.95,8.03,0.31,4.54,0.55,147
22980,Soy Milk,65,2.86,3.11,5.07,5.77,0.47,4.38,0.33,114
22981,Almond Milk,59,7.53,1.67,1.49,7.44,0.39,6.66,0.53,85
22982,Soy Milk,42,0.67,1.08,7.65,6.75,0.97,4.59,0.12,106
22983,Soy Milk,68,5.82,0.22,3.61,7.29,0.68,4.02,0.87,89
22984,Whole Milk,63,1.05,0.97,1.33,9.3,0.46,1.76,0.97,91
22985,Cashew Milk,50,0.53,3.13,9.46,9.52,0.84,4.42,0.78,113
22986,Oat Milk,65,3.93,4.45,8.35,8.8,0.31,5.78,0.6,125
22987,2% Milk,67,4.66,0.4,10.35,5.55,0.38,1.87,0.68,144
22988,Almond Milk,80,0.69,3.13,8.38,7.77,0.0,2.75,0.47,116
22989,Whole Milk,57,3.24,0.57,2.37,9.77,0.22,2.95,0.74,83
22990,Almond Milk,73,1.69,3.13,5.08,3.91,0.95,6.19,0.73,131
22991,Whole Milk,79,2.91,1.75,11.68,7.6,0.73,4.39,0.57,118
22992,Whole Milk,74,2.54,3.52,11.88,8.0,0.99,2.85,0.81,111
22993,Oat Milk,45,0.86,1.34,9.25,6.89,0.34,5.23,0.19,142
22994,Almond Milk,56,6.04,1.41,1.27,2.02,0.86,5.01,0.34,132
22995,2% Milk,69,0.52,2.48,11.65,4.34,0.92,6.98,0.48,122
22996,Skim Milk,72,3.37,4.03,5.66,0.72,0.72,1.29,0.57,129
22997,Whole Milk,50,7.45,2.34,6.32,6.31,0.68,1.9,0.7,131
22998,Skim Milk,47,8.0,3.05,7.24,2.22,0.69,5.29,0.1,89
22999,2% Milk,64,7.71,1.14,8.47,2.52,0.55,6.42,0.14,81
23000,Soy Milk,73,3.72,2.1,3.93,4.86,0.88,5.62,0.21,143
23001,Almond Milk,64,4.55,3.53,8.18,9.52,0.09,6.97,0.33,83
23002,Almond Milk,49,2.34,4.12,11.97,6.21,0.54,5.26,0.24,102
23003,Soy Milk,54,7.42,4.5,4.1,4.96,0.86,4.5,0.31,145
23004,Oat Milk,69,5.15,0.7,11.87,0.83,0.26,2.07,0.81,137
23005,Coconut Milk,76,6.8,3.88,6.39,6.02,0.77,6.89,0.27,97
23006,Oat Milk,56,4.23,4.9,7.81,7.99,0.37,3.88,0.22,142
23007,Oat Milk,80,4.22,1.33,5.62,0.78,0.18,7.17,0.03,112
23008,Soy Milk,65,7.71,0.56,6.82,6.92,0.85,6.44,0.98,114
23009,Soy Milk,45,5.64,3.46,2.46,6.17,0.5,2.33,0.29,123
23010,Almond Milk,48,6.16,2.48,1.94,4.72,0.18,7.45,0.23,92
23011,Soy Milk,42,0.76,0.11,6.85,7.11,0.26,2.23,0.66,80
23012,Soy Milk,53,0.52,3.14,5.46,4.67,0.88,3.3,0.53,127
23013,Almond Milk,60,6.77,4.64,3.68,9.0,0.35,7.99,0.75,113
23014,Cashew Milk,65,3.74,2.09,3.86,2.33,0.11,2.35,0.5,94
23015,Oat Milk,79,2.02,2.06,2.8,2.97,0.25,6.78,0.5,139
23016,Almond Milk,52,5.64,3.56,11.17,3.31,0.84,5.69,0.18,108
23017,Soy Milk,75,2.87,1.84,1.13,6.23,0.94,6.12,0.94,94
23018,Almond Milk,44,0.83,4.98,8.18,6.74,0.38,5.39,0.99,137
23019,Whole Milk,78,5.27,2.93,8.0,0.73,0.17,2.23,0.73,133
23020,Soy Milk,72,4.45,2.51,3.61,1.38,0.18,1.46,0.26,141
23021,Almond Milk,68,0.79,1.13,2.72,7.64,0.37,7.56,0.5,87
23022,Whole Milk,55,1.65,1.76,7.63,8.78,0.49,3.92,0.46,135
23023,Oat Milk,45,2.44,4.79,4.25,4.94,0.04,4.72,0.1,114
23024,Soy Milk,67,4.53,2.44,7.22,3.57,0.9,5.63,0.88,147
23025,Almond Milk,77,2.44,4.51,2.05,0.56,0.11,2.73,0.0,91
23026,Coconut Milk,46,2.44,1.98,9.84,7.85,0.39,6.64,0.16,93
23027,Skim Milk,59,6.45,4.83,10.31,6.32,0.51,3.27,0.2,83
23028,Cashew Milk,47,1.33,4.46,1.51,6.31,0.45,6.89,0.44,115
23029,Coconut Milk,75,6.9,2.77,1.94,5.44,0.53,1.99,0.48,96
23030,Almond Milk,52,3.65,1.66,11.97,6.83,0.54,4.22,0.46,111
23031,Almond Milk,72,3.73,2.04,2.68,8.29,0.89,6.19,0.07,104
23032,Whole Milk,41,7.13,1.94,8.04,4.89,0.34,3.47,0.99,101
23033,Soy Milk,52,5.83,0.89,5.91,4.33,0.38,1.49,0.2,115
23034,Skim Milk,47,6.11,4.85,4.31,7.86,0.12,6.93,0.19,125
23035,Cashew Milk,74,1.45,2.53,8.8,8.76,0.91,3.47,0.22,86
23036,2% Milk,55,1.89,0.22,8.83,6.72,0.28,2.7,0.27,98
23037,Soy Milk,68,7.14,4.5,8.13,2.85,0.14,3.2,0.95,100
23038,Whole Milk,80,5.4,1.87,4.21,8.31,0.04,7.8,0.18,140
23039,Coconut Milk,42,5.62,2.46,9.82,6.39,0.25,7.52,0.66,91
23040,Soy Milk,74,5.8,4.56,8.44,0.71,0.17,3.63,0.95,83
23041,Coconut Milk,80,7.0,1.31,7.29,3.71,0.69,3.25,0.08,120
23042,Almond Milk,55,4.93,0.51,11.38,3.88,0.02,4.06,0.47,87
23043,Almond Milk,53,2.15,0.71,10.72,5.94,0.85,1.58,0.09,95
