Id,Product Name,Energy (kcal),Fat Proportion (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
17375,Skim Milk,70,1.11,4.27,2.3,1.6,0.33,5.7,0.15,81
17376,Soy Milk,69,5.81,2.72,2.34,5.96,0.64,5.4,0.75,92
17377,Coconut Milk,54,1.2,0.38,4.8,4.6,0.02,4.39,0.96,106
17378,Oat Milk,55,4.01,0.91,1.3,3.57,0.07,1.69,0.68,103
17379,Coconut Milk,79,6.8,3.01,2.81,8.62,0.89,3.95,0.68,136
17380,Whole Milk,59,0.85,0.79,3.72,7.69,0.78,3.69,0.16,88
17381,Almond Milk,79,1.51,2.4,10.53,7.71,0.76,4.27,0.74,138
17382,Almond Milk,64,1.59,4.07,2.86,2.23,0.3,7.29,0.93,144
17383,Oat Milk,78,2.27,2.53,9.63,1.63,0.28,5.67,0.92,114
17384,Soy Milk,55,6.96,3.98,5.73,4.7,0.05,6.9,0.59,83
17385,Cashew Milk,54,5.6,4.25,5.96,3.98,0.77,6.99,0.28,97
17386,Cashew Milk,66,4.16,3.23,4.93,6.73,0.57,1.03,0.85,90
17387,Cashew Milk,72,6.32,2.09,1.12,5.81,0.23,3.32,0.61,105
17388,Coconut Milk,60,6.99,0.29,5.23,1.77,0.02,2.68,0.02,125
17389,2% Milk,72,2.04,1.54,10.73,0.97,0.69,6.91,0.23,105
17390,Soy Milk,76,7.2,1.13,1.8,7.06,0.64,5.41,0.77,130
17391,Cashew Milk,67,1.88,4.41,5.68,4.14,0.85,6.86,0.42,105
17392,Almond Milk,40,3.26,3.36,9.57,2.87,0.73,2.91,0.08,116
17393,2% Milk,48,0.73,4.19,11.84,6.73,0.94,4.53,0.82,135
17394,Cashew Milk,48,2.33,2.68,8.83,1.9,0.61,5.45,0.83,133
17395,Almond Milk,79,5.95,2.99,3.5,4.34,0.35,3.69,0.87,99
17396,Skim Milk,53,1.18,0.6,11.35,8.05,0.55,7.05,0.39,131
17397,Oat Milk,72,4.43,3.11,10.42,9.29,0.56,6.05,0.53,129
17398,2% Milk,51,7.9,4.33,9.06,2.26,0.11,3.02,0.06,93
17399,Soy Milk,41,1.4,0.71,2.95,8.76,0.01,7.13,0.9,111
17400,Coconut Milk,55,4.93,2.95,6.41,2.3,0.55,2.69,0.0,110
17401,2% Milk,49,2.63,0.58,7.88,6.46,0.54,1.98,0.17,134
17402,Oat Milk,64,3.72,4.21,11.8,6.81,0.03,1.18,1.0,144
17403,Cashew Milk,80,7.98,1.59,10.74,7.24,0.06,1.68,0.31,100
17404,2% Milk,74,3.02,3.55,4.9,1.36,0.15,3.66,0.86,94
17405,Soy Milk,59,5.92,2.53,9.76,4.94,0.12,2.7,0.4,86
17406,2% Milk,42,7.33,3.06,4.5,8.7,0.04,1.14,0.68,121
17407,Coconut Milk,60,7.12,3.28,6.01,0.57,0.41,1.54,0.41,83
17408,Almond Milk,71,0.74,0.67,7.74,8.87,0.84,1.17,0.57,132
17409,Cashew Milk,69,5.08,4.11,1.16,4.49,0.53,7.36,0.39,134
17410,2% Milk,74,2.69,1.1,10.6,9.17,0.03,3.76,0.87,118
17411,Almond Milk,62,5.63,3.71,7.69,6.44,0.0,6.88,0.33,104
17412,Coconut Milk,69,7.69,1.18,6.27,5.61,0.06,5.57,0.89,84
17413,Coconut Milk,61,2.91,3.56,1.31,1.28,0.63,6.69,0.29,92
17414,Soy Milk,53,1.5,2.9,3.0,1.22,0.78,3.28,0.55,99
17415,2% Milk,51,5.31,1.93,3.56,5.41,0.77,4.86,0.58,122
17416,Soy Milk,40,6.75,0.33,3.9,3.88,0.81,1.16,0.67,97
17417,Cashew Milk,45,5.22,3.66,3.54,6.92,0.95,3.77,0.22,92
17418,Skim Milk,56,2.2,2.04,6.34,4.21,0.03,2.21,0.19,116
17419,Almond Milk,63,2.6,0.87,5.8,3.91,0.33,5.65,0.99,99
17420,Coconut Milk,53,5.87,2.43,9.99,6.04,0.03,6.38,0.25,125
17421,Oat Milk,64,0.79,1.96,1.13,9.1,0.82,2.21,0.25,119
17422,2% Milk,42,7.78,4.91,5.54,6.47,0.8,3.15,0.14,84
17423,Whole Milk,52,6.89,1.02,10.78,8.46,0.76,7.96,0.17,119
17424,Almond Milk,72,1.99,3.1,5.99,6.49,0.22,6.78,0.51,137
17425,Whole Milk,64,7.91,4.59,4.4,3.53,0.93,5.23,0.27,83
17426,Cashew Milk,69,5.64,3.67,7.43,6.81,0.32,4.43,0.97,99
17427,Coconut Milk,62,6.58,2.27,7.81,2.75,0.3,7.13,0.62,149
17428,Skim Milk,52,6.2,2.62,4.61,9.62,0.35,2.03,0.05,109
17429,Soy Milk,41,2.83,1.52,6.55,5.44,0.59,5.19,0.5,137
17430,Soy Milk,41,6.37,0.74,8.95,4.81,0.76,3.56,0.67,112
17431,Almond Milk,51,3.98,4.17,7.77,2.72,0.73,2.27,0.06,116
17432,Oat Milk,64,7.7,4.13,1.04,5.62,0.16,5.25,0.93,135
17433,Skim Milk,73,1.65,0.11,5.64,3.76,0.31,7.43,0.34,86
17434,Skim Milk,60,2.52,4.82,7.05,7.24,0.08,3.81,0.93,138
17435,Almond Milk,43,6.66,4.44,4.53,4.77,0.8,3.76,0.39,145
17436,Oat Milk,43,3.95,0.1,2.88,5.2,0.43,1.65,0.46,102
17437,Skim Milk,58,3.46,2.27,5.38,7.12,0.72,6.27,0.07,142
17438,Coconut Milk,56,2.94,2.76,8.76,4.22,0.19,5.21,0.26,137
17439,Whole Milk,40,1.89,1.53,11.03,4.75,0.1,1.07,0.61,135
17440,Soy Milk,58,5.21,3.46,2.13,8.97,0.83,2.28,0.81,96
17441,Coconut Milk,68,2.71,3.31,5.35,4.66,0.2,7.65,0.43,93
17442,Almond Milk,41,6.23,4.46,5.72,2.3,0.84,2.24,0.99,133
17443,2% Milk,51,3.34,3.93,10.15,6.17,0.89,3.39,0.52,103
17444,Oat Milk,45,6.5,0.21,11.33,0.83,0.12,5.63,0.74,119
17445,Whole Milk,41,1.67,0.63,4.71,5.46,0.01,2.38,0.85,82
17446,Whole Milk,41,0.86,3.44,9.85,2.24,0.59,7.18,0.53,135
17447,Skim Milk,42,0.86,1.1,2.95,6.38,0.12,5.8,0.8,146
17448,Almond Milk,74,3.97,2.54,10.09,9.7,0.8,6.77,0.06,91
17449,Almond Milk,73,4.45,4.53,2.16,0.58,0.5,4.33,0.51,136
17450,2% Milk,72,4.46,2.42,7.18,5.5,0.65,5.19,0.88,133
17451,Skim Milk,71,6.71,1.15,10.87,2.58,0.29,5.69,0.12,107
17452,2% Milk,77,5.67,2.01,9.92,1.87,0.57,6.93,0.59,118
17453,Cashew Milk,47,2.02,3.24,6.49,8.6,0.88,1.62,0.76,98
17454,Cashew Milk,52,1.42,0.79,11.67,6.29,0.23,4.86,0.56,99
17455,2% Milk,43,1.29,1.36,1.32,8.85,0.04,7.31,0.32,138
17456,Whole Milk,43,6.5,4.67,9.7,1.29,0.48,1.07,0.69,133
17457,Soy Milk,77,1.85,0.54,11.17,4.63,0.81,7.86,0.29,121
17458,Soy Milk,79,6.81,3.79,4.77,2.26,0.19,5.45,0.7,122
17459,2% Milk,59,7.2,2.76,8.75,6.73,0.69,4.63,0.08,144
17460,Skim Milk,52,5.32,3.74,3.32,1.18,0.37,4.5,0.39,103
17461,Almond Milk,76,4.9,4.44,9.89,9.25,0.39,7.8,0.2,114
17462,Oat Milk,76,4.25,0.25,6.4,2.15,0.3,5.07,0.17,101
17463,Almond Milk,56,5.98,4.49,9.68,3.51,0.78,7.15,0.02,106
17464,Coconut Milk,44,4.65,0.67,8.43,5.4,0.97,2.7,0.88,110
17465,Oat Milk,71,6.28,3.51,5.4,2.42,0.31,3.93,0.49,136
17466,Coconut Milk,66,7.71,2.84,7.89,8.58,0.41,6.31,0.85,122
17467,Oat Milk,71,6.83,2.47,11.05,6.49,0.26,2.06,0.93,113
17468,Whole Milk,48,3.73,1.18,8.15,3.45,0.31,5.28,0.45,85
17469,2% Milk,79,4.98,4.51,11.96,9.29,0.83,3.86,0.43,99
17470,2% Milk,63,3.93,4.83,2.7,2.06,0.85,5.99,0.07,111
17471,Skim Milk,63,2.92,3.23,8.15,3.81,0.26,7.07,0.69,92
17472,2% Milk,51,7.49,2.36,7.75,5.22,0.76,5.72,0.75,92
17473,Soy Milk,53,3.05,3.96,3.61,2.04,0.22,6.84,0.6,108
17474,Skim Milk,70,3.07,4.26,3.98,1.57,0.25,7.99,0.75,119
17475,Coconut Milk,73,3.6,3.39,11.74,9.36,0.65,4.82,0.6,125
17476,Whole Milk,73,6.88,0.33,9.53,3.58,0.92,4.42,0.67,105
17477,Soy Milk,80,2.41,4.73,11.74,4.56,0.02,7.24,0.66,132
17478,2% Milk,60,6.73,4.09,6.25,7.71,0.05,1.89,0.47,104
17479,Skim Milk,80,6.91,4.48,4.78,1.39,0.31,2.28,0.52,108
17480,Whole Milk,62,5.87,2.47,9.67,1.46,0.83,7.11,0.24,128
17481,Whole Milk,69,6.15,1.27,9.05,7.78,0.43,4.11,0.59,95
17482,Almond Milk,68,4.11,2.55,5.11,8.4,0.57,6.67,0.86,135
17483,Oat Milk,74,5.06,0.7,8.58,9.22,0.61,2.4,0.74,122
17484,Almond Milk,44,7.95,0.24,8.64,2.86,0.54,2.74,0.59,109
17485,2% Milk,80,1.27,1.97,2.17,9.86,0.22,1.16,0.28,113
17486,Cashew Milk,73,3.22,2.8,4.71,0.71,0.62,2.54,0.76,118
17487,Oat Milk,61,7.58,3.67,10.15,6.07,0.9,1.28,0.05,109
17488,Cashew Milk,47,7.64,3.61,3.34,6.82,0.38,4.7,0.86,150
17489,Coconut Milk,58,0.77,4.29,1.43,3.56,0.02,4.19,0.17,126
17490,Whole Milk,53,4.35,4.53,9.83,4.68,0.12,4.0,0.29,81
17491,Soy Milk,76,3.7,3.71,1.29,3.05,0.15,2.72,0.32,88
17492,Whole Milk,48,2.28,2.43,11.19,8.83,0.17,5.8,0.42,80
17493,Soy Milk,44,0.64,0.84,11.55,9.7,0.21,4.81,0.42,108
17494,Almond Milk,58,5.59,2.68,6.79,4.62,0.2,4.4,0.99,82
17495,2% Milk,55,6.75,3.11,9.38,2.65,0.09,1.16,0.89,108
17496,Soy Milk,60,1.32,0.21,6.84,2.63,0.46,6.22,0.23,139
17497,Whole Milk,60,7.25,3.26,5.93,4.42,0.51,6.85,0.95,115
17498,2% Milk,47,5.69,0.65,1.45,0.9,0.13,6.61,0.33,144
17499,Soy Milk,58,2.1,1.96,6.94,6.97,0.08,7.85,0.19,146
17500,Almond Milk,44,3.86,2.82,2.97,2.25,0.19,1.94,0.54,91
17501,Skim Milk,71,3.18,0.31,4.28,7.2,0.17,7.63,0.27,126
17502,Coconut Milk,72,4.8,3.6,10.8,6.28,0.67,2.62,0.45,109
17503,Cashew Milk,79,5.71,2.75,11.07,8.49,0.98,6.91,0.83,86
17504,Whole Milk,47,4.63,3.83,7.82,0.56,0.22,3.39,0.8,120
17505,Coconut Milk,50,4.92,4.12,11.66,3.13,0.26,1.39,0.17,145
17506,Soy Milk,76,7.97,0.65,2.89,1.32,0.89,7.34,0.07,125
17507,Soy Milk,43,6.43,1.65,1.84,9.13,0.69,4.49,0.7,101
17508,Cashew Milk,44,1.72,3.95,9.71,8.94,0.04,5.54,0.76,82
17509,Almond Milk,59,3.15,3.98,5.35,9.38,0.09,2.06,0.14,125
17510,Skim Milk,76,0.73,3.23,2.72,1.98,0.91,1.54,0.91,137
17511,Skim Milk,60,6.12,2.65,11.63,7.15,0.35,1.27,0.49,115
17512,Skim Milk,51,7.63,4.04,8.22,8.02,0.34,5.16,0.41,134
17513,Soy Milk,52,6.12,1.46,1.22,9.36,0.69,6.97,0.31,121
17514,Cashew Milk,64,3.02,2.17,2.78,1.59,0.46,2.97,0.23,99
17515,Cashew Milk,71,3.09,2.89,11.98,2.05,0.58,7.36,0.81,97
17516,Soy Milk,58,5.86,1.0,2.67,1.54,0.69,6.68,0.08,140
17517,Almond Milk,78,2.73,0.29,1.29,4.26,0.5,1.74,0.24,120
17518,Oat Milk,48,5.52,1.54,11.74,6.03,0.56,4.31,0.28,80
17519,Coconut Milk,53,5.01,2.03,9.02,4.1,0.51,6.44,0.76,86
17520,2% Milk,42,2.57,0.54,4.79,8.88,0.95,6.14,0.97,103
17521,Almond Milk,75,5.34,3.55,1.96,8.61,0.28,6.01,0.83,150
17522,Cashew Milk,49,5.98,0.55,5.32,0.74,0.94,3.01,0.64,107
17523,Cashew Milk,78,1.02,2.93,6.54,5.07,0.31,3.54,0.84,106
17524,Almond Milk,58,6.75,4.5,10.3,5.59,0.89,6.34,0.98,87
17525,Cashew Milk,42,4.84,4.75,5.7,4.36,0.85,7.25,0.99,129
17526,Cashew Milk,53,3.58,0.52,1.84,8.1,0.93,3.18,0.0,126
17527,Whole Milk,43,4.26,1.37,9.83,9.44,0.79,4.09,0.24,91
17528,Cashew Milk,45,2.65,0.8,5.36,3.49,0.52,1.72,0.04,118
17529,2% Milk,80,7.14,0.98,1.93,6.26,0.61,5.74,0.52,119
17530,Cashew Milk,75,4.17,0.91,2.35,3.9,0.63,2.49,0.31,137
17531,Oat Milk,68,6.77,1.65,3.91,7.82,0.66,6.53,0.54,102
17532,Cashew Milk,51,4.76,4.24,10.51,4.68,0.61,1.19,0.04,117
17533,Cashew Milk,41,7.32,1.19,5.58,6.42,0.08,4.33,0.96,96
17534,2% Milk,64,5.45,1.5,11.5,7.47,0.09,1.54,0.09,136
17535,Whole Milk,40,6.86,1.95,5.82,4.28,0.73,7.72,0.7,103
17536,2% Milk,63,1.6,4.77,1.51,5.1,0.91,3.65,0.3,142
17537,Cashew Milk,40,6.04,0.54,7.05,2.97,0.6,7.29,0.37,84
17538,Almond Milk,58,5.17,1.5,2.36,5.36,0.93,1.55,0.89,124
17539,Skim Milk,54,5.97,4.59,5.05,2.02,0.58,7.44,0.26,129
17540,Coconut Milk,75,5.02,2.87,10.27,4.59,0.07,7.61,0.73,86
17541,Oat Milk,48,2.37,1.34,7.74,5.57,0.19,5.78,0.26,104
17542,Cashew Milk,80,3.44,2.55,1.24,2.91,0.9,7.41,0.51,116
17543,Whole Milk,63,5.6,0.53,8.34,5.42,0.78,4.15,0.48,88
17544,Almond Milk,80,5.57,3.14,4.07,6.53,0.92,7.93,0.32,114
17545,Whole Milk,62,3.11,1.64,1.85,8.94,0.1,2.84,0.36,122
17546,Soy Milk,45,7.6,0.42,10.97,3.03,0.05,3.67,0.15,106
17547,Whole Milk,75,4.94,4.16,11.42,2.25,0.74,7.81,0.2,111
17548,2% Milk,46,2.47,2.12,1.88,6.66,0.43,1.02,0.97,122
17549,Almond Milk,46,5.82,0.47,10.52,4.49,0.75,3.09,0.86,105
17550,Whole Milk,76,0.52,3.56,5.54,7.15,0.86,3.37,0.92,131
17551,Coconut Milk,59,2.8,3.49,2.16,0.63,0.26,4.04,0.46,92
17552,Almond Milk,52,5.27,2.07,5.68,5.13,0.45,2.06,0.24,90
17553,Soy Milk,71,1.26,0.19,1.7,7.48,0.17,3.78,0.25,144
17554,Whole Milk,52,4.17,2.02,4.4,2.16,0.18,1.49,0.41,124
17555,2% Milk,69,1.0,0.31,9.78,0.82,0.47,4.18,0.33,143
17556,Coconut Milk,64,6.39,4.45,3.76,3.63,0.13,1.7,0.4,130
17557,Cashew Milk,73,4.68,2.38,9.48,9.76,0.22,7.63,0.68,98
17558,Whole Milk,41,7.29,1.23,2.66,3.77,0.78,1.26,0.41,110
17559,Skim Milk,61,1.06,0.73,8.08,8.08,0.61,2.97,1.0,146
17560,2% Milk,73,5.62,2.41,1.5,9.03,0.99,3.15,0.81,91
17561,Soy Milk,64,6.19,4.61,5.38,5.35,0.57,3.89,0.05,111
17562,Almond Milk,69,6.66,1.99,4.75,8.86,0.09,1.15,0.93,110
17563,Almond Milk,71,5.2,3.08,2.97,8.85,0.14,7.04,0.06,145
17564,Skim Milk,54,7.89,2.15,1.28,3.46,0.14,6.67,0.43,115
17565,Whole Milk,77,4.72,1.19,5.93,2.9,0.64,6.85,0.97,134
17566,2% Milk,69,4.18,0.63,3.61,1.61,0.12,3.32,0.81,121
17567,Oat Milk,66,4.06,2.45,1.29,6.51,0.49,1.85,0.62,134
17568,Soy Milk,45,4.46,1.76,5.94,2.52,0.8,2.95,0.46,114
17569,Coconut Milk,59,3.36,1.65,9.92,8.79,0.12,6.95,0.43,131
17570,Coconut Milk,69,5.11,4.79,9.84,8.1,0.2,4.86,0.03,115
17571,Oat Milk,54,5.93,2.78,7.55,6.3,0.13,5.7,0.6,122
17572,Cashew Milk,46,7.17,4.37,5.92,6.59,0.79,7.85,0.71,127
17573,2% Milk,50,5.54,1.33,4.45,1.29,0.57,7.94,0.18,112
17574,Coconut Milk,47,7.68,1.5,4.04,4.68,0.81,7.5,0.33,81
17575,Cashew Milk,41,5.78,4.95,8.3,9.28,0.46,1.65,0.9,90
17576,Cashew Milk,48,6.99,0.58,3.77,6.4,0.48,5.27,0.16,95
17577,Cashew Milk,45,6.05,0.13,7.55,2.98,0.17,1.31,0.11,101
17578,2% Milk,58,2.06,0.57,3.92,2.15,0.97,7.04,0.91,112
17579,Almond Milk,58,6.69,1.08,11.89,1.13,0.62,3.09,0.78,105
17580,Coconut Milk,56,7.69,3.75,9.35,8.96,0.78,2.99,0.51,86
17581,Almond Milk,45,4.19,2.32,6.6,3.43,0.38,3.51,0.64,119
17582,Cashew Milk,60,0.89,0.58,6.45,5.42,0.82,6.63,0.19,146
17583,Almond Milk,67,1.58,1.27,10.13,8.59,0.49,6.53,0.14,104
17584,2% Milk,58,0.84,2.6,5.93,3.26,0.92,2.85,0.33,129
17585,Almond Milk,56,4.64,1.72,5.24,1.39,0.38,4.93,0.56,133
17586,Cashew Milk,54,4.45,3.8,7.56,0.86,0.89,2.02,1.0,148
17587,2% Milk,66,0.99,4.99,8.07,8.59,0.27,1.9,0.46,141
17588,Oat Milk,66,4.39,3.94,10.17,2.99,0.84,5.59,0.02,99
17589,Coconut Milk,72,1.88,0.94,11.87,6.16,0.65,5.09,0.59,93
17590,Oat Milk,73,1.63,3.83,4.91,3.35,0.12,3.11,0.79,121
17591,Almond Milk,55,6.59,1.26,3.13,2.36,0.72,1.61,0.62,136
17592,Almond Milk,43,1.37,3.89,3.94,1.53,0.62,2.8,0.48,147
17593,Cashew Milk,68,1.0,4.18,1.16,7.54,0.22,6.53,0.32,99
17594,Almond Milk,77,2.51,1.82,5.36,8.27,0.6,6.05,0.55,82
17595,Cashew Milk,43,3.19,0.44,8.01,6.5,0.08,7.58,0.5,146
17596,Whole Milk,43,4.52,1.46,6.65,2.43,0.26,2.24,0.43,123
17597,2% Milk,53,6.75,1.0,7.83,7.27,0.38,1.99,0.7,110
17598,Coconut Milk,43,6.89,4.8,2.27,5.06,0.03,6.86,0.0,127
17599,Almond Milk,42,4.49,1.69,6.13,9.22,0.22,1.14,0.67,104
17600,Soy Milk,80,4.38,1.62,11.21,1.77,0.03,1.13,0.5,130
17601,2% Milk,43,1.92,2.51,3.33,3.39,0.86,6.86,0.15,107
17602,2% Milk,71,2.69,1.44,4.19,2.69,0.69,2.84,0.44,99
17603,Soy Milk,47,1.25,2.36,7.97,8.14,0.68,3.77,0.68,111
17604,Oat Milk,48,4.26,4.45,10.3,8.71,0.23,7.46,0.63,115
17605,Coconut Milk,52,1.1,3.3,10.75,1.69,0.76,6.81,0.01,112
17606,Coconut Milk,78,7.27,3.58,9.97,6.6,0.14,5.47,0.29,83
17607,Whole Milk,52,7.82,2.81,4.02,1.69,0.05,4.68,0.26,93
17608,Oat Milk,77,4.14,2.69,9.86,3.42,0.79,5.22,0.82,150
17609,2% Milk,75,4.06,1.72,9.84,7.54,0.88,5.37,0.67,124
17610,Almond Milk,70,1.92,3.65,4.34,1.7,0.16,5.68,0.81,93
17611,Whole Milk,70,5.57,4.61,11.57,3.17,0.99,6.4,0.36,97
17612,Whole Milk,45,1.75,1.45,5.08,9.58,0.26,6.1,0.79,145
17613,Coconut Milk,64,1.72,2.46,9.86,6.85,0.1,2.63,0.39,141
17614,2% Milk,77,3.03,4.8,8.64,8.58,0.31,3.74,0.12,124
17615,Cashew Milk,80,1.81,3.25,7.33,5.59,0.38,2.17,0.94,87
17616,Almond Milk,50,7.85,1.63,11.79,5.53,0.67,7.88,0.09,118
17617,Cashew Milk,53,5.74,3.19,2.3,6.51,0.16,5.67,0.21,132
17618,2% Milk,64,5.29,0.58,1.53,9.63,0.42,3.67,0.02,121
17619,Oat Milk,50,7.49,0.16,8.3,7.26,0.35,2.87,0.54,124
17620,Whole Milk,77,3.6,1.11,4.59,2.72,0.09,3.34,0.83,117
17621,Coconut Milk,78,7.53,0.66,7.19,5.55,0.42,5.44,0.7,131
17622,Almond Milk,74,2.03,1.13,5.73,4.78,0.76,1.39,0.01,129
17623,Oat Milk,75,6.39,0.71,8.68,6.95,0.2,3.33,0.2,89
17624,2% Milk,63,4.53,1.56,4.68,9.13,0.3,4.57,0.44,127
17625,2% Milk,64,1.65,0.27,3.48,9.49,0.71,1.47,0.11,89
17626,Whole Milk,72,5.2,0.98,4.11,5.55,0.49,3.09,1.0,94
17627,Coconut Milk,43,0.87,2.7,11.19,9.81,0.65,4.97,0.28,148
17628,Oat Milk,76,6.67,4.71,10.43,1.97,0.67,3.91,0.66,125
17629,Whole Milk,61,6.74,0.1,11.32,5.09,0.25,3.34,0.95,96
17630,Skim Milk,70,7.78,2.1,8.92,5.53,0.72,7.65,0.15,110
17631,Almond Milk,61,3.66,2.45,3.44,7.65,0.87,5.42,0.11,135
17632,Cashew Milk,46,6.47,4.15,11.56,0.59,0.82,7.56,0.15,81
17633,Soy Milk,71,2.22,4.75,8.12,7.59,0.11,2.86,0.92,84
17634,Cashew Milk,74,6.19,0.65,2.32,3.47,0.78,4.9,0.47,142
17635,Soy Milk,75,4.12,1.14,5.61,6.65,0.51,7.56,0.44,89
17636,Almond Milk,61,7.25,2.56,1.23,5.88,0.92,1.34,0.67,150
17637,Coconut Milk,78,1.35,0.42,10.78,4.61,0.24,3.09,0.1,126
17638,Oat Milk,73,4.97,0.52,10.07,0.95,0.79,2.6,0.56,112
17639,Skim Milk,68,3.86,1.69,9.73,2.4,0.79,3.54,0.3,114
17640,Cashew Milk,59,5.99,0.72,8.15,3.2,0.77,5.91,0.41,139
17641,Oat Milk,60,3.12,1.46,11.21,9.34,0.82,7.43,0.37,112
17642,Soy Milk,75,2.52,3.91,3.67,6.9,0.68,1.8,0.3,116
17643,Cashew Milk,73,4.04,3.85,1.71,2.97,0.42,4.58,0.48,115
17644,Almond Milk,52,4.9,0.81,10.49,7.63,0.47,1.17,0.23,89
17645,Cashew Milk,75,4.7,3.79,6.03,8.76,0.44,6.02,0.52,126
17646,Oat Milk,50,7.0,2.8,5.29,7.19,0.07,4.2,0.1,116
17647,Skim Milk,78,4.74,0.97,4.46,0.74,0.62,1.59,0.16,115
17648,Oat Milk,50,6.39,2.71,10.42,1.13,0.02,3.5,0.04,134
17649,Cashew Milk,57,2.15,3.88,11.61,1.48,0.37,7.79,0.95,108
17650,Whole Milk,56,3.56,0.57,6.99,6.08,0.93,1.79,0.9,107
17651,Soy Milk,80,4.17,2.58,8.8,8.68,0.39,2.04,0.23,150
17652,Almond Milk,40,4.76,0.31,7.9,10.0,0.48,3.88,0.76,81
17653,Almond Milk,41,5.42,1.18,9.71,1.03,0.55,5.22,0.31,112
17654,Oat Milk,42,6.8,4.52,3.06,4.93,0.43,7.42,0.5,100
17655,Coconut Milk,51,1.79,1.16,9.52,5.57,0.24,7.28,0.5,109
17656,Whole Milk,45,0.96,3.61,2.96,8.64,0.6,1.76,0.16,83
17657,Soy Milk,79,6.94,3.6,11.24,2.11,0.07,1.54,0.22,148
17658,Coconut Milk,50,7.98,1.43,5.33,4.21,0.64,6.14,0.06,135
17659,Almond Milk,47,6.37,2.36,5.79,3.41,0.34,2.42,0.72,101
17660,Almond Milk,58,3.25,1.03,10.37,3.41,0.58,3.92,0.52,80
17661,Oat Milk,58,6.03,3.25,1.48,6.79,0.2,6.36,0.78,97
17662,Whole Milk,67,2.37,0.19,6.99,6.77,0.59,4.16,0.17,126
17663,Skim Milk,41,6.34,1.12,3.83,4.32,0.97,3.35,0.19,98
17664,Coconut Milk,62,2.9,3.19,6.03,2.98,0.81,4.18,0.88,124
17665,2% Milk,56,5.26,2.8,6.41,6.15,0.91,7.03,0.17,137
17666,Coconut Milk,69,3.5,4.55,4.55,4.48,0.36,4.01,0.31,146
17667,2% Milk,68,6.94,4.54,4.12,5.08,0.2,7.13,0.12,137
17668,Cashew Milk,47,3.02,0.22,3.67,4.74,0.08,2.07,0.14,120
17669,Soy Milk,43,4.84,1.08,6.74,8.19,0.43,7.18,0.44,131
17670,Soy Milk,72,1.1,4.13,11.64,9.63,0.03,5.32,0.92,112
17671,Oat Milk,64,0.85,3.33,5.88,6.87,0.05,7.96,0.6,95
17672,Coconut Milk,55,3.91,3.54,2.12,7.52,0.1,6.98,0.5,136
17673,Soy Milk,53,0.96,1.34,1.19,1.0,0.79,2.0,0.25,133
17674,Cashew Milk,49,0.66,1.48,6.54,1.72,0.56,4.59,0.08,104
17675,Coconut Milk,51,2.59,1.13,7.09,3.51,0.09,4.42,0.16,118
17676,Whole Milk,49,2.84,1.99,3.54,6.17,0.85,5.8,0.75,87
17677,Skim Milk,45,3.39,2.4,8.15,4.19,0.86,5.13,0.5,97
17678,Coconut Milk,67,1.98,4.1,5.07,7.65,0.05,1.52,0.47,143
17679,Skim Milk,52,1.8,2.54,2.02,7.49,0.44,3.34,0.13,122
17680,Soy Milk,75,4.91,2.37,8.96,7.8,0.58,5.33,0.53,127
17681,2% Milk,52,6.34,0.59,1.59,8.78,0.71,3.17,0.13,90
17682,2% Milk,45,4.36,0.41,8.87,7.23,0.53,1.65,0.99,90
17683,Skim Milk,62,4.49,4.32,2.74,0.98,0.25,4.52,0.43,121
17684,Oat Milk,63,1.13,2.64,1.33,1.44,0.86,3.77,0.41,142
17685,Oat Milk,73,4.34,3.33,5.33,6.9,0.62,6.42,0.65,106
17686,Soy Milk,50,5.89,3.33,4.6,0.67,0.43,3.88,0.91,106
17687,Almond Milk,54,7.99,0.69,11.18,2.02,0.61,3.48,0.57,130
17688,2% Milk,68,3.15,4.23,10.15,7.02,0.07,7.33,0.79,116
17689,Cashew Milk,53,5.07,1.39,6.75,6.2,0.02,6.98,0.75,97
17690,Whole Milk,40,3.61,4.03,8.06,2.5,0.38,3.23,0.15,116
17691,Coconut Milk,80,4.31,3.73,9.09,5.68,0.81,4.69,0.47,124
17692,Soy Milk,57,6.33,4.0,8.58,3.27,0.59,1.88,0.59,82
17693,Almond Milk,42,7.85,1.4,1.21,2.07,0.64,2.18,0.16,95
17694,Oat Milk,50,2.71,3.45,6.2,9.44,0.5,5.63,0.53,142
17695,Soy Milk,44,4.9,1.92,3.3,3.61,0.16,5.59,0.79,149
17696,Oat Milk,48,5.77,4.8,9.35,3.36,0.83,1.18,0.15,136
17697,Soy Milk,52,4.48,1.0,5.65,8.08,0.46,3.76,0.63,139
17698,Almond Milk,46,4.69,4.98,2.37,4.45,0.11,7.01,0.22,117
17699,Cashew Milk,64,2.34,0.14,4.42,3.01,0.41,3.59,0.65,140
17700,Coconut Milk,43,2.35,1.97,3.04,2.28,0.6,6.21,0.11,86
17701,Cashew Milk,57,4.01,2.88,11.4,8.26,0.66,4.0,0.19,102
17702,Cashew Milk,70,2.22,3.51,3.63,5.02,0.51,7.96,0.76,109
17703,Whole Milk,73,2.99,0.89,10.91,1.06,0.02,1.2,0.51,96
17704,2% Milk,51,6.26,4.52,3.13,4.22,0.11,7.25,0.94,122
