Id,Product Name,Energy (kcal),Fat Level (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
19237,2% Milk,73,7.66,2.24,5.12,2.88,0.1,5.17,0.66,96
19238,Soy Milk,49,4.7,3.67,10.14,2.67,0.05,2.93,0.3,101
19239,Skim Milk,55,4.7,4.21,10.56,4.07,0.71,6.86,0.34,95
19240,2% Milk,60,0.8,1.97,2.59,1.59,0.44,5.13,0.2,105
19241,Almond Milk,62,1.18,2.35,2.45,0.99,0.31,7.83,0.32,132
19242,Coconut Milk,44,5.04,1.88,2.4,1.9,0.13,1.48,0.11,90
19243,2% Milk,55,2.24,0.75,1.26,5.2,0.01,7.61,0.32,146
19244,Soy Milk,40,3.79,2.24,1.99,4.5,0.65,7.69,0.83,114
19245,Soy Milk,42,0.72,2.35,6.1,8.94,0.62,6.95,0.15,99
19246,Cashew Milk,74,4.13,1.31,7.71,8.98,0.19,6.64,0.35,117
19247,Almond Milk,66,7.87,4.41,8.75,9.18,0.2,2.04,0.93,142
19248,2% Milk,77,0.81,0.48,1.08,4.08,0.24,2.59,0.75,126
19249,Soy Milk,55,4.46,0.11,7.01,0.55,0.63,7.74,0.72,134
19250,Skim Milk,78,4.27,0.55,5.97,5.32,0.11,5.58,0.41,92
19251,Soy Milk,70,5.41,1.3,7.05,7.16,0.85,7.77,0.3,129
19252,Skim Milk,72,1.01,0.91,2.26,1.29,0.89,2.41,0.99,131
19253,Soy Milk,49,7.71,2.41,9.68,2.32,0.44,2.15,0.46,132
19254,Coconut Milk,69,2.53,2.49,2.32,4.44,0.85,4.52,0.91,113
19255,Coconut Milk,72,2.74,0.46,2.88,4.56,0.07,3.63,0.16,80
19256,Almond Milk,52,1.49,3.62,8.04,7.72,0.31,2.37,0.65,96
19257,Almond Milk,48,7.56,2.67,11.15,1.19,0.16,7.09,0.95,105
19258,Skim Milk,65,6.52,0.17,6.52,1.08,0.51,4.22,0.77,150
19259,Skim Milk,44,5.08,4.55,5.97,0.68,0.59,3.18,0.02,125
19260,Cashew Milk,45,2.83,4.15,11.22,5.84,0.38,4.29,0.12,121
19261,Soy Milk,54,7.31,3.63,6.46,2.07,0.67,7.36,0.54,82
19262,Almond Milk,43,5.61,4.78,9.79,0.5,0.34,5.64,0.26,121
19263,Whole Milk,76,4.23,4.5,7.69,4.66,0.13,6.63,0.76,83
19264,Soy Milk,61,6.42,4.67,4.45,0.69,0.01,2.52,0.54,106
19265,Coconut Milk,70,6.72,3.3,1.27,2.95,0.76,7.52,0.33,127
19266,Cashew Milk,43,3.63,1.27,4.45,8.52,0.26,2.75,0.88,93
19267,Skim Milk,72,5.96,2.73,6.58,6.77,0.73,1.03,0.23,87
19268,Cashew Milk,52,3.91,3.02,8.05,4.34,1.0,7.45,0.98,127
19269,Cashew Milk,55,2.45,4.49,10.18,7.35,0.41,6.2,0.04,83
19270,Soy Milk,70,1.68,3.2,6.58,3.87,0.53,7.15,0.57,104
19271,Almond Milk,47,4.15,4.29,6.24,5.83,0.66,3.8,0.51,89
19272,Coconut Milk,41,5.16,2.43,2.85,8.3,0.46,4.17,0.82,145
19273,Skim Milk,75,4.23,4.82,8.75,6.16,0.75,4.51,0.81,132
19274,Skim Milk,75,3.18,4.91,3.46,9.33,0.69,6.57,0.33,113
19275,Whole Milk,49,6.74,2.94,11.54,7.13,0.21,7.98,0.91,100
19276,Cashew Milk,42,1.76,4.21,2.92,8.83,0.07,1.92,0.56,86
19277,Skim Milk,74,2.6,4.3,10.57,7.04,0.83,6.82,0.77,137
19278,Skim Milk,44,7.4,0.33,10.53,2.92,0.37,7.98,0.4,87
19279,Almond Milk,66,3.38,2.86,11.76,7.99,0.24,1.33,0.49,131
19280,Oat Milk,55,7.75,4.97,6.34,9.55,0.91,7.59,0.56,130
19281,Coconut Milk,68,3.63,2.54,4.42,2.91,0.07,4.46,0.38,128
19282,Skim Milk,62,2.59,3.57,10.88,9.0,0.54,4.72,0.92,125
19283,Whole Milk,52,1.87,0.67,6.22,1.86,0.47,4.6,0.67,98
19284,2% Milk,43,1.8,3.86,8.58,3.5,0.93,6.53,0.24,112
19285,Soy Milk,72,5.83,4.22,4.49,1.25,0.08,7.11,0.82,97
19286,Oat Milk,55,7.98,4.19,4.87,7.55,0.3,4.71,0.71,143
19287,Skim Milk,44,4.6,4.74,7.73,1.7,0.28,3.71,0.81,83
19288,Soy Milk,67,4.32,0.73,3.71,4.37,0.63,1.89,0.78,105
19289,Almond Milk,48,2.81,4.77,6.05,9.9,0.21,7.0,0.0,105
19290,Coconut Milk,65,7.7,1.66,1.78,3.04,0.9,3.67,0.16,102
19291,Whole Milk,72,4.19,3.25,6.94,2.99,0.32,2.67,0.96,130
19292,2% Milk,68,3.6,4.22,11.89,1.11,0.33,6.74,0.69,125
19293,Soy Milk,55,3.04,3.73,6.12,8.78,0.49,7.07,0.44,133
19294,Soy Milk,79,3.42,4.43,11.25,7.72,0.7,3.54,0.92,124
19295,Coconut Milk,74,7.3,0.97,3.99,6.55,0.1,2.86,0.38,96
19296,Whole Milk,50,5.11,3.66,1.41,1.86,0.85,6.89,0.76,90
19297,Coconut Milk,40,0.94,0.91,2.1,6.4,0.18,5.52,0.91,142
19298,Skim Milk,49,3.65,0.51,11.1,4.66,0.81,6.98,0.69,132
19299,Skim Milk,66,6.82,0.7,9.49,0.88,0.6,2.9,0.43,148
19300,Oat Milk,52,0.54,3.78,4.93,1.87,0.8,2.89,0.5,138
19301,Cashew Milk,64,5.78,2.26,3.13,3.04,0.28,1.29,0.29,136
19302,Cashew Milk,46,6.55,2.47,4.83,7.18,0.84,4.98,0.92,139
19303,Cashew Milk,72,2.71,3.43,6.15,1.23,0.74,5.63,0.88,125
19304,2% Milk,75,7.39,1.98,5.75,4.71,0.85,5.75,0.2,121
19305,Coconut Milk,71,3.94,0.25,11.56,5.44,0.77,2.49,0.57,114
19306,Almond Milk,43,2.18,2.4,6.42,8.76,0.97,2.85,0.14,134
19307,Oat Milk,66,4.01,4.87,3.95,8.58,0.25,7.64,0.81,126
19308,Soy Milk,76,5.77,0.42,6.9,6.62,0.55,7.31,0.65,82
19309,Skim Milk,76,2.09,1.83,6.78,9.11,0.54,2.68,0.24,98
19310,Oat Milk,46,4.82,3.92,5.56,5.38,0.56,3.32,0.73,118
19311,Whole Milk,51,3.37,2.57,9.41,0.52,0.47,6.27,0.04,145
19312,Whole Milk,51,1.21,1.41,2.66,8.54,0.5,4.21,0.85,91
19313,Whole Milk,64,5.01,2.96,9.26,1.93,0.68,5.77,0.14,95
19314,Whole Milk,74,1.39,1.9,2.84,5.3,0.13,5.48,0.3,135
19315,Soy Milk,58,7.29,0.62,8.21,6.58,0.57,6.18,0.98,90
19316,Whole Milk,66,3.47,2.3,10.46,5.3,0.61,2.59,0.33,128
19317,Soy Milk,69,7.91,4.49,9.55,4.48,0.92,1.94,0.45,84
19318,Soy Milk,46,2.32,0.32,5.56,7.38,0.54,4.07,0.64,130
19319,Soy Milk,60,4.26,3.39,7.35,2.12,0.18,5.59,0.34,112
19320,Coconut Milk,69,3.14,1.58,1.34,5.31,0.83,6.35,0.27,136
19321,Soy Milk,71,3.24,3.36,6.36,5.17,0.66,4.9,0.83,120
19322,Soy Milk,60,4.85,4.89,4.62,7.42,0.55,7.41,0.23,128
19323,Coconut Milk,64,1.35,0.88,11.9,5.46,0.61,7.37,0.83,147
19324,Oat Milk,56,5.01,0.42,3.54,5.02,0.88,4.81,0.96,135
19325,Coconut Milk,53,5.22,1.74,11.91,7.88,0.62,5.3,0.65,94
19326,2% Milk,41,1.58,2.08,8.63,5.12,0.52,7.42,0.81,85
19327,Whole Milk,62,2.77,2.29,2.53,5.02,0.3,1.33,0.06,104
19328,Oat Milk,56,1.71,1.79,3.17,1.41,0.31,1.31,0.15,83
19329,Almond Milk,78,1.87,1.25,5.83,5.38,0.97,4.11,0.23,141
19330,Soy Milk,60,3.12,1.57,3.3,7.58,0.89,6.84,0.65,126
19331,Whole Milk,72,3.19,3.71,9.86,3.78,0.12,5.57,0.82,80
19332,2% Milk,60,6.71,2.29,1.22,3.82,0.1,1.2,0.99,126
19333,Whole Milk,71,4.51,4.34,11.34,3.41,0.81,2.89,0.43,146
19334,Soy Milk,50,1.42,3.01,4.52,9.41,0.57,5.73,0.58,92
19335,2% Milk,68,1.45,3.77,6.12,6.57,0.1,7.99,0.47,119
19336,Coconut Milk,45,5.98,2.24,4.38,5.39,0.51,2.41,0.57,117
19337,Oat Milk,50,6.03,1.3,10.84,3.54,0.91,7.85,0.71,143
19338,Oat Milk,46,5.36,2.75,7.31,7.86,0.64,5.58,0.9,119
19339,Soy Milk,60,5.51,4.18,8.71,6.44,0.08,1.32,0.79,93
19340,2% Milk,66,4.42,2.01,2.76,7.72,0.92,2.19,0.85,140
19341,Skim Milk,73,1.95,1.38,1.27,5.93,0.87,6.1,0.89,81
19342,Oat Milk,63,6.86,3.81,1.56,8.67,0.67,2.87,0.35,147
19343,2% Milk,44,1.23,0.75,9.14,3.38,0.02,3.39,0.67,116
19344,Skim Milk,75,6.45,0.27,6.93,4.5,0.93,2.13,0.58,81
19345,Coconut Milk,61,4.56,1.53,6.41,6.16,0.9,3.54,0.7,105
19346,2% Milk,71,1.23,3.86,1.92,2.24,0.85,2.83,0.27,84
19347,Skim Milk,59,7.76,2.0,10.67,6.84,0.51,5.04,0.84,81
19348,Whole Milk,75,1.7,2.27,8.57,9.34,0.19,2.02,0.99,96
19349,Skim Milk,78,4.82,4.5,6.62,3.22,0.04,1.82,0.88,125
19350,Cashew Milk,40,2.38,0.23,10.17,5.24,0.42,2.84,0.87,115
19351,Whole Milk,79,4.55,4.91,10.47,9.83,0.73,7.15,0.76,120
19352,Almond Milk,58,3.69,4.99,3.83,4.77,0.45,7.39,0.36,112
19353,Whole Milk,64,7.78,3.07,9.74,2.48,0.59,1.85,0.19,130
19354,Coconut Milk,79,4.21,2.03,6.98,6.95,0.33,4.31,0.42,83
19355,Oat Milk,71,3.34,1.51,2.8,8.89,0.87,4.34,0.63,142
19356,Almond Milk,77,1.84,3.7,1.74,0.62,0.38,3.11,0.82,134
19357,Almond Milk,50,5.26,4.19,7.39,1.84,0.03,4.8,0.28,112
19358,Soy Milk,43,1.61,5.0,6.73,8.72,0.35,4.15,0.62,114
19359,Skim Milk,68,7.98,3.56,11.78,4.06,0.64,2.92,0.53,109
19360,Whole Milk,59,3.05,3.58,3.62,1.82,0.36,4.03,0.85,136
19361,2% Milk,57,0.64,1.32,3.27,0.95,0.46,1.27,0.89,99
19362,Skim Milk,44,4.6,1.89,10.11,5.0,0.23,4.28,0.75,132
19363,2% Milk,66,6.52,1.58,1.16,5.55,0.42,1.53,0.56,139
19364,Almond Milk,76,3.57,2.15,4.43,6.47,0.02,2.64,0.96,141
19365,Soy Milk,66,4.64,0.1,1.91,9.42,0.42,5.19,0.34,118
19366,Coconut Milk,77,1.02,3.09,9.76,9.38,0.54,4.21,0.04,103
19367,Oat Milk,50,3.32,1.27,6.32,3.98,0.49,5.78,0.91,101
19368,Skim Milk,63,6.56,0.51,8.05,0.79,0.61,7.1,0.72,95
19369,2% Milk,51,5.55,0.48,8.17,6.3,0.8,7.59,0.09,97
19370,Soy Milk,45,3.02,2.31,1.31,8.45,0.03,3.55,0.92,104
19371,Whole Milk,40,5.17,3.26,1.08,9.32,0.1,5.69,0.41,89
19372,Soy Milk,50,0.73,3.21,9.49,1.64,0.59,7.54,0.95,129
19373,Almond Milk,52,4.65,2.51,9.11,4.15,0.22,5.16,0.05,136
19374,Whole Milk,61,6.03,0.69,6.23,5.82,0.82,4.81,0.48,112
19375,Oat Milk,57,5.17,1.68,11.01,9.62,0.92,3.08,0.64,143
19376,Coconut Milk,42,7.81,1.23,3.83,4.0,0.59,4.98,0.51,85
19377,2% Milk,78,0.85,3.28,3.25,7.76,0.99,2.9,0.03,82
19378,Skim Milk,58,1.23,4.32,6.14,9.07,0.6,6.57,0.99,90
19379,Coconut Milk,76,6.96,3.94,1.35,2.08,0.39,7.41,0.09,133
19380,Cashew Milk,68,1.81,3.4,4.46,6.24,0.93,1.53,0.84,133
19381,Oat Milk,67,5.73,1.02,1.95,3.7,0.93,3.62,0.96,109
19382,Skim Milk,76,1.59,3.35,10.93,3.78,0.73,4.34,0.02,85
19383,Whole Milk,77,3.68,2.48,5.48,0.51,0.47,4.89,0.32,146
19384,Skim Milk,54,4.76,2.2,1.51,6.27,0.39,4.94,0.72,103
19385,Whole Milk,49,2.33,4.33,10.11,4.12,0.64,1.08,0.38,135
19386,Skim Milk,51,6.24,4.57,4.26,3.26,0.33,4.74,0.7,130
19387,Soy Milk,62,4.02,2.7,10.44,5.65,0.6,3.54,0.67,129
19388,Coconut Milk,62,1.06,0.43,2.54,8.2,0.85,1.52,0.78,143
19389,Whole Milk,58,2.39,0.33,2.63,6.36,0.21,1.61,0.53,86
19390,Coconut Milk,43,5.9,1.1,3.99,4.36,0.39,4.54,0.94,138
19391,Coconut Milk,64,6.61,4.63,5.4,7.7,0.19,1.48,0.11,110
19392,2% Milk,61,4.1,1.05,2.72,5.17,0.57,4.79,0.7,147
19393,Almond Milk,75,2.72,2.2,6.91,0.7,0.94,1.72,0.87,101
19394,Skim Milk,61,5.37,4.66,4.22,1.01,0.47,5.17,0.09,92
19395,Oat Milk,66,4.81,4.48,1.59,2.72,0.0,3.03,0.91,143
19396,Almond Milk,56,7.68,0.65,6.32,6.13,0.2,2.85,0.76,114
19397,Whole Milk,73,5.86,1.74,1.08,7.79,0.96,6.16,0.92,134
19398,Cashew Milk,53,3.05,3.82,3.81,8.46,0.79,4.11,0.4,125
19399,Almond Milk,69,3.7,3.41,5.5,2.64,0.97,3.31,0.61,82
19400,Soy Milk,42,3.19,3.6,11.4,5.41,0.47,1.76,0.95,115
19401,Cashew Milk,59,7.42,3.56,10.56,8.62,0.82,5.91,0.22,106
19402,Coconut Milk,74,3.37,2.91,9.76,4.85,0.14,5.64,0.54,121
19403,Skim Milk,47,0.86,4.06,3.26,8.88,0.42,2.43,0.87,88
19404,Oat Milk,51,2.43,0.54,11.34,8.47,0.27,4.07,0.31,119
19405,Cashew Milk,77,5.3,2.63,3.49,1.99,0.43,2.77,0.08,110
19406,Skim Milk,58,2.21,2.6,8.74,1.26,0.17,2.96,0.2,126
19407,Whole Milk,57,4.91,3.46,4.5,2.38,0.48,3.11,0.75,104
19408,2% Milk,43,1.01,0.49,1.83,8.72,0.56,5.1,0.35,118
19409,Oat Milk,58,2.06,0.39,9.21,0.77,0.12,4.46,0.2,87
19410,Soy Milk,57,1.64,4.27,3.61,8.71,0.35,6.32,0.21,143
19411,Oat Milk,66,5.95,3.95,2.85,5.52,0.46,2.35,0.28,93
19412,2% Milk,71,6.24,1.39,7.92,1.71,1.0,1.81,0.32,93
19413,2% Milk,66,7.26,0.49,7.45,4.26,0.4,7.16,0.33,98
19414,Skim Milk,62,6.72,0.72,8.62,8.76,0.27,6.44,0.63,84
19415,Soy Milk,54,6.42,0.9,8.32,9.71,0.28,4.54,0.36,125
19416,Skim Milk,53,5.03,4.2,4.98,4.39,0.15,2.16,0.62,144
19417,Almond Milk,63,1.62,2.31,5.15,5.0,0.32,4.93,0.1,128
19418,Coconut Milk,77,5.25,3.73,11.98,2.08,0.26,6.71,0.39,147
19419,Coconut Milk,63,2.95,0.17,4.99,3.49,0.22,2.4,0.87,99
19420,Oat Milk,46,0.71,3.54,1.47,3.89,0.29,1.09,0.76,89
19421,Whole Milk,42,3.88,0.41,10.37,4.94,0.14,7.82,0.91,97
19422,Soy Milk,66,5.61,0.26,2.82,1.7,0.14,6.54,0.15,89
19423,Oat Milk,78,7.73,4.94,10.0,2.71,0.75,5.64,0.92,142
19424,Skim Milk,69,1.35,1.04,10.48,4.18,0.54,2.91,0.43,135
19425,Whole Milk,56,4.87,1.38,11.69,3.4,0.78,2.04,0.82,148
19426,Cashew Milk,61,6.88,3.69,6.48,6.92,0.65,3.25,0.1,136
19427,Soy Milk,77,0.64,0.37,6.54,2.39,0.57,2.88,0.68,89
19428,Almond Milk,50,1.19,4.67,5.5,6.01,0.06,1.98,0.97,107
19429,Cashew Milk,74,6.19,1.34,3.91,4.53,0.93,3.96,0.91,118
19430,Almond Milk,79,6.31,1.83,2.48,8.61,0.05,1.17,0.59,125
19431,Whole Milk,79,3.13,4.93,2.41,1.32,0.14,5.6,0.39,92
19432,2% Milk,74,6.79,3.33,6.79,0.63,0.04,5.47,0.76,139
19433,Cashew Milk,71,7.91,0.62,9.74,3.56,0.54,3.98,0.22,86
19434,Almond Milk,74,5.55,4.55,3.06,3.64,0.04,4.56,0.97,80
19435,Whole Milk,58,2.27,3.69,5.35,2.08,0.99,4.2,0.47,126
19436,Skim Milk,69,4.68,0.72,1.45,5.05,0.39,4.75,0.69,110
19437,Whole Milk,60,5.05,0.38,1.29,3.22,0.24,5.77,0.36,124
19438,2% Milk,67,1.26,3.15,9.82,9.18,0.58,7.15,0.25,108
19439,Skim Milk,60,1.91,3.24,7.15,2.26,0.13,1.7,0.56,144
19440,Whole Milk,54,3.4,1.95,7.33,5.66,0.87,6.99,0.31,86
19441,Whole Milk,60,1.57,4.79,3.16,8.52,0.93,2.67,0.64,84
19442,Skim Milk,66,0.79,1.12,4.88,6.74,0.21,3.29,0.34,115
19443,Coconut Milk,57,0.56,3.48,5.91,7.6,0.63,6.06,0.79,105
19444,2% Milk,68,6.66,2.42,10.26,6.2,0.87,1.27,0.83,122
19445,Whole Milk,52,0.88,0.21,4.4,5.99,0.57,6.71,0.8,106
19446,Skim Milk,74,4.48,0.19,10.05,9.93,0.87,3.85,0.89,81
19447,Cashew Milk,63,4.82,2.42,2.85,8.16,0.69,6.75,0.29,117
19448,Almond Milk,71,5.78,0.28,4.08,4.97,0.48,4.85,0.43,140
19449,Coconut Milk,48,7.54,4.97,4.32,2.08,0.12,2.48,0.91,117
19450,Skim Milk,49,3.57,3.57,10.95,5.69,0.56,5.79,0.12,82
19451,Cashew Milk,79,5.58,3.08,3.23,2.84,0.05,5.37,0.95,123
19452,Almond Milk,49,7.06,2.13,11.03,8.82,0.15,3.64,1.0,94
19453,Skim Milk,59,7.78,3.08,7.44,5.47,0.68,7.01,0.48,140
19454,Whole Milk,60,3.36,2.19,7.76,7.51,0.23,3.32,0.03,101
19455,2% Milk,52,4.55,4.97,9.44,4.74,0.89,3.09,0.47,145
19456,Whole Milk,73,6.23,4.66,1.89,6.64,0.88,7.8,0.45,89
19457,Skim Milk,78,5.42,3.41,4.26,4.45,0.32,6.54,0.21,129
19458,Skim Milk,69,1.58,1.13,10.46,7.25,0.91,1.87,0.97,81
19459,Skim Milk,40,2.33,3.93,5.55,7.8,0.75,4.3,0.63,148
19460,Whole Milk,80,4.73,2.75,2.92,5.34,0.58,3.19,0.75,108
19461,2% Milk,58,3.3,3.16,3.76,6.4,0.55,6.19,0.45,99
19462,2% Milk,75,2.98,0.15,7.45,3.1,0.24,6.3,0.23,119
19463,Coconut Milk,57,2.46,4.65,8.76,4.77,0.58,7.26,0.84,87
19464,Oat Milk,69,3.61,0.38,2.07,1.87,0.51,7.46,0.77,149
19465,Whole Milk,73,1.32,4.27,7.35,7.04,0.88,1.12,0.87,99
19466,Cashew Milk,68,2.78,4.98,5.34,3.03,0.28,4.9,0.05,112
19467,2% Milk,71,4.96,0.73,8.97,4.22,0.69,2.95,0.91,101
19468,Cashew Milk,69,5.71,4.51,7.04,6.36,0.97,7.12,0.2,143
19469,Soy Milk,46,1.21,3.99,4.94,8.55,0.86,4.14,0.74,127
19470,Coconut Milk,76,1.71,1.3,10.63,8.13,0.08,5.58,0.41,93
19471,Whole Milk,52,7.05,2.68,6.07,8.07,0.16,2.89,0.68,113
19472,Soy Milk,46,0.86,1.15,7.48,4.44,0.6,1.85,0.37,122
19473,Coconut Milk,44,5.59,0.26,1.06,7.05,0.75,4.48,0.7,112
19474,Whole Milk,55,4.08,2.45,5.47,8.54,0.43,1.21,0.19,142
19475,Soy Milk,51,2.85,4.29,7.31,2.81,0.04,1.29,0.01,125
19476,Soy Milk,45,1.51,2.68,2.13,1.89,0.11,2.2,0.47,111
19477,Skim Milk,50,5.35,0.72,2.29,5.07,0.41,5.81,0.49,131
19478,Almond Milk,77,2.89,3.45,10.88,9.99,0.86,4.71,0.32,135
19479,Whole Milk,80,4.94,4.36,4.86,1.75,0.42,5.39,0.25,99
19480,Oat Milk,43,3.1,1.39,11.31,2.25,0.43,4.58,0.46,87
19481,Oat Milk,40,0.92,4.5,9.07,7.33,0.46,1.29,0.49,129
19482,Soy Milk,45,2.74,3.16,1.16,4.39,0.03,5.33,0.04,82
19483,Whole Milk,53,3.88,1.25,2.71,6.35,0.76,6.68,0.05,139
19484,Skim Milk,65,1.95,3.99,8.67,7.15,0.24,2.96,1.0,139
19485,Coconut Milk,67,1.86,4.19,7.1,3.17,0.32,5.37,0.38,91
19486,2% Milk,78,4.94,4.65,3.3,7.07,0.4,3.88,0.78,126
19487,Whole Milk,66,4.07,3.57,5.81,8.32,0.52,4.24,0.61,101
19488,2% Milk,77,2.06,4.99,9.98,9.32,0.05,7.83,0.63,110
19489,Skim Milk,53,7.16,4.72,8.68,6.64,0.66,4.21,0.11,135
19490,Almond Milk,45,0.92,3.61,4.08,2.19,0.42,4.38,0.32,114
19491,Oat Milk,45,3.17,0.68,3.97,9.53,0.44,3.45,0.23,150
19492,2% Milk,61,1.35,0.84,9.7,6.99,0.67,3.56,0.95,144
19493,Whole Milk,79,4.75,3.38,6.36,3.09,0.35,2.38,0.67,128
19494,Coconut Milk,52,2.09,1.44,9.65,9.59,0.1,3.15,0.98,81
19495,Oat Milk,79,4.91,4.48,8.81,2.53,0.42,1.68,0.58,102
19496,Soy Milk,67,5.54,1.92,1.78,9.68,0.46,3.67,0.2,133
19497,Skim Milk,56,1.87,0.13,7.17,5.21,0.3,7.02,0.76,111
19498,Whole Milk,74,3.18,2.32,6.08,6.11,0.82,1.13,0.53,82
19499,Skim Milk,48,1.63,4.74,11.28,7.8,0.67,7.66,0.3,110
19500,Almond Milk,74,7.41,2.5,7.08,5.34,0.38,6.21,0.61,119
19501,Whole Milk,48,1.52,2.65,2.02,4.96,0.89,6.56,0.3,122
19502,Soy Milk,45,7.9,2.97,9.19,0.71,0.37,5.72,0.04,128
19503,Cashew Milk,75,7.83,1.85,7.92,0.55,0.3,1.1,0.02,80
19504,Whole Milk,47,4.87,1.4,6.66,5.1,0.58,5.15,0.15,113
19505,2% Milk,42,2.24,3.82,1.39,0.98,0.26,2.62,0.03,145
19506,Whole Milk,49,7.75,3.76,5.68,6.27,0.08,2.49,0.17,83
19507,Skim Milk,79,5.79,0.93,11.95,4.54,0.71,7.29,0.56,141
19508,Soy Milk,53,3.08,1.12,8.56,2.82,0.87,7.42,0.44,129
19509,2% Milk,60,5.93,4.04,6.71,6.41,0.66,5.71,0.34,99
19510,Skim Milk,70,1.76,0.71,3.11,2.37,0.45,7.14,0.33,149
19511,Soy Milk,54,4.11,0.35,11.31,9.63,0.59,6.24,0.89,105
19512,Skim Milk,41,5.66,2.52,9.01,7.29,0.2,1.24,0.68,94
19513,Cashew Milk,43,1.69,1.68,1.0,9.75,0.95,7.21,0.44,145
19514,Almond Milk,69,7.03,2.6,11.89,1.54,0.4,1.15,0.93,114
19515,Coconut Milk,55,7.47,4.08,3.1,7.33,0.67,4.0,0.05,135
19516,Oat Milk,47,7.01,4.28,7.4,9.05,0.88,1.43,0.72,149
19517,Skim Milk,79,2.24,4.22,8.59,0.8,0.62,4.08,0.34,84
19518,Soy Milk,69,5.54,0.54,5.87,4.79,0.86,7.96,0.01,91
19519,Soy Milk,54,4.28,1.79,10.21,2.45,0.41,5.39,0.32,124
19520,Oat Milk,71,4.82,1.93,2.88,5.41,0.13,4.27,0.28,89
19521,Soy Milk,70,6.16,2.68,2.91,0.87,0.86,3.65,0.0,89
19522,Coconut Milk,48,1.94,3.0,3.24,4.51,0.31,6.9,0.44,144
19523,Cashew Milk,78,4.1,2.47,6.67,3.14,0.55,2.47,0.41,125
19524,Almond Milk,71,2.98,3.13,10.38,1.02,0.33,6.77,0.18,82
19525,Coconut Milk,73,4.56,2.01,9.71,8.51,0.4,3.17,0.55,114
19526,Skim Milk,47,2.35,1.76,4.12,2.9,0.21,3.8,0.06,119
19527,Almond Milk,42,5.02,2.26,9.11,5.39,0.95,2.74,0.5,123
19528,Oat Milk,77,4.46,0.8,4.78,3.74,0.51,5.19,0.99,109
19529,Oat Milk,47,6.23,1.08,11.99,7.72,0.97,6.77,0.75,136
19530,Cashew Milk,48,3.97,1.4,7.1,5.42,0.95,3.58,0.63,95
19531,Oat Milk,59,5.24,4.54,5.94,5.56,0.0,7.8,0.72,94
19532,Whole Milk,55,4.73,0.13,1.97,1.97,0.92,6.57,0.66,139
19533,Skim Milk,46,6.79,3.57,11.87,2.7,0.64,2.53,0.01,120
19534,Coconut Milk,54,3.13,4.68,9.98,1.96,0.76,2.74,0.24,146
19535,Whole Milk,77,6.69,3.71,3.39,6.98,0.94,2.64,0.31,89
19536,Whole Milk,77,6.32,3.48,9.41,4.86,0.47,5.72,0.77,85
19537,Oat Milk,57,1.05,1.81,1.87,3.92,0.73,4.59,0.64,118
19538,Cashew Milk,77,3.32,1.85,11.4,0.62,0.61,6.18,0.11,95
19539,Skim Milk,54,7.57,1.44,5.97,2.85,0.24,2.53,0.43,137
19540,Almond Milk,52,7.8,3.1,3.08,7.49,0.99,2.88,0.26,149
19541,Cashew Milk,68,1.84,4.3,10.51,6.38,0.05,2.43,0.94,121
19542,Cashew Milk,41,4.32,2.06,3.43,1.86,0.52,1.46,0.63,110
19543,Whole Milk,70,2.19,4.93,3.65,5.3,0.28,1.83,0.62,101
19544,Oat Milk,47,7.93,1.78,4.13,5.04,0.16,3.43,0.25,104
19545,Coconut Milk,56,7.43,2.81,8.95,5.4,0.9,7.58,0.98,150
19546,Soy Milk,65,5.92,0.44,6.06,9.73,0.27,5.11,0.41,108
19547,2% Milk,76,6.25,4.38,7.81,1.82,0.06,1.46,0.89,142
19548,Skim Milk,46,0.77,4.97,3.33,3.2,0.57,4.83,0.74,81
19549,Almond Milk,62,5.73,1.84,11.13,4.25,0.32,5.17,0.66,81
19550,Coconut Milk,56,4.08,3.06,3.28,0.62,0.22,3.48,0.96,145
19551,Almond Milk,42,5.88,2.75,9.0,3.14,0.08,1.14,0.88,145
19552,Skim Milk,59,6.82,1.96,3.25,9.25,0.07,6.17,0.67,92
19553,Soy Milk,64,1.45,2.85,2.37,8.95,0.53,4.08,0.91,147
19554,Almond Milk,59,5.77,3.1,2.77,9.62,0.81,6.28,0.63,107
19555,2% Milk,73,2.5,3.9,9.31,6.2,0.91,5.87,0.73,128
19556,Cashew Milk,76,6.82,0.48,6.57,2.26,0.95,2.8,0.13,97
19557,Soy Milk,65,6.98,1.57,3.67,2.3,0.74,2.43,0.71,145
19558,2% Milk,71,5.65,4.5,7.8,6.71,0.47,6.54,0.18,143
19559,2% Milk,74,1.95,1.96,8.16,6.75,0.42,7.38,0.82,125
19560,Oat Milk,72,1.79,1.14,3.43,1.4,0.21,7.68,0.13,90
19561,Skim Milk,76,1.73,0.39,6.27,6.81,0.78,4.37,0.43,114
19562,Skim Milk,80,2.98,1.91,1.22,2.45,0.59,2.1,1.0,129
19563,Almond Milk,50,6.93,0.62,11.76,1.74,0.93,7.29,0.86,96
19564,Coconut Milk,65,5.74,4.25,8.08,4.08,0.66,2.03,0.07,83
19565,Coconut Milk,74,2.99,3.3,3.24,3.63,0.0,3.54,0.27,118
19566,Coconut Milk,67,2.67,2.21,2.8,1.69,0.86,7.92,0.48,137
