Id,Product Name,Energy (kcal),Fat Proportion (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
19378.0,2% Milk,52.0,7.9,2.98,1.95,4.28,0.11,6.25,0.94,81.0
19379.0,Soy Milk,76.0,2.23,3.21,9.15,,0.68,4.41,0.11,131.0
,Almond Milk,53.0,3.73,2.5,11.58,1.42,0.47,1.63,0.75,128.0
19381.0,Whole Milk,43.0,5.83,0.35,7.46,9.8,0.63,5.54,0.59,146.0
19382.0,2% Milk,44.0,4.15,1.44,7.22,5.1,0.56,5.72,0.19,89.0
19383.0,Whole Milk,73.0,7.55,2.14,7.31,4.58,0.06,7.86,0.82,127.0
19384.0,Coconut Milk,46.0,2.84,0.98,7.36,4.77,0.51,2.91,0.79,82.0
19385.0,Oat Milk,80.0,2.71,1.06,7.16,,,5.67,0.1,128.0
19386.0,Skim Milk,79.0,5.74,4.69,5.32,4.88,0.33,3.88,0.49,128.0
19387.0,Cashew Milk,75.0,7.49,2.61,11.1,2.27,0.99,2.13,0.23,144.0
19388.0,Oat Milk,65.0,5.72,3.8,3.19,0.95,0.97,,0.95,112.0
19389.0,2% Milk,63.0,5.02,1.76,3.39,3.86,0.45,5.25,0.77,126.0
19390.0,2% Milk,69.0,,4.41,5.52,,,1.27,0.94,142.0
19391.0,Soy Milk,73.0,5.15,2.89,11.03,1.12,0.37,1.73,0.28,97.0
,Soy Milk,44.0,6.12,0.73,11.92,,0.7,6.15,0.61,88.0
19393.0,2% Milk,46.0,4.65,0.66,,1.96,,6.44,0.95,93.0
19394.0,Coconut Milk,58.0,3.68,4.61,8.99,2.32,0.73,4.98,0.7,148.0
19395.0,Cashew Milk,66.0,4.66,0.86,10.88,4.08,0.63,3.83,0.15,113.0
19396.0,,67.0,3.78,1.84,1.58,9.82,0.95,1.89,0.73,120.0
19397.0,2% Milk,79.0,4.92,2.03,8.7,4.45,0.21,1.25,0.02,145.0
19398.0,Coconut Milk,40.0,4.37,2.9,1.52,7.49,0.46,4.84,0.27,107.0
19399.0,2% Milk,,,,7.49,1.23,,6.95,0.79,108.0
19400.0,Skim Milk,46.0,1.67,4.86,2.07,3.67,0.51,3.32,0.92,142.0
19401.0,Soy Milk,43.0,7.8,0.65,7.26,1.11,0.19,6.77,0.44,140.0
19402.0,Coconut Milk,43.0,7.53,4.54,10.27,8.86,0.88,2.34,0.25,118.0
19403.0,Skim Milk,56.0,0.6,1.69,2.02,6.09,0.55,7.18,0.22,128.0
19404.0,Coconut Milk,66.0,7.63,2.28,10.47,1.7,0.65,2.73,0.89,116.0
19405.0,Oat Milk,66.0,2.4,0.8,7.67,3.09,0.98,5.98,0.85,105.0
19406.0,Whole Milk,67.0,1.79,3.96,8.5,,0.16,3.26,,84.0
19407.0,Whole Milk,54.0,6.37,1.06,6.19,,0.94,,0.47,
19408.0,Skim Milk,49.0,0.73,3.83,1.5,9.56,0.1,3.85,0.88,132.0
19409.0,Skim Milk,79.0,3.09,3.28,6.56,0.84,0.95,,0.35,85.0
19410.0,,72.0,1.61,2.0,9.68,4.45,0.8,4.89,0.22,
19411.0,2% Milk,48.0,7.09,3.35,9.43,5.96,0.19,3.11,0.76,134.0
19412.0,Soy Milk,74.0,0.72,0.92,11.97,9.09,0.55,7.94,0.31,
19413.0,Coconut Milk,75.0,1.31,2.92,8.76,2.13,0.88,3.28,0.0,91.0
19414.0,2% Milk,62.0,7.08,1.65,8.01,5.33,0.23,4.69,0.28,80.0
19415.0,Oat Milk,77.0,7.99,3.75,3.11,5.44,0.17,,0.2,110.0
19416.0,Soy Milk,55.0,6.28,1.79,3.1,2.25,0.18,7.22,0.82,108.0
19417.0,Skim Milk,,5.48,1.61,8.91,9.98,0.39,1.75,0.99,
19418.0,,80.0,3.26,0.4,8.96,8.35,0.9,7.93,0.62,132.0
19419.0,Coconut Milk,69.0,2.12,2.93,10.25,8.09,0.13,5.65,0.92,81.0
19420.0,Skim Milk,68.0,6.67,4.58,7.22,7.68,0.28,5.06,0.73,85.0
19421.0,Whole Milk,58.0,7.83,2.95,9.84,6.26,0.77,1.82,0.75,83.0
19422.0,Whole Milk,62.0,5.2,0.94,4.5,8.78,0.44,3.54,0.17,
19423.0,Whole Milk,51.0,5.52,1.73,8.09,2.23,0.06,,0.51,118.0
19424.0,Coconut Milk,80.0,0.64,4.86,9.46,6.58,0.85,5.51,0.64,131.0
19425.0,Coconut Milk,80.0,6.58,1.78,1.25,4.83,0.3,1.89,0.32,96.0
19426.0,Cashew Milk,60.0,,1.23,6.48,,0.16,7.84,0.25,96.0
19427.0,Coconut Milk,69.0,1.9,4.89,4.55,2.64,0.52,6.61,0.23,111.0
,Almond Milk,48.0,7.24,,4.73,3.48,0.78,7.57,0.08,92.0
19429.0,Cashew Milk,73.0,1.27,2.83,10.32,1.32,0.27,3.3,0.55,117.0
19430.0,Skim Milk,78.0,3.62,,7.42,2.97,0.98,7.39,0.99,114.0
19431.0,2% Milk,61.0,2.01,1.76,9.91,0.8,,3.37,,135.0
19432.0,Coconut Milk,63.0,0.52,3.45,11.62,1.85,0.61,2.19,0.59,140.0
19433.0,Cashew Milk,55.0,2.87,4.83,7.88,1.1,0.54,1.12,0.81,116.0
19434.0,Whole Milk,54.0,2.08,4.83,,1.5,0.19,4.5,0.81,85.0
19435.0,Whole Milk,53.0,4.91,4.16,2.74,7.01,0.69,,0.92,99.0
19436.0,Oat Milk,69.0,1.34,1.05,9.27,2.22,0.69,6.46,0.94,123.0
19437.0,Whole Milk,47.0,6.83,2.8,4.27,9.94,0.78,2.01,0.05,101.0
19438.0,Coconut Milk,61.0,5.43,1.83,2.83,,0.97,1.71,0.16,83.0
19439.0,Coconut Milk,78.0,5.35,3.38,9.81,2.81,0.83,4.13,0.01,97.0
19440.0,Coconut Milk,50.0,6.16,1.96,10.88,,0.23,3.62,0.34,95.0
19441.0,Whole Milk,54.0,7.41,4.35,6.5,2.19,0.76,3.83,0.4,124.0
19442.0,Oat Milk,79.0,3.59,,7.08,2.09,0.22,4.18,0.87,113.0
19443.0,Almond Milk,68.0,3.46,3.99,2.46,4.17,0.41,7.56,0.21,113.0
19444.0,Coconut Milk,51.0,5.9,4.2,4.97,0.94,0.95,7.49,0.65,110.0
19445.0,Whole Milk,67.0,4.44,2.3,1.76,2.84,0.12,4.39,0.18,114.0
19446.0,Soy Milk,53.0,2.54,2.74,11.15,6.93,0.07,2.86,0.34,118.0
19447.0,Cashew Milk,41.0,6.42,0.32,8.71,8.47,0.28,1.03,,86.0
,Oat Milk,75.0,7.14,1.96,4.97,9.55,0.44,4.24,0.02,107.0
19449.0,2% Milk,51.0,5.66,0.86,,5.07,,4.38,0.34,104.0
19450.0,Whole Milk,67.0,1.03,2.37,7.99,8.22,0.74,2.23,,112.0
,Coconut Milk,53.0,7.98,2.27,11.26,2.97,0.63,,0.13,137.0
19452.0,Whole Milk,47.0,1.28,4.57,9.21,3.71,0.66,,0.81,83.0
19453.0,Coconut Milk,58.0,1.4,0.41,9.67,5.62,0.42,7.72,0.61,
19454.0,,71.0,4.64,4.12,10.86,7.5,0.88,1.97,0.49,
19455.0,,44.0,7.7,3.41,7.09,2.27,0.59,3.7,0.71,117.0
19456.0,Skim Milk,73.0,1.78,2.83,8.24,,0.46,5.69,0.85,150.0
19457.0,Cashew Milk,58.0,7.83,2.29,4.97,5.72,0.46,3.21,,136.0
19458.0,,67.0,1.95,1.67,,6.56,0.77,6.72,0.76,123.0
19459.0,Oat Milk,51.0,0.72,0.19,8.7,0.76,0.81,5.21,,107.0
19460.0,2% Milk,73.0,2.03,4.6,5.34,2.72,0.46,,0.43,83.0
19461.0,,57.0,3.65,2.0,5.83,5.56,0.05,7.57,,138.0
19462.0,Oat Milk,58.0,7.89,2.6,8.86,8.35,,3.18,0.47,119.0
19463.0,Almond Milk,73.0,6.57,3.39,11.48,1.45,0.06,6.44,0.81,123.0
19464.0,2% Milk,80.0,,0.14,,1.43,0.96,7.43,0.49,107.0
19465.0,Skim Milk,54.0,4.79,0.59,6.76,3.85,0.2,3.36,0.28,130.0
,Oat Milk,70.0,7.9,0.46,10.09,,0.07,3.87,0.71,107.0
19467.0,Coconut Milk,42.0,2.23,1.37,,,0.07,4.99,0.78,116.0
19468.0,Cashew Milk,77.0,5.94,4.3,1.39,4.9,0.02,7.03,0.28,122.0
19469.0,Soy Milk,,3.63,0.59,10.02,,0.23,4.56,0.35,92.0
19470.0,,73.0,3.87,0.14,11.99,,0.83,6.93,0.58,110.0
19471.0,Coconut Milk,,3.46,3.7,1.51,5.29,,1.63,,131.0
,Cashew Milk,67.0,4.41,2.42,8.49,4.51,0.1,5.04,0.78,86.0
19473.0,2% Milk,44.0,7.3,3.91,2.98,1.68,0.38,2.14,0.61,98.0
19474.0,Whole Milk,,5.27,4.19,2.83,2.92,0.41,1.7,0.76,139.0
19475.0,Whole Milk,69.0,3.84,2.95,3.26,4.95,0.75,4.26,0.27,139.0
19476.0,Coconut Milk,53.0,5.57,3.96,11.82,,0.38,4.76,0.1,124.0
19477.0,2% Milk,75.0,6.61,,11.95,5.96,0.26,2.22,0.37,102.0
19478.0,Soy Milk,73.0,5.62,2.81,8.65,3.15,0.35,6.07,0.01,107.0
19479.0,2% Milk,76.0,,2.78,,4.66,0.66,4.62,0.48,84.0
19480.0,Skim Milk,54.0,4.03,1.82,6.18,6.43,0.85,5.48,0.44,81.0
19481.0,Whole Milk,71.0,7.82,3.39,7.62,7.37,0.28,4.39,0.68,91.0
19482.0,Almond Milk,52.0,2.0,,6.01,7.32,0.61,2.81,0.27,129.0
19483.0,Skim Milk,74.0,7.95,0.78,7.2,1.77,0.66,3.67,0.27,143.0
19484.0,Cashew Milk,53.0,2.65,2.3,4.76,6.76,0.4,3.06,0.65,84.0
19485.0,Skim Milk,68.0,3.44,3.64,2.16,8.32,0.42,3.32,0.38,141.0
19486.0,Cashew Milk,73.0,5.79,3.17,6.64,,0.03,2.55,0.58,99.0
19487.0,Skim Milk,44.0,2.6,3.89,2.34,,0.29,2.39,0.36,132.0
19488.0,Oat Milk,62.0,6.08,4.09,,9.28,0.32,4.99,0.7,145.0
19489.0,2% Milk,42.0,2.13,2.08,6.85,8.48,0.77,5.68,0.32,145.0
19490.0,Skim Milk,66.0,3.33,4.14,4.54,8.56,0.31,5.18,0.18,
19491.0,Soy Milk,74.0,7.79,1.53,10.18,4.43,0.61,5.02,0.13,149.0
19492.0,Almond Milk,41.0,0.9,1.67,7.7,6.61,0.24,5.48,0.42,105.0
19493.0,Soy Milk,50.0,2.72,2.53,4.38,,,1.63,0.69,82.0
19494.0,Almond Milk,56.0,3.4,2.05,,6.38,,2.58,0.21,124.0
19495.0,2% Milk,51.0,7.95,2.9,9.56,4.69,0.63,7.22,0.61,117.0
,Almond Milk,,7.39,1.25,4.28,5.39,0.2,5.35,0.64,107.0
19497.0,2% Milk,48.0,4.48,4.71,5.09,8.02,0.9,5.55,0.68,139.0
19498.0,,59.0,1.82,0.55,10.13,4.13,0.99,5.97,0.9,150.0
19499.0,Oat Milk,65.0,4.15,1.13,10.35,5.63,0.02,2.78,0.88,115.0
19500.0,Coconut Milk,63.0,3.96,2.23,10.82,,0.89,7.08,0.83,126.0
19501.0,Oat Milk,71.0,2.49,1.38,11.49,1.94,0.87,5.54,0.82,108.0
,Almond Milk,79.0,2.4,0.77,1.56,4.7,0.46,6.33,0.09,141.0
19503.0,Oat Milk,50.0,1.22,4.11,1.39,8.53,0.75,4.24,0.21,91.0
19504.0,Soy Milk,79.0,4.18,1.51,9.3,4.06,,2.81,0.34,
19505.0,Whole Milk,47.0,5.56,4.91,2.48,8.31,0.96,4.44,0.82,125.0
19506.0,,61.0,3.25,2.12,1.2,2.37,0.27,2.5,0.27,132.0
19507.0,Skim Milk,69.0,1.5,2.62,,3.9,0.7,4.77,0.86,
19508.0,Coconut Milk,51.0,2.27,4.59,7.2,,0.63,1.37,0.06,125.0
19509.0,Soy Milk,53.0,3.06,,6.71,,0.16,4.48,0.74,122.0
19510.0,2% Milk,44.0,,3.13,2.75,7.64,,6.11,0.47,83.0
19511.0,,55.0,1.76,2.41,7.62,4.47,0.79,3.21,0.55,121.0
19512.0,Cashew Milk,73.0,4.55,1.48,10.86,4.4,0.74,6.28,0.02,111.0
19513.0,Soy Milk,68.0,7.63,0.13,5.17,4.25,0.99,,0.6,135.0
19514.0,Cashew Milk,70.0,4.05,2.98,11.78,0.74,,2.0,0.6,80.0
19515.0,Cashew Milk,,,2.26,,9.02,0.67,7.38,0.31,107.0
19516.0,Oat Milk,75.0,3.56,4.81,11.36,8.04,0.83,5.9,,86.0
19517.0,Cashew Milk,62.0,3.87,1.13,2.82,3.14,0.09,7.13,0.44,95.0
19518.0,2% Milk,,2.99,1.85,1.87,6.89,0.62,4.73,0.02,81.0
19519.0,Cashew Milk,53.0,7.45,4.31,7.76,5.43,0.84,5.2,0.5,
19520.0,Almond Milk,51.0,3.57,1.47,2.28,0.8,0.34,3.01,0.2,114.0
19521.0,2% Milk,62.0,4.21,,1.96,,,1.57,0.99,94.0
19522.0,2% Milk,78.0,1.1,3.9,5.5,,0.18,6.56,0.97,113.0
19523.0,Skim Milk,78.0,3.26,4.95,9.78,7.6,0.81,,0.52,109.0
19524.0,Oat Milk,77.0,,,4.92,7.86,0.01,6.41,0.18,147.0
19525.0,Oat Milk,56.0,,,1.12,6.51,0.11,7.19,0.45,124.0
19526.0,Almond Milk,57.0,2.6,3.16,4.32,6.7,0.1,2.84,,110.0
19527.0,2% Milk,44.0,3.79,,1.45,5.83,0.32,1.45,0.53,140.0
19528.0,Whole Milk,47.0,2.14,,4.19,5.43,,2.42,0.11,107.0
,2% Milk,72.0,3.8,3.57,11.35,,0.15,7.36,,
19530.0,Cashew Milk,43.0,3.14,4.08,10.62,5.87,0.18,1.77,0.37,83.0
19531.0,Coconut Milk,77.0,,2.79,4.88,2.7,0.49,2.06,0.9,82.0
19532.0,Coconut Milk,76.0,1.7,4.52,5.56,8.45,,7.39,0.85,113.0
19533.0,Coconut Milk,61.0,,0.14,9.32,4.21,0.9,4.27,0.61,98.0
19534.0,Oat Milk,79.0,2.63,,11.84,6.96,0.01,6.79,0.62,114.0
19535.0,Whole Milk,40.0,3.7,2.33,2.83,8.8,0.43,5.4,0.34,119.0
19536.0,,77.0,7.29,4.89,2.53,7.99,,2.3,0.68,106.0
19537.0,2% Milk,58.0,4.87,2.1,8.3,,0.17,1.72,0.77,99.0
19538.0,Skim Milk,55.0,,,11.65,1.16,0.88,3.86,0.21,137.0
19539.0,Almond Milk,44.0,4.76,3.12,,1.77,0.05,3.82,0.12,145.0
19540.0,Cashew Milk,44.0,6.35,0.11,6.76,3.49,0.53,,0.17,
19541.0,Whole Milk,40.0,3.1,,1.71,7.13,0.54,5.69,,135.0
19542.0,2% Milk,53.0,7.55,1.13,1.6,7.53,0.45,4.48,0.01,104.0
19543.0,Cashew Milk,,6.48,4.93,5.77,1.8,0.81,1.07,0.24,134.0
19544.0,Whole Milk,44.0,6.55,3.42,3.55,1.03,0.85,,0.43,88.0
19545.0,Skim Milk,56.0,0.71,1.57,,,0.25,1.77,0.7,140.0
19546.0,,61.0,6.14,0.24,5.29,6.35,0.44,7.36,0.2,90.0
19547.0,Cashew Milk,40.0,3.62,2.56,7.92,0.97,0.78,6.0,0.44,150.0
19548.0,,49.0,3.92,3.85,4.9,9.59,0.41,1.5,0.27,84.0
19549.0,Soy Milk,79.0,5.83,,8.24,7.89,0.55,6.93,0.59,116.0
19550.0,Almond Milk,77.0,1.5,2.86,6.98,2.48,0.01,1.62,0.94,118.0
,Coconut Milk,63.0,5.42,0.16,5.33,3.92,0.27,1.17,0.25,81.0
19552.0,Almond Milk,,4.67,2.41,2.4,1.47,0.56,1.4,0.59,97.0
19553.0,Almond Milk,,1.54,2.81,5.98,9.91,0.85,5.9,0.79,99.0
19554.0,,49.0,,0.34,10.22,6.21,0.61,7.25,0.57,89.0
19555.0,Coconut Milk,53.0,3.51,0.41,1.45,7.79,0.38,2.24,0.01,147.0
19556.0,Almond Milk,51.0,5.31,2.06,4.45,3.22,0.99,3.4,0.54,126.0
19557.0,2% Milk,45.0,7.74,,9.08,,0.52,2.03,,112.0
19558.0,Almond Milk,42.0,5.53,3.37,9.66,1.66,0.35,4.6,,112.0
19559.0,Skim Milk,49.0,1.17,3.08,7.61,6.89,0.4,7.53,0.69,119.0
19560.0,Cashew Milk,54.0,4.15,1.19,,,0.4,7.74,0.69,80.0
19561.0,2% Milk,48.0,5.25,3.84,3.01,5.51,0.77,,0.07,87.0
19562.0,Coconut Milk,70.0,2.05,1.82,9.92,9.26,0.91,6.67,0.12,
19563.0,Oat Milk,56.0,7.14,1.42,3.1,0.94,0.58,5.36,0.98,122.0
,Soy Milk,54.0,7.41,0.75,10.18,7.08,0.09,7.71,,147.0
19565.0,Almond Milk,80.0,,0.25,1.76,5.08,0.58,5.02,0.48,99.0
19566.0,Coconut Milk,,6.66,0.47,8.04,5.11,0.79,7.72,0.66,122.0
19567.0,Coconut Milk,59.0,7.42,0.16,8.78,5.22,0.2,6.39,0.92,97.0
19568.0,Cashew Milk,56.0,5.79,2.79,2.73,2.78,,6.78,0.4,109.0
19569.0,Coconut Milk,40.0,6.92,0.74,3.39,1.1,0.54,5.68,0.26,87.0
19570.0,Almond Milk,74.0,2.2,0.71,3.18,4.68,0.1,7.25,0.51,149.0
19571.0,Skim Milk,77.0,7.97,,3.99,5.64,,3.04,0.01,129.0
19572.0,Soy Milk,67.0,6.56,0.93,5.19,4.0,0.43,4.7,0.97,150.0
19573.0,2% Milk,54.0,1.12,3.78,9.79,7.07,0.2,5.34,0.73,83.0
19574.0,Skim Milk,75.0,0.89,4.15,6.29,,,6.31,0.9,111.0
19575.0,Oat Milk,61.0,4.82,4.2,,5.35,,3.25,0.11,91.0
19576.0,Almond Milk,78.0,7.79,3.58,4.31,1.81,0.69,2.69,0.35,86.0
19577.0,Oat Milk,72.0,4.62,1.78,1.96,7.47,0.54,2.1,0.74,
19578.0,Soy Milk,63.0,3.91,0.39,11.68,2.05,0.39,7.88,0.4,94.0
19579.0,Coconut Milk,58.0,,1.91,3.38,8.72,0.27,,0.22,86.0
19580.0,,69.0,1.92,4.57,2.63,7.16,0.27,1.27,0.1,145.0
19581.0,Oat Milk,,6.88,3.91,,6.34,0.15,3.36,0.03,138.0
19582.0,Oat Milk,41.0,1.52,1.55,9.07,9.08,0.85,2.25,0.59,141.0
19583.0,Almond Milk,48.0,1.83,0.1,6.75,6.69,0.27,4.44,0.6,130.0
19584.0,Whole Milk,69.0,4.61,0.11,1.81,0.77,0.8,7.67,0.19,128.0
19585.0,,54.0,3.61,4.28,,3.08,0.31,1.58,0.17,143.0
19586.0,Soy Milk,46.0,3.9,0.62,5.18,,,,0.3,143.0
19587.0,2% Milk,46.0,,0.57,1.86,7.44,0.03,3.75,0.44,119.0
19588.0,Soy Milk,40.0,7.03,,2.96,1.95,0.98,3.43,0.42,107.0
19589.0,,60.0,2.49,4.84,6.93,2.74,0.12,4.93,0.62,118.0
,2% Milk,73.0,4.36,3.73,9.84,,0.28,5.75,0.33,137.0
,,71.0,5.3,,5.43,1.95,0.68,4.76,,137.0
19592.0,,80.0,,3.02,1.0,5.73,0.41,,0.65,116.0
19593.0,2% Milk,56.0,,4.88,8.31,4.02,0.75,2.87,0.06,147.0
19594.0,,,5.06,3.97,2.23,6.94,0.85,2.74,0.02,106.0
19595.0,Almond Milk,60.0,2.96,3.45,3.86,2.0,0.96,1.18,0.9,139.0
19596.0,2% Milk,57.0,2.75,3.52,5.41,1.76,0.99,6.22,0.27,112.0
19597.0,Oat Milk,80.0,7.02,2.19,6.22,1.64,0.57,4.77,0.99,113.0
19598.0,Oat Milk,79.0,1.4,0.87,1.44,3.58,,6.63,,117.0
19599.0,Whole Milk,40.0,5.73,1.79,10.61,3.49,0.63,7.35,0.76,113.0
19600.0,Soy Milk,66.0,6.48,3.3,5.11,5.39,0.12,6.68,0.32,106.0
19601.0,Coconut Milk,62.0,5.44,0.94,9.31,,0.59,7.63,0.57,126.0
19602.0,Skim Milk,78.0,2.98,2.85,3.06,4.49,0.21,4.06,0.7,126.0
19603.0,2% Milk,58.0,3.09,1.71,5.19,7.97,0.88,3.39,0.82,111.0
19604.0,Oat Milk,43.0,7.32,4.42,,5.98,0.44,7.8,0.56,132.0
19605.0,Coconut Milk,,6.69,3.41,5.28,9.63,0.22,1.64,,
19606.0,Almond Milk,64.0,5.72,0.29,2.34,9.95,,1.64,0.95,118.0
19607.0,Oat Milk,40.0,4.16,2.26,,5.47,0.7,6.45,0.78,144.0
19608.0,Almond Milk,55.0,3.02,3.65,2.86,8.8,1.0,3.8,0.28,139.0
19609.0,Soy Milk,73.0,4.65,0.75,2.76,7.88,0.58,7.06,0.84,105.0
19610.0,Whole Milk,43.0,7.41,2.86,,9.78,0.54,3.86,0.82,83.0
19611.0,Oat Milk,,6.26,4.47,6.33,5.16,0.02,2.39,0.43,142.0
19612.0,Skim Milk,43.0,2.77,3.04,4.62,9.2,0.59,7.7,0.79,113.0
19613.0,Oat Milk,67.0,5.31,1.6,9.35,8.43,0.84,4.01,0.85,
19614.0,Skim Milk,55.0,7.88,3.3,1.03,9.84,0.29,3.82,0.13,97.0
19615.0,Almond Milk,51.0,2.25,0.64,11.91,5.35,0.88,1.27,0.82,150.0
19616.0,Coconut Milk,67.0,7.18,3.5,1.84,5.26,0.39,2.89,0.93,87.0
19617.0,Skim Milk,71.0,4.93,3.4,11.26,0.51,0.4,6.92,0.05,140.0
19618.0,Oat Milk,77.0,7.73,3.1,5.93,5.74,0.1,3.87,0.77,81.0
19619.0,Skim Milk,74.0,2.58,1.8,10.94,4.52,0.01,2.58,0.82,
19620.0,2% Milk,70.0,3.04,,11.97,5.5,0.63,6.33,0.53,81.0
19621.0,Cashew Milk,65.0,,1.94,10.09,,0.67,5.68,0.07,81.0
19622.0,2% Milk,65.0,2.86,0.51,1.52,5.06,0.96,5.92,,142.0
19623.0,Whole Milk,78.0,4.99,0.85,7.43,9.97,0.35,5.71,0.76,94.0
19624.0,Oat Milk,77.0,4.91,2.42,4.49,8.99,,6.73,0.47,
19625.0,Soy Milk,80.0,5.54,4.08,9.19,,0.98,,0.6,109.0
,Soy Milk,43.0,3.27,0.37,6.58,1.38,0.88,,0.35,109.0
19627.0,Cashew Milk,41.0,4.77,0.91,3.42,8.22,0.79,4.1,0.71,
,Whole Milk,68.0,6.45,1.66,4.15,9.82,0.97,2.18,0.8,125.0
19629.0,Whole Milk,61.0,,,8.03,4.62,0.91,4.51,0.53,112.0
19630.0,Whole Milk,52.0,0.55,4.44,2.83,5.11,0.28,3.71,0.06,149.0
19631.0,Skim Milk,,7.4,3.4,,6.46,0.43,3.16,0.67,133.0
19632.0,Almond Milk,77.0,1.16,4.31,,3.69,0.48,2.42,0.54,104.0
19633.0,Oat Milk,67.0,4.0,,8.6,5.36,0.16,6.98,0.54,102.0
19634.0,Oat Milk,57.0,5.91,2.64,9.79,4.99,0.22,2.05,,97.0
19635.0,Whole Milk,71.0,2.91,0.3,8.62,2.93,0.36,1.47,0.37,112.0
19636.0,Cashew Milk,46.0,1.9,2.32,6.97,,0.95,7.65,0.05,81.0
,Coconut Milk,45.0,5.26,2.03,4.32,1.08,0.12,,0.61,146.0
19638.0,,50.0,,3.27,9.48,4.47,0.45,7.13,0.72,129.0
19639.0,Oat Milk,70.0,3.1,,2.51,2.21,0.37,4.71,0.56,107.0
19640.0,Skim Milk,,5.1,,2.1,4.9,0.23,3.8,0.23,120.0
19641.0,,74.0,3.93,0.17,1.78,,0.83,1.77,0.65,
19642.0,Whole Milk,56.0,5.82,2.9,9.2,,0.34,5.98,0.05,106.0
19643.0,Cashew Milk,80.0,0.73,0.65,9.78,9.9,0.51,7.91,0.76,127.0
19644.0,Oat Milk,66.0,7.82,1.9,9.45,,0.6,5.14,0.68,
19645.0,Skim Milk,47.0,,2.06,6.03,9.03,0.75,,0.74,130.0
19646.0,,73.0,5.24,1.86,,9.86,0.83,4.34,0.41,144.0
19647.0,Almond Milk,48.0,7.03,2.79,11.06,8.49,0.65,4.38,0.65,136.0
19648.0,2% Milk,79.0,6.86,2.84,6.25,6.78,0.57,1.0,0.26,113.0
19649.0,Oat Milk,70.0,6.83,4.59,4.46,5.27,0.33,5.83,0.72,95.0
,Soy Milk,42.0,3.48,3.18,4.04,1.18,0.39,1.3,0.14,131.0
19651.0,2% Milk,74.0,,1.95,6.57,,0.96,2.72,0.5,84.0
,Coconut Milk,,6.86,1.92,1.94,,0.47,7.43,0.83,97.0
19653.0,2% Milk,80.0,3.71,1.81,8.58,6.6,0.76,2.16,,134.0
19654.0,Cashew Milk,69.0,3.87,1.07,3.97,9.44,0.36,5.03,0.2,
19655.0,Skim Milk,,1.87,,7.78,6.61,0.55,4.33,,130.0
19656.0,Skim Milk,47.0,6.73,0.51,11.59,7.47,0.49,1.27,0.28,136.0
19657.0,2% Milk,78.0,5.22,4.44,7.85,6.51,0.79,6.54,0.78,
19658.0,Oat Milk,41.0,6.03,2.76,8.37,3.05,0.84,5.5,0.71,109.0
19659.0,Whole Milk,55.0,7.44,2.71,7.08,3.3,0.33,7.79,0.57,100.0
19660.0,Soy Milk,50.0,4.21,0.76,11.16,2.5,0.04,6.04,0.08,129.0
19661.0,Almond Milk,80.0,0.6,4.34,7.08,1.15,0.83,5.81,0.84,128.0
19662.0,Skim Milk,,4.32,4.76,7.5,4.04,0.23,6.8,0.77,146.0
19663.0,Coconut Milk,50.0,1.81,1.57,1.4,8.98,0.4,4.15,0.47,88.0
19664.0,Oat Milk,69.0,5.54,3.38,8.87,6.65,0.69,1.4,0.62,
19665.0,Soy Milk,52.0,4.65,2.97,2.92,7.43,0.93,2.85,0.0,131.0
19666.0,Coconut Milk,61.0,5.39,2.13,11.33,6.4,0.74,2.7,0.89,93.0
19667.0,Whole Milk,58.0,4.87,4.08,3.49,2.84,0.13,3.69,0.65,100.0
,Almond Milk,69.0,2.35,0.36,1.93,1.97,0.49,4.48,,102.0
19669.0,Oat Milk,52.0,,2.16,8.31,9.26,0.02,4.81,0.72,100.0
19670.0,Whole Milk,68.0,7.76,4.84,4.35,5.01,0.13,4.31,0.99,88.0
,Cashew Milk,67.0,1.39,4.63,,6.63,,7.81,0.15,104.0
19672.0,Oat Milk,74.0,3.24,4.21,8.47,5.07,0.48,4.75,0.26,98.0
19673.0,Oat Milk,72.0,1.33,1.73,9.61,2.88,0.3,5.55,0.02,112.0
19674.0,Soy Milk,,3.9,4.97,4.02,9.88,0.64,6.54,0.02,134.0
19675.0,Whole Milk,58.0,7.08,1.11,6.34,8.28,0.4,3.82,0.33,
19676.0,Cashew Milk,54.0,2.67,2.22,2.36,4.08,0.85,5.96,0.51,
19677.0,Skim Milk,48.0,1.02,3.07,7.47,9.35,0.66,4.21,0.29,130.0
19678.0,Whole Milk,50.0,,3.68,4.74,6.58,0.72,4.4,0.17,140.0
19679.0,,48.0,5.94,3.6,8.06,2.73,,1.95,0.98,
19680.0,,52.0,,3.59,,4.31,0.23,1.12,0.67,131.0
19681.0,Coconut Milk,78.0,5.52,2.96,3.52,3.57,0.61,2.83,0.97,80.0
19682.0,2% Milk,80.0,3.49,4.15,4.1,6.43,0.09,4.17,0.04,104.0
19683.0,Whole Milk,76.0,7.45,3.4,1.48,9.99,0.26,2.87,0.84,110.0
19684.0,Whole Milk,72.0,3.78,2.83,,7.21,0.39,6.2,0.51,95.0
19685.0,Cashew Milk,44.0,7.66,2.59,1.87,9.09,0.29,3.63,0.04,119.0
19686.0,Oat Milk,44.0,1.51,0.98,,9.47,0.16,2.84,0.14,127.0
