Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
,,68.0,1.67,2.68,,6.4,0.42,5.44,0.73,146.0
21499.0,2% Milk,76.0,7.55,3.27,2.45,5.76,0.77,4.21,0.81,143.0
21500.0,2% Milk,,4.33,4.97,3.46,6.04,0.46,4.28,0.64,
,Soy Milk,55.0,4.43,1.4,6.82,5.17,0.9,7.93,0.52,89.0
21502.0,2% Milk,46.0,,2.82,7.6,,0.43,3.48,0.6,
21503.0,Almond Milk,60.0,1.65,1.11,,9.51,0.73,5.0,0.23,
21504.0,2% Milk,73.0,0.63,,,3.24,,3.94,0.28,92.0
21505.0,,68.0,6.09,3.19,5.65,1.08,0.39,5.98,0.79,98.0
21506.0,Coconut Milk,73.0,5.38,0.65,9.2,4.83,0.42,6.01,0.22,89.0
21507.0,Coconut Milk,57.0,2.45,0.91,1.74,0.65,0.23,3.12,0.74,97.0
21508.0,Soy Milk,70.0,7.68,0.86,7.35,8.74,0.91,3.72,0.1,81.0
21509.0,Soy Milk,76.0,3.29,2.96,7.75,1.55,0.27,7.1,0.75,114.0
21510.0,Soy Milk,65.0,1.8,1.1,,5.2,0.02,2.19,0.42,94.0
21511.0,Cashew Milk,49.0,6.97,2.98,1.98,,0.29,,0.37,116.0
21512.0,Oat Milk,61.0,4.42,3.15,7.56,6.46,0.25,2.01,0.16,132.0
21513.0,Cashew Milk,56.0,1.76,3.55,2.45,5.99,0.4,5.04,,109.0
21514.0,Almond Milk,77.0,6.56,,8.25,,0.38,2.67,0.19,114.0
21515.0,Whole Milk,57.0,1.14,2.72,6.84,7.42,0.04,5.96,0.39,99.0
21516.0,Almond Milk,47.0,5.54,2.83,11.48,8.9,0.98,,0.18,96.0
21517.0,,59.0,3.32,0.74,3.71,8.99,0.89,2.02,0.43,137.0
21518.0,Whole Milk,56.0,3.31,2.18,9.54,7.83,,4.38,0.3,125.0
21519.0,Skim Milk,57.0,1.37,0.49,9.42,2.51,0.76,5.34,0.49,134.0
21520.0,Cashew Milk,76.0,1.93,3.28,9.09,9.1,0.93,4.91,0.46,87.0
21521.0,Skim Milk,40.0,1.03,2.2,3.63,,,2.86,0.98,106.0
21522.0,Cashew Milk,79.0,6.75,1.49,10.62,,0.86,5.2,0.02,
21523.0,2% Milk,70.0,4.9,3.93,7.02,8.79,0.47,1.41,0.93,129.0
21524.0,Oat Milk,54.0,4.55,4.84,9.92,4.7,0.12,3.83,0.11,143.0
21525.0,Whole Milk,,5.2,0.78,7.48,2.6,0.29,,0.2,108.0
21526.0,Soy Milk,59.0,1.87,3.68,11.28,5.58,0.94,4.88,0.08,95.0
21527.0,Almond Milk,80.0,5.44,2.38,10.56,5.93,0.16,3.01,0.17,86.0
21528.0,,59.0,7.35,3.96,2.85,7.31,0.84,7.72,0.75,121.0
21529.0,Skim Milk,70.0,6.06,2.56,6.66,1.15,0.31,1.25,0.34,116.0
21530.0,Coconut Milk,46.0,7.95,4.44,2.03,1.03,,4.17,0.24,139.0
21531.0,2% Milk,76.0,6.16,2.39,3.43,8.54,0.38,2.22,0.83,90.0
21532.0,Almond Milk,,5.66,2.09,10.96,7.19,0.54,1.68,0.78,82.0
21533.0,Cashew Milk,52.0,3.4,1.18,,7.1,0.98,4.66,0.81,108.0
21534.0,Coconut Milk,62.0,7.06,2.92,1.87,8.27,0.34,5.7,0.72,85.0
21535.0,Skim Milk,77.0,0.99,2.98,10.11,8.27,0.9,7.3,0.01,80.0
21536.0,Whole Milk,68.0,4.31,2.98,2.99,4.33,0.54,3.13,0.64,108.0
21537.0,Almond Milk,72.0,1.69,0.74,10.74,,0.94,7.11,0.34,134.0
21538.0,Skim Milk,44.0,7.53,2.81,1.9,5.72,0.1,6.16,0.13,108.0
21539.0,Almond Milk,68.0,,3.14,5.71,4.66,0.78,2.43,0.02,108.0
,Oat Milk,64.0,0.51,4.33,1.33,9.62,0.16,7.26,0.67,150.0
21541.0,Coconut Milk,55.0,,0.14,4.77,5.36,0.18,1.71,0.48,90.0
21542.0,Coconut Milk,74.0,4.61,1.55,5.87,1.48,0.66,6.55,0.81,93.0
21543.0,2% Milk,41.0,6.0,2.3,2.3,2.37,0.12,1.21,0.26,132.0
21544.0,Soy Milk,77.0,3.64,0.91,4.19,6.47,0.28,6.87,0.72,107.0
21545.0,Oat Milk,73.0,0.58,3.9,8.07,3.93,0.2,,0.29,114.0
21546.0,Coconut Milk,73.0,0.87,,11.06,4.94,0.77,4.75,0.34,102.0
21547.0,Skim Milk,50.0,4.25,0.28,7.73,8.5,0.04,5.47,0.89,129.0
,Whole Milk,44.0,2.41,2.41,5.95,4.4,0.13,1.85,0.9,134.0
21549.0,Whole Milk,78.0,7.24,4.69,6.94,4.67,0.87,5.03,0.7,105.0
21550.0,Skim Milk,69.0,1.47,3.26,6.28,5.42,0.37,6.98,0.44,94.0
21551.0,Cashew Milk,72.0,1.46,0.72,8.95,0.82,0.51,2.72,0.55,126.0
21552.0,Whole Milk,,7.27,1.98,7.35,2.75,0.08,7.47,0.51,137.0
21553.0,Almond Milk,63.0,5.89,4.65,6.05,4.01,0.14,1.54,0.84,142.0
21554.0,Coconut Milk,69.0,,2.82,9.53,,0.63,,0.24,129.0
21555.0,Whole Milk,43.0,3.36,4.1,2.98,0.96,0.72,5.44,0.97,139.0
21556.0,Cashew Milk,66.0,6.09,2.18,1.57,5.37,0.4,3.31,0.78,107.0
21557.0,,45.0,7.83,3.82,8.55,3.14,0.98,5.25,0.03,95.0
21558.0,Whole Milk,63.0,6.84,3.69,5.35,5.22,0.51,3.25,0.54,146.0
21559.0,Oat Milk,,2.77,0.96,5.17,8.11,0.59,2.47,,124.0
21560.0,Oat Milk,52.0,2.07,0.44,11.64,3.92,0.44,5.94,0.03,137.0
21561.0,Skim Milk,79.0,4.34,,10.19,4.01,0.81,2.86,1.0,104.0
21562.0,2% Milk,,2.32,2.69,4.94,5.76,,4.84,0.64,132.0
21563.0,,72.0,6.78,1.59,8.52,4.1,0.06,4.69,0.8,
21564.0,Oat Milk,44.0,4.98,1.71,6.25,1.19,0.57,7.65,0.79,84.0
21565.0,Soy Milk,51.0,0.85,3.71,11.01,6.8,0.49,7.63,0.01,
21566.0,2% Milk,80.0,2.23,0.39,5.63,8.52,0.61,5.16,0.91,131.0
21567.0,Skim Milk,,1.16,,,5.72,0.12,2.24,0.63,132.0
21568.0,Skim Milk,61.0,6.68,1.94,7.98,2.06,0.25,6.52,0.29,147.0
21569.0,2% Milk,,,3.13,8.5,3.03,0.29,6.61,,89.0
21570.0,Skim Milk,45.0,1.13,4.99,9.22,4.16,0.11,3.36,0.7,99.0
21571.0,Soy Milk,80.0,5.65,4.38,4.88,5.88,,6.72,0.97,106.0
21572.0,,48.0,7.7,3.69,2.04,5.33,0.04,1.38,0.51,
21573.0,Almond Milk,75.0,1.53,0.45,11.48,1.01,,7.47,0.33,99.0
,2% Milk,79.0,0.8,2.78,4.56,6.1,0.61,5.69,0.02,80.0
21575.0,Oat Milk,55.0,3.01,1.51,5.66,4.05,,6.48,0.98,117.0
21576.0,,60.0,6.01,1.01,2.57,2.02,,3.38,0.53,102.0
21577.0,Skim Milk,46.0,4.61,4.4,4.55,8.23,,,0.43,126.0
21578.0,Soy Milk,70.0,7.0,2.47,8.82,2.31,0.54,2.88,0.81,127.0
21579.0,Oat Milk,51.0,5.3,4.2,1.6,4.49,0.99,2.99,0.73,146.0
21580.0,Skim Milk,44.0,5.66,,3.43,8.84,0.53,5.95,0.28,97.0
,Skim Milk,70.0,5.71,,9.84,9.93,0.63,1.6,0.6,145.0
21582.0,Coconut Milk,55.0,6.67,3.53,2.89,6.98,0.66,5.94,0.19,112.0
21583.0,Soy Milk,45.0,,3.19,6.73,6.2,0.77,5.41,0.66,
21584.0,Almond Milk,51.0,3.47,4.36,9.8,6.94,0.27,2.61,0.51,89.0
21585.0,,43.0,7.95,3.18,5.86,2.99,,3.8,0.24,130.0
21586.0,2% Milk,51.0,5.02,2.81,3.2,1.52,0.87,7.66,0.69,146.0
21587.0,Almond Milk,44.0,3.71,1.54,9.46,3.37,0.52,2.98,0.51,114.0
21588.0,Whole Milk,65.0,4.47,2.05,2.57,6.09,0.01,7.62,0.65,87.0
21589.0,Whole Milk,52.0,2.62,1.27,9.65,4.29,0.11,4.4,0.62,113.0
21590.0,Coconut Milk,56.0,4.93,2.48,8.45,9.52,0.75,3.41,0.08,141.0
21591.0,,68.0,7.06,0.39,6.14,8.75,0.4,2.02,0.94,130.0
21592.0,,78.0,4.56,4.16,3.32,2.25,0.07,4.93,0.91,137.0
21593.0,Oat Milk,53.0,5.92,2.27,7.31,3.02,,3.57,0.78,91.0
21594.0,Coconut Milk,50.0,3.79,3.7,2.2,8.44,0.87,7.3,0.99,128.0
21595.0,Oat Milk,59.0,3.17,0.93,10.44,1.82,0.45,,0.25,132.0
21596.0,Soy Milk,75.0,1.11,1.91,4.87,7.23,0.37,6.37,0.13,147.0
,Cashew Milk,74.0,2.99,0.36,4.64,4.86,0.61,7.61,0.72,108.0
,Oat Milk,52.0,,0.8,11.35,8.78,0.6,2.26,0.89,106.0
21599.0,2% Milk,48.0,4.65,2.62,9.15,1.67,0.02,2.63,0.97,94.0
21600.0,Whole Milk,59.0,3.37,0.32,10.81,0.68,0.29,4.89,,129.0
21601.0,Oat Milk,52.0,7.35,3.67,1.19,4.43,0.15,,0.16,117.0
21602.0,2% Milk,,6.54,3.1,7.87,,0.35,3.42,0.44,131.0
21603.0,Oat Milk,65.0,7.95,1.67,1.32,1.13,0.56,7.34,0.11,102.0
21604.0,Oat Milk,42.0,2.92,3.17,11.0,4.54,0.61,5.77,0.76,
,Cashew Milk,46.0,1.99,4.41,2.99,6.4,,,0.4,92.0
,Almond Milk,62.0,6.36,3.01,11.85,9.81,0.04,7.37,0.77,146.0
21607.0,Whole Milk,41.0,2.62,1.42,7.43,1.66,0.32,3.17,0.34,129.0
21608.0,Whole Milk,54.0,5.59,3.22,7.32,5.38,0.67,4.2,0.15,149.0
21609.0,Almond Milk,77.0,4.51,4.65,11.99,1.71,0.12,5.45,0.88,
21610.0,Coconut Milk,80.0,6.85,4.76,2.83,,0.79,2.43,0.12,114.0
21611.0,,58.0,2.03,0.58,6.2,1.4,0.94,1.18,0.13,121.0
21612.0,Skim Milk,52.0,1.08,3.63,,5.74,0.71,2.63,0.38,116.0
21613.0,Almond Milk,64.0,6.64,1.92,5.84,2.99,0.67,1.37,0.89,97.0
21614.0,2% Milk,45.0,5.48,0.48,8.14,3.58,0.9,5.83,,82.0
21615.0,Cashew Milk,76.0,5.01,2.72,,9.94,0.79,3.57,0.04,121.0
21616.0,Coconut Milk,73.0,3.5,3.45,5.73,,0.71,1.08,0.99,97.0
21617.0,Soy Milk,,,4.55,3.06,2.17,0.64,3.88,0.57,123.0
21618.0,Cashew Milk,,0.75,1.96,5.63,9.26,0.88,3.67,0.58,135.0
21619.0,Soy Milk,67.0,3.27,1.79,10.74,3.79,,6.65,0.47,84.0
,Coconut Milk,73.0,2.14,2.27,6.47,9.06,0.37,6.11,0.01,139.0
21621.0,Soy Milk,73.0,7.89,4.78,1.64,1.28,0.52,3.33,0.57,128.0
21622.0,Skim Milk,45.0,3.02,4.64,2.88,6.57,0.53,6.3,0.68,105.0
21623.0,Almond Milk,48.0,4.84,,7.94,,0.4,6.33,0.95,83.0
21624.0,Coconut Milk,49.0,7.76,3.41,10.41,6.08,0.92,1.31,0.55,130.0
21625.0,Whole Milk,63.0,,4.32,10.81,5.39,,1.42,0.66,82.0
21626.0,Soy Milk,47.0,6.14,1.89,6.05,4.69,0.01,1.49,0.29,81.0
21627.0,Whole Milk,45.0,4.11,3.67,4.01,1.87,0.05,5.75,0.97,127.0
21628.0,Almond Milk,,4.62,1.59,4.26,1.2,0.59,4.23,0.75,139.0
21629.0,Oat Milk,,6.94,0.42,9.52,6.61,0.78,5.52,0.77,119.0
21630.0,Skim Milk,66.0,0.72,3.61,1.48,8.74,0.66,4.23,0.69,109.0
21631.0,2% Milk,45.0,6.18,2.23,1.35,3.6,0.56,5.12,0.38,129.0
21632.0,Soy Milk,41.0,3.66,3.28,8.96,,0.9,2.64,,120.0
,Cashew Milk,56.0,2.12,2.57,11.0,3.65,0.04,,0.54,84.0
21634.0,Almond Milk,62.0,6.17,3.11,10.8,8.0,0.72,5.52,0.02,147.0
21635.0,,78.0,1.5,2.35,7.54,0.95,0.56,1.93,0.38,112.0
21636.0,Almond Milk,61.0,0.6,4.38,11.11,2.27,0.76,6.73,0.07,126.0
21637.0,Soy Milk,80.0,5.29,1.15,7.7,2.17,0.28,1.81,0.54,102.0
21638.0,Coconut Milk,,5.9,2.73,6.55,1.97,0.39,,0.26,
21639.0,Cashew Milk,45.0,6.45,,10.46,6.96,0.03,3.19,0.6,124.0
21640.0,Almond Milk,49.0,4.22,0.25,6.99,8.18,0.53,1.75,0.38,133.0
21641.0,Soy Milk,57.0,,1.55,3.02,3.27,0.77,7.78,0.84,143.0
21642.0,Oat Milk,44.0,7.15,2.31,6.44,3.59,0.3,2.73,0.57,122.0
21643.0,Whole Milk,65.0,1.37,3.73,8.99,2.86,0.74,1.56,0.02,112.0
21644.0,Oat Milk,47.0,3.61,4.0,9.03,7.82,0.28,5.52,0.7,102.0
21645.0,Skim Milk,40.0,2.62,3.75,8.36,3.7,,6.4,0.76,105.0
21646.0,Coconut Milk,41.0,5.03,1.11,10.91,3.37,0.96,6.79,0.65,127.0
,Whole Milk,77.0,3.07,0.19,7.01,1.38,0.65,1.25,0.77,91.0
21648.0,Cashew Milk,70.0,,2.9,10.75,3.58,0.26,4.47,0.14,85.0
21649.0,Coconut Milk,63.0,1.12,1.53,6.64,5.11,0.87,6.63,0.88,133.0
21650.0,Whole Milk,75.0,6.41,1.97,3.87,5.01,0.07,1.46,,146.0
21651.0,Cashew Milk,70.0,7.94,3.39,2.56,2.52,0.6,6.64,,124.0
21652.0,Cashew Milk,80.0,3.97,0.39,11.17,2.03,0.96,,,134.0
21653.0,Almond Milk,45.0,2.74,4.79,10.67,7.42,0.53,2.38,0.28,81.0
21654.0,Whole Milk,,3.12,,11.05,6.91,0.82,2.61,,119.0
21655.0,,45.0,7.51,3.4,7.24,3.26,0.22,2.28,0.5,139.0
21656.0,Skim Milk,58.0,,0.71,8.22,8.15,0.66,2.99,0.96,131.0
21657.0,Skim Milk,56.0,2.84,,9.88,1.99,0.03,3.12,0.47,132.0
21658.0,Soy Milk,66.0,2.61,0.93,,6.18,0.92,1.93,0.41,88.0
21659.0,Skim Milk,78.0,5.57,0.49,10.09,7.91,0.07,4.29,0.85,122.0
21660.0,2% Milk,43.0,,4.82,7.63,4.49,0.62,,0.99,126.0
21661.0,,,,1.21,2.13,2.09,0.9,7.72,0.66,117.0
21662.0,2% Milk,64.0,,0.35,1.24,0.87,0.73,,0.55,133.0
21663.0,Coconut Milk,67.0,,4.22,4.31,6.1,0.2,1.07,0.57,116.0
21664.0,Skim Milk,71.0,2.34,3.12,4.06,6.91,0.66,1.47,0.38,99.0
21665.0,Cashew Milk,59.0,6.99,3.78,3.59,6.36,0.43,3.23,0.84,81.0
,Oat Milk,44.0,3.64,1.15,7.57,8.4,0.34,5.09,0.62,98.0
21667.0,Almond Milk,44.0,1.79,0.4,1.27,1.07,0.61,4.29,0.23,85.0
21668.0,Whole Milk,76.0,0.63,1.38,1.46,3.08,0.73,,0.0,81.0
21669.0,Whole Milk,58.0,6.99,2.86,,7.68,0.98,4.83,,86.0
21670.0,Almond Milk,71.0,0.58,4.37,6.75,,0.19,6.81,0.66,90.0
21671.0,Oat Milk,60.0,6.29,2.06,,4.05,0.77,3.18,0.33,134.0
21672.0,2% Milk,60.0,7.46,0.26,10.56,5.33,0.23,4.16,0.17,
21673.0,Skim Milk,41.0,5.84,1.34,3.47,2.4,0.25,,0.55,147.0
21674.0,Coconut Milk,40.0,6.5,4.6,2.83,4.65,0.35,2.9,0.06,110.0
21675.0,Soy Milk,59.0,,1.93,2.58,8.56,0.71,,0.11,127.0
21676.0,Almond Milk,61.0,,,9.96,0.63,0.08,7.07,0.7,145.0
21677.0,Skim Milk,63.0,5.88,0.4,6.51,2.81,0.65,,,148.0
,Oat Milk,47.0,1.77,3.76,6.04,1.69,0.18,2.14,0.34,120.0
21679.0,Oat Milk,68.0,1.15,4.94,3.45,8.69,0.84,4.78,0.58,116.0
21680.0,Coconut Milk,79.0,,4.04,10.12,5.26,0.07,,0.52,98.0
21681.0,Coconut Milk,54.0,7.06,0.2,4.73,9.78,0.99,5.54,0.41,131.0
21682.0,Skim Milk,73.0,6.76,2.88,11.47,4.38,0.32,1.82,,145.0
,,62.0,1.71,,5.21,3.77,0.74,2.37,0.4,86.0
21684.0,Soy Milk,47.0,6.21,1.66,10.6,7.3,0.33,3.38,0.33,131.0
21685.0,Oat Milk,45.0,5.91,1.25,5.34,2.87,0.84,5.3,0.18,137.0
21686.0,Coconut Milk,49.0,4.39,4.94,3.75,7.0,0.72,2.8,0.65,
21687.0,Cashew Milk,46.0,,3.01,2.25,4.71,0.39,2.42,0.99,132.0
,Almond Milk,53.0,3.36,3.21,5.99,8.36,0.2,1.82,0.65,125.0
21689.0,Coconut Milk,,1.04,3.65,6.36,5.01,0.01,7.44,0.66,104.0
21690.0,Whole Milk,69.0,1.81,3.44,8.96,9.33,0.88,1.16,0.68,108.0
,Oat Milk,59.0,5.17,1.83,3.25,2.81,0.47,3.46,0.43,104.0
21692.0,,74.0,4.56,4.47,5.76,5.23,0.61,3.88,0.24,150.0
21693.0,Almond Milk,61.0,5.5,1.06,8.53,0.61,0.88,4.33,0.3,107.0
,Coconut Milk,71.0,1.89,4.48,6.41,5.89,0.24,7.83,0.27,140.0
21695.0,,59.0,5.44,1.62,9.04,9.87,0.43,1.11,0.33,142.0
21696.0,,59.0,,0.41,3.02,2.29,0.2,5.64,0.93,109.0
21697.0,2% Milk,51.0,4.63,,11.05,9.22,0.64,3.0,0.67,121.0
21698.0,Oat Milk,53.0,7.0,1.61,1.3,5.71,0.39,5.26,0.85,134.0
21699.0,Cashew Milk,48.0,7.27,0.33,3.33,2.75,0.98,7.82,0.13,149.0
21700.0,Skim Milk,74.0,5.65,,10.71,4.93,0.59,,0.53,108.0
21701.0,Soy Milk,72.0,,1.71,4.04,2.09,0.96,1.87,0.59,145.0
21702.0,Almond Milk,59.0,2.93,2.23,3.39,8.77,0.17,2.88,0.5,
21703.0,Skim Milk,50.0,1.88,4.72,9.43,9.06,0.07,7.17,0.47,106.0
21704.0,Almond Milk,43.0,4.8,,1.79,1.83,0.07,2.08,0.44,128.0
,2% Milk,66.0,2.03,4.14,,0.6,0.34,6.04,0.32,102.0
21706.0,,,4.42,2.02,9.93,,0.24,3.69,0.57,102.0
21707.0,,45.0,6.0,2.62,2.81,8.74,0.76,1.21,0.89,141.0
21708.0,Oat Milk,48.0,4.41,2.86,3.25,,0.98,5.16,0.95,
21709.0,,44.0,1.91,2.89,11.87,2.61,,6.21,0.37,93.0
21710.0,Oat Milk,65.0,1.19,4.91,5.65,8.28,0.83,6.53,0.13,120.0
21711.0,Whole Milk,68.0,7.38,2.31,2.91,0.86,0.11,4.81,,126.0
21712.0,Almond Milk,46.0,6.27,0.25,10.67,8.79,0.25,1.15,0.59,103.0
21713.0,,58.0,3.97,,1.39,9.76,,6.39,0.01,141.0
21714.0,Almond Milk,80.0,3.71,4.4,6.28,9.17,,5.93,0.88,112.0
,Cashew Milk,70.0,1.22,1.48,7.97,0.97,0.89,3.37,0.06,132.0
21716.0,Oat Milk,66.0,4.66,2.13,10.99,5.61,0.88,3.7,0.78,137.0
21717.0,Skim Milk,73.0,,,10.52,8.47,0.75,,0.01,135.0
21718.0,Whole Milk,70.0,4.96,1.37,8.88,,0.86,2.16,0.93,87.0
21719.0,Almond Milk,73.0,7.67,4.91,5.02,9.06,,6.81,0.75,139.0
21720.0,Soy Milk,65.0,5.59,1.87,3.2,7.88,0.02,7.96,0.1,144.0
21721.0,Skim Milk,74.0,6.67,0.16,7.15,2.88,0.14,6.7,,150.0
21722.0,Cashew Milk,,0.79,1.08,,2.37,0.05,4.76,,85.0
21723.0,Whole Milk,54.0,1.47,2.17,5.71,4.88,0.52,3.89,,140.0
21724.0,Soy Milk,57.0,7.92,,10.6,,0.72,5.53,0.33,101.0
21725.0,Soy Milk,78.0,,4.35,5.81,5.47,0.6,5.67,0.43,93.0
21726.0,Whole Milk,69.0,6.25,1.6,3.46,2.71,,3.96,0.39,128.0
21727.0,Soy Milk,,6.04,0.77,2.55,6.43,0.16,2.68,0.92,137.0
21728.0,Almond Milk,77.0,5.06,2.43,9.52,9.67,0.4,5.74,0.93,109.0
21729.0,Soy Milk,67.0,2.11,2.71,1.83,2.82,0.11,,,123.0
21730.0,Oat Milk,71.0,,3.95,,1.94,0.98,2.26,0.81,90.0
21731.0,Soy Milk,,4.11,0.51,5.1,8.67,0.59,3.92,0.48,108.0
21732.0,Oat Milk,71.0,1.56,0.35,8.35,2.94,0.65,7.56,,99.0
21733.0,Soy Milk,68.0,5.06,,1.47,3.63,0.76,2.73,0.97,142.0
21734.0,Coconut Milk,74.0,5.15,3.17,4.27,2.59,0.56,4.45,0.79,145.0
,,47.0,5.31,1.46,5.17,8.35,0.84,7.0,0.15,128.0
21736.0,,76.0,2.7,3.76,8.9,7.95,0.95,7.85,0.05,146.0
21737.0,Whole Milk,76.0,2.55,2.32,4.63,8.15,0.83,5.23,0.14,134.0
,Coconut Milk,69.0,6.52,0.71,4.14,9.8,0.02,1.67,0.73,139.0
21739.0,Oat Milk,45.0,7.17,3.48,3.17,,0.23,2.45,0.96,143.0
21740.0,,74.0,6.14,3.97,5.08,8.83,0.52,4.2,0.25,132.0
21741.0,Soy Milk,59.0,7.84,2.97,,5.26,0.97,6.26,0.16,137.0
21742.0,Oat Milk,58.0,,1.96,10.77,5.95,0.18,6.13,0.97,104.0
,Whole Milk,52.0,3.36,2.87,11.73,0.66,0.84,1.16,0.91,121.0
21744.0,Oat Milk,,1.6,4.0,10.68,5.56,0.57,6.61,1.0,112.0
21745.0,2% Milk,61.0,3.02,4.73,8.82,3.84,0.55,,0.98,123.0
21746.0,2% Milk,53.0,1.66,2.91,11.71,3.38,,5.71,0.91,80.0
21747.0,Cashew Milk,,3.34,1.11,1.86,6.44,0.29,7.21,0.03,144.0
,2% Milk,,5.11,,6.6,6.67,0.37,4.64,0.03,145.0
21749.0,Soy Milk,47.0,3.4,1.0,3.12,0.62,0.02,4.13,0.06,84.0
21750.0,Soy Milk,70.0,2.58,0.14,2.24,4.58,0.98,2.0,0.5,122.0
21751.0,Soy Milk,40.0,0.73,1.59,,8.17,0.48,6.56,0.53,138.0
21752.0,Whole Milk,73.0,4.33,2.48,3.24,,0.14,4.1,0.18,
21753.0,Oat Milk,52.0,4.1,3.28,11.29,2.24,0.15,2.98,0.19,96.0
21754.0,Skim Milk,75.0,6.21,1.14,9.06,2.62,0.26,5.67,0.41,114.0
21755.0,Almond Milk,50.0,5.11,0.24,,2.38,0.16,6.87,0.31,133.0
21756.0,Skim Milk,63.0,0.52,3.79,7.95,,0.16,2.81,0.4,
21757.0,2% Milk,40.0,3.93,2.53,10.27,1.84,0.38,4.58,0.98,139.0
21758.0,Soy Milk,64.0,3.17,3.6,,7.74,0.27,7.93,0.18,109.0
21759.0,Cashew Milk,55.0,5.13,4.55,8.8,6.92,0.0,4.05,0.99,102.0
21760.0,2% Milk,62.0,,3.71,3.63,1.31,0.2,7.84,0.22,
21761.0,Coconut Milk,75.0,,3.64,,1.56,0.32,1.18,0.91,139.0
21762.0,Soy Milk,59.0,4.1,2.75,,1.48,0.36,5.52,0.53,
21763.0,Almond Milk,51.0,6.62,,10.63,4.63,0.29,7.64,0.11,139.0
21764.0,Skim Milk,67.0,2.28,4.21,8.86,6.78,0.05,3.39,0.94,113.0
21765.0,Almond Milk,53.0,5.88,2.38,8.31,2.46,0.05,7.93,0.25,
21766.0,,52.0,3.39,4.19,7.04,6.5,0.47,3.14,0.22,90.0
21767.0,Cashew Milk,,6.18,2.6,5.8,,0.16,3.54,0.32,99.0
21768.0,Oat Milk,75.0,2.37,4.51,6.6,2.68,0.23,2.01,0.91,109.0
21769.0,Skim Milk,53.0,2.03,4.5,,2.14,0.31,7.15,0.59,132.0
21770.0,Skim Milk,,3.67,1.21,8.54,5.29,0.03,4.41,0.95,120.0
21771.0,2% Milk,65.0,,3.02,6.03,1.58,0.99,5.89,0.58,111.0
21772.0,,65.0,7.39,3.69,2.6,6.97,1.0,3.36,0.1,125.0
21773.0,Cashew Milk,59.0,2.65,1.83,6.57,7.17,0.63,1.33,0.6,107.0
21774.0,2% Milk,76.0,,2.4,10.09,7.03,0.39,1.15,0.4,127.0
21775.0,Oat Milk,,4.08,4.14,7.72,5.45,0.01,7.22,,
,Oat Milk,62.0,3.25,4.59,,6.78,0.64,5.64,0.85,124.0
,2% Milk,64.0,5.69,4.18,8.18,7.66,0.31,2.85,0.63,
21778.0,Almond Milk,46.0,7.92,0.53,5.57,9.95,,7.76,0.25,141.0
21779.0,Soy Milk,55.0,3.89,3.09,5.63,3.98,0.08,4.42,0.54,134.0
21780.0,Cashew Milk,47.0,4.8,0.88,9.41,1.14,0.2,6.86,0.76,98.0
21781.0,Almond Milk,46.0,4.37,1.52,5.64,7.02,0.94,1.99,0.08,80.0
21782.0,,52.0,,4.18,1.29,4.88,,6.43,0.41,149.0
21783.0,Whole Milk,50.0,7.7,4.78,1.34,5.09,0.53,2.98,,115.0
21784.0,Almond Milk,,4.68,2.46,2.39,7.27,0.23,3.05,0.73,115.0
21785.0,Almond Milk,69.0,1.48,0.59,8.36,9.95,0.35,5.28,0.35,101.0
21786.0,Cashew Milk,64.0,4.15,0.19,,2.99,0.19,3.64,0.32,115.0
21787.0,Whole Milk,63.0,4.47,3.61,11.51,4.28,0.23,6.44,0.78,90.0
21788.0,Skim Milk,71.0,7.71,2.75,3.65,1.67,0.69,1.65,0.05,105.0
21789.0,,69.0,4.57,2.08,10.07,5.0,0.33,2.23,0.41,
21790.0,Cashew Milk,43.0,1.44,3.74,1.9,9.45,0.26,3.2,0.08,117.0
21791.0,Whole Milk,45.0,3.95,3.27,9.71,5.12,0.22,1.57,0.64,84.0
21792.0,Cashew Milk,79.0,7.2,2.93,7.49,3.89,0.02,4.66,0.57,117.0
21793.0,,42.0,,0.77,4.27,6.02,,2.07,0.07,
21794.0,Whole Milk,60.0,1.2,1.71,8.42,9.55,0.2,6.69,0.96,149.0
21795.0,Whole Milk,63.0,,3.54,5.58,3.29,0.63,7.65,0.0,125.0
21796.0,,66.0,2.25,3.04,11.31,0.9,0.31,,0.62,140.0
21797.0,Cashew Milk,64.0,,1.33,2.02,4.69,0.4,7.36,0.54,146.0
21798.0,,80.0,,3.42,2.44,8.78,0.84,3.14,0.43,150.0
21799.0,,67.0,5.71,2.56,10.87,5.58,0.19,4.44,0.87,
21800.0,Almond Milk,77.0,2.97,1.62,6.13,5.17,0.51,1.53,,139.0
21801.0,,48.0,1.83,1.3,4.3,8.31,0.69,3.11,0.0,98.0
21802.0,Coconut Milk,55.0,7.38,1.55,1.28,3.54,0.05,4.32,0.22,83.0
21803.0,Almond Milk,47.0,4.79,0.83,3.27,2.47,0.81,2.17,0.96,99.0
21804.0,Cashew Milk,61.0,,4.28,,9.55,0.21,6.24,0.11,133.0
21805.0,Coconut Milk,40.0,3.9,,3.16,7.99,,2.59,0.7,122.0
21806.0,2% Milk,48.0,7.13,,9.34,3.59,0.39,7.55,0.79,145.0
21807.0,Almond Milk,70.0,6.68,3.3,7.02,,0.74,7.81,0.04,139.0
