Id,Product Name,Energy (kcal),Fat Percentage (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
18839,Whole Milk,80,5.4,3.45,10.86,3.48,0.7,6.91,0.68,149
18840,Almond Milk,43,6.35,3.02,6.17,4.84,0.17,1.69,0.87,80
18841,Almond Milk,80,2.57,2.28,7.71,9.86,1.0,2.19,0.12,98
18842,2% Milk,66,1.62,4.36,11.48,9.97,0.2,1.52,0.77,107
18843,Cashew Milk,43,2.67,3.51,4.55,8.35,0.88,4.19,0.53,96
18844,Soy Milk,45,7.06,0.48,11.35,3.11,0.49,5.24,0.67,129
18845,Skim Milk,71,6.15,2.22,11.7,7.36,0.08,6.73,0.61,122
18846,2% Milk,64,4.61,2.74,9.95,3.56,0.64,7.5,0.25,89
18847,2% Milk,42,3.28,2.91,2.93,1.87,0.26,1.37,0.79,82
18848,Oat Milk,64,5.7,2.86,3.45,4.83,0.02,5.45,0.33,82
18849,Cashew Milk,71,5.7,2.25,2.9,8.23,0.89,4.73,0.18,102
18850,Skim Milk,59,0.68,2.36,6.19,7.29,0.03,7.53,0.28,104
18851,2% Milk,64,2.26,3.5,2.51,9.59,0.7,1.27,0.18,93
18852,Skim Milk,63,5.6,0.6,3.8,4.72,0.69,4.18,0.91,137
18853,Cashew Milk,72,5.07,4.04,4.08,2.64,0.21,6.95,0.98,114
18854,Skim Milk,80,2.89,3.36,6.36,1.48,0.4,4.13,0.99,109
18855,Coconut Milk,50,7.09,4.13,1.91,4.37,0.42,6.18,0.84,141
18856,Soy Milk,53,4.32,0.64,9.76,1.74,0.44,5.62,0.15,127
18857,Oat Milk,49,4.5,0.37,7.52,5.51,0.84,3.98,0.17,150
18858,Oat Milk,60,1.35,4.55,10.81,4.36,0.3,1.06,0.6,119
18859,Coconut Milk,74,4.34,4.25,4.38,6.03,0.61,1.49,0.9,106
18860,Skim Milk,79,1.94,4.88,4.48,2.59,0.99,4.78,0.07,111
18861,Cashew Milk,77,0.72,1.45,3.05,7.44,0.43,5.56,0.57,130
18862,2% Milk,46,5.62,0.77,2.5,9.38,0.5,1.04,0.47,145
18863,Oat Milk,51,6.08,0.62,8.14,8.44,0.97,7.29,0.54,100
18864,2% Milk,52,2.72,4.62,10.17,7.36,0.46,1.68,0.16,127
18865,2% Milk,79,3.38,0.17,6.04,5.6,0.44,2.31,0.57,104
18866,Soy Milk,50,1.23,4.11,1.36,8.49,0.87,6.23,0.37,106
18867,Cashew Milk,72,6.79,1.1,5.51,9.86,0.01,7.52,0.73,135
18868,Almond Milk,76,5.83,3.74,5.85,2.24,0.11,2.03,0.87,115
18869,Almond Milk,72,7.9,3.21,7.44,4.97,0.34,7.45,0.42,98
18870,2% Milk,59,2.65,4.59,3.09,1.25,0.33,2.0,0.46,105
18871,Whole Milk,41,4.18,1.68,6.27,3.86,0.36,2.68,0.02,84
18872,Whole Milk,64,5.94,2.07,5.33,6.88,0.02,6.0,0.92,93
18873,Cashew Milk,65,6.94,1.74,5.64,4.72,0.47,2.72,0.78,107
18874,Cashew Milk,62,2.68,4.27,11.85,5.72,0.71,7.48,0.33,124
18875,Coconut Milk,60,5.03,1.42,1.48,8.05,1.0,4.58,0.69,87
18876,Almond Milk,71,7.71,3.88,3.48,3.23,0.05,1.39,0.08,149
18877,Oat Milk,44,6.15,4.42,5.78,5.78,0.7,2.68,0.48,113
18878,Almond Milk,50,7.42,0.12,1.79,6.41,0.52,7.21,0.62,90
18879,Skim Milk,58,6.23,2.84,4.78,3.71,0.58,3.96,0.73,142
18880,Coconut Milk,53,7.89,1.93,4.92,5.59,0.37,4.42,0.12,98
18881,Oat Milk,59,4.55,4.37,10.23,0.83,0.38,4.31,0.74,97
18882,Whole Milk,66,2.04,3.09,8.55,3.75,0.54,2.86,0.96,104
18883,Coconut Milk,70,3.96,4.19,8.28,8.0,0.91,5.68,0.99,93
18884,Skim Milk,80,3.18,3.88,3.93,8.38,0.73,5.9,0.64,105
18885,Soy Milk,75,0.73,4.26,6.96,7.3,0.84,2.36,0.11,148
18886,Cashew Milk,57,2.76,1.32,4.84,0.87,0.16,7.01,0.03,142
18887,Oat Milk,40,7.54,3.23,5.45,4.27,0.14,2.1,0.55,142
18888,Whole Milk,47,6.97,3.42,3.34,3.48,0.11,7.58,0.22,107
18889,Soy Milk,55,3.6,1.32,9.76,3.91,0.07,5.03,0.07,83
18890,Whole Milk,56,4.83,3.26,9.16,8.21,0.4,5.03,0.93,91
18891,Skim Milk,66,7.45,1.54,6.49,8.2,0.38,6.74,0.1,84
18892,Almond Milk,79,5.0,0.88,6.11,3.79,0.03,5.64,0.0,87
18893,Almond Milk,66,5.63,1.15,1.58,3.54,0.7,7.15,0.51,80
18894,Cashew Milk,66,0.75,3.62,3.23,5.53,0.36,1.58,0.63,110
18895,Cashew Milk,59,1.57,0.68,2.56,4.49,0.93,1.18,0.84,111
18896,Soy Milk,62,4.98,4.41,7.15,9.47,0.64,6.53,0.66,116
18897,Soy Milk,69,7.65,0.11,8.58,5.18,0.5,1.54,0.45,114
18898,Oat Milk,56,6.14,2.5,4.02,7.62,0.05,7.96,0.42,87
18899,Coconut Milk,49,2.23,4.17,8.14,2.1,0.96,2.63,0.73,113
18900,Oat Milk,50,1.26,3.6,5.38,5.53,0.19,7.95,0.53,91
18901,Almond Milk,75,0.67,0.85,9.75,3.07,0.52,3.22,0.62,88
18902,Coconut Milk,48,4.4,2.43,10.4,8.15,0.28,7.5,0.84,147
18903,Oat Milk,49,5.3,4.3,8.12,5.98,0.74,5.92,0.25,93
18904,Whole Milk,67,5.97,4.12,10.05,0.88,0.39,1.38,0.91,130
18905,Cashew Milk,56,5.6,0.89,2.34,5.05,0.22,5.89,0.51,101
18906,Almond Milk,54,3.46,0.63,4.12,9.03,0.83,2.46,0.74,128
18907,Oat Milk,73,3.05,3.77,8.5,2.32,0.1,2.14,0.43,81
18908,Oat Milk,42,4.36,4.47,4.43,6.67,0.33,1.43,0.26,136
18909,Cashew Milk,42,3.51,2.94,8.08,8.82,0.63,2.8,0.11,100
18910,Whole Milk,58,6.72,4.76,6.31,1.05,0.1,4.62,0.09,141
18911,Whole Milk,46,7.93,2.98,8.67,8.11,1.0,7.23,0.35,90
18912,Whole Milk,64,0.68,3.63,7.53,4.88,0.41,7.15,0.54,111
18913,Oat Milk,77,6.69,2.65,9.25,7.04,0.63,1.81,0.02,85
18914,Almond Milk,40,2.42,0.34,10.58,8.35,0.43,7.99,0.73,121
18915,2% Milk,67,7.34,0.81,7.88,4.01,0.76,5.36,0.36,108
18916,2% Milk,75,5.05,3.14,11.7,9.09,0.48,7.09,0.09,146
18917,Soy Milk,48,5.41,2.36,7.0,1.55,0.4,5.27,0.48,141
18918,Almond Milk,74,2.7,3.45,3.65,7.22,0.27,7.23,0.99,141
18919,Almond Milk,52,6.05,1.46,2.03,5.63,0.14,1.48,0.56,130
18920,2% Milk,80,6.62,2.29,10.59,6.0,0.73,5.81,0.43,111
18921,Soy Milk,43,3.23,3.73,1.21,8.19,0.25,2.49,0.89,129
18922,2% Milk,41,3.23,2.46,10.91,7.04,0.09,7.62,0.68,137
18923,Almond Milk,56,4.87,3.21,2.23,2.01,0.92,6.08,0.5,131
18924,Skim Milk,45,5.62,0.14,11.97,5.1,0.52,4.05,0.27,138
18925,Almond Milk,68,5.57,3.98,5.32,2.72,0.87,4.43,0.39,105
18926,Soy Milk,71,1.23,3.35,6.97,9.97,0.99,1.67,0.33,102
18927,Skim Milk,49,2.06,1.52,2.35,6.9,0.36,6.53,0.62,142
18928,Skim Milk,74,1.53,4.91,9.07,1.88,0.89,6.75,0.66,97
18929,Coconut Milk,53,3.28,0.58,10.06,6.23,0.19,2.54,0.52,94
18930,Whole Milk,59,1.28,1.16,2.46,9.92,0.07,3.06,0.62,84
18931,Whole Milk,47,5.49,3.89,10.29,8.47,0.28,4.57,0.28,83
18932,Skim Milk,75,7.09,2.53,10.02,1.44,0.98,3.71,0.92,127
18933,Soy Milk,46,0.94,1.55,10.08,2.47,0.22,5.19,0.55,145
18934,Skim Milk,45,1.55,2.4,7.77,9.8,0.33,4.72,0.42,116
18935,Whole Milk,65,1.27,0.22,3.02,0.56,0.13,7.34,0.76,90
18936,Skim Milk,80,7.9,2.32,9.88,6.85,0.82,4.93,0.32,137
18937,Coconut Milk,70,2.61,1.56,2.27,9.86,0.58,6.19,0.12,122
18938,Whole Milk,69,5.06,3.87,9.07,4.6,0.27,3.98,0.25,98
18939,Almond Milk,48,7.87,4.35,11.95,4.64,0.84,7.7,0.07,93
18940,Skim Milk,74,4.45,0.93,11.91,9.24,0.26,3.3,0.28,130
18941,Coconut Milk,55,6.11,2.53,6.32,7.7,0.36,7.67,0.07,129
18942,2% Milk,75,0.51,2.71,8.31,9.19,0.31,2.2,0.55,138
18943,Soy Milk,80,0.82,2.55,1.25,3.16,0.71,4.77,0.16,102
18944,Cashew Milk,42,3.01,3.96,3.39,9.75,0.3,6.44,0.27,111
18945,Oat Milk,51,4.89,4.19,8.15,2.32,0.06,7.82,0.82,109
18946,Soy Milk,75,5.88,2.76,2.25,4.52,0.84,6.27,0.2,91
18947,Coconut Milk,71,1.75,4.61,2.21,3.9,0.48,1.39,0.04,81
18948,2% Milk,72,7.63,3.89,9.55,2.32,0.41,6.18,0.49,135
18949,Skim Milk,64,5.88,0.45,2.75,2.59,0.1,3.85,0.25,126
18950,Whole Milk,46,1.01,1.4,1.51,9.97,0.04,3.94,0.86,110
18951,Almond Milk,68,2.37,0.91,7.63,7.8,0.98,1.51,0.09,96
18952,Cashew Milk,58,7.92,4.13,8.61,6.32,0.13,1.67,0.9,82
18953,2% Milk,76,3.43,0.45,11.61,9.67,0.39,4.35,0.35,113
18954,Cashew Milk,71,6.57,1.94,6.0,5.11,0.23,5.09,0.1,85
18955,Soy Milk,47,7.65,3.11,11.98,2.15,0.39,3.99,0.4,122
18956,Skim Milk,80,0.95,1.92,2.54,0.52,0.11,2.7,0.36,106
18957,Coconut Milk,71,4.7,0.45,8.05,6.62,0.53,7.88,0.55,128
18958,Almond Milk,51,5.42,2.29,9.63,9.17,0.33,2.57,0.66,96
18959,Cashew Milk,59,1.46,0.27,1.2,7.33,0.49,3.76,0.86,81
18960,Whole Milk,71,5.41,2.6,3.76,7.71,0.16,1.68,0.18,105
18961,Oat Milk,74,4.14,2.66,11.57,3.18,0.81,7.48,0.15,141
18962,Cashew Milk,48,6.36,1.77,2.32,1.44,0.14,7.98,0.26,85
18963,Coconut Milk,55,6.09,2.73,6.76,3.82,0.73,2.18,0.94,100
18964,Cashew Milk,74,7.12,4.6,2.35,8.77,0.21,5.77,0.41,99
18965,Whole Milk,67,2.48,0.95,5.05,5.13,0.51,6.55,0.83,81
18966,Cashew Milk,74,1.07,3.75,6.11,6.29,0.47,4.59,0.63,113
18967,2% Milk,54,5.13,0.49,10.1,5.96,0.01,4.61,0.97,140
18968,Soy Milk,61,2.2,0.41,9.32,8.5,0.42,7.37,0.3,117
18969,Oat Milk,54,5.73,1.67,5.46,9.64,0.32,7.06,0.62,117
18970,Skim Milk,76,0.62,0.94,10.47,5.8,0.39,5.7,0.24,88
18971,Skim Milk,41,1.95,3.29,11.25,6.84,0.97,6.35,0.87,102
18972,2% Milk,74,3.49,0.24,4.7,4.48,0.37,1.15,0.14,133
18973,Almond Milk,69,2.82,0.99,3.36,9.84,0.95,1.4,0.16,143
18974,Almond Milk,69,6.71,4.8,11.37,4.95,0.31,2.34,0.94,136
18975,Cashew Milk,76,1.55,2.11,4.52,5.61,0.14,4.99,0.41,96
18976,2% Milk,45,3.89,3.13,5.45,9.5,0.46,5.07,0.69,99
18977,Cashew Milk,50,2.41,1.27,6.46,7.13,0.88,6.65,0.64,118
18978,Oat Milk,47,3.1,3.61,4.29,3.7,0.05,2.98,0.71,118
18979,Cashew Milk,59,5.09,3.15,5.5,1.08,0.83,1.86,0.55,118
18980,Coconut Milk,61,7.64,0.16,8.94,2.22,0.12,1.67,0.49,112
18981,2% Milk,72,6.3,3.01,5.13,8.87,0.54,2.31,0.9,89
18982,2% Milk,75,1.26,4.55,11.51,7.55,0.6,6.81,0.86,145
18983,2% Milk,69,5.54,4.79,8.31,5.56,0.37,7.88,0.15,88
18984,Soy Milk,41,6.36,4.89,9.38,3.2,0.78,3.02,0.77,128
18985,Skim Milk,69,7.31,2.37,3.83,6.61,0.15,1.85,0.94,109
18986,Almond Milk,51,4.34,3.2,6.03,5.6,0.55,6.97,0.34,103
18987,Soy Milk,60,5.47,3.22,9.31,5.2,0.59,5.82,0.8,141
18988,Almond Milk,45,7.02,2.72,6.22,6.19,0.25,4.91,0.81,144
18989,Soy Milk,64,3.6,3.12,6.75,4.05,0.9,4.61,0.77,105
18990,Soy Milk,40,7.64,4.01,10.94,3.09,0.01,1.13,0.17,140
18991,Coconut Milk,80,6.96,0.37,11.24,3.75,0.65,6.05,0.92,121
18992,Whole Milk,49,6.07,3.44,6.23,3.08,0.26,6.99,0.77,90
18993,Whole Milk,56,1.42,2.32,2.0,2.32,0.42,3.08,0.32,143
18994,Whole Milk,77,5.89,4.44,11.08,6.84,0.87,6.53,0.52,146
18995,Oat Milk,58,3.0,1.95,5.02,5.31,0.44,4.54,0.85,145
18996,2% Milk,63,2.05,0.68,8.55,3.98,0.42,4.3,0.8,111
18997,Oat Milk,51,1.79,4.84,10.84,3.13,0.28,7.17,0.14,139
18998,Cashew Milk,55,7.53,1.68,4.34,5.21,0.05,4.93,0.0,149
18999,Whole Milk,58,1.61,1.73,8.6,1.49,0.2,4.6,0.7,137
19000,Soy Milk,68,1.07,2.38,5.1,6.71,0.75,4.35,0.7,125
19001,2% Milk,53,1.96,2.83,2.11,9.04,0.96,4.82,0.18,106
19002,Whole Milk,71,7.17,1.27,5.29,0.87,0.66,2.87,0.63,100
19003,Soy Milk,40,7.32,4.53,4.23,6.15,0.05,3.89,0.05,108
19004,Coconut Milk,42,3.06,3.9,1.85,6.75,0.22,3.93,0.99,124
19005,Skim Milk,46,0.72,2.48,3.22,2.01,0.45,2.46,0.9,141
19006,Oat Milk,54,1.7,1.71,1.06,4.66,0.74,5.04,0.18,138
19007,Cashew Milk,71,6.98,4.9,10.12,5.27,0.17,6.85,0.01,149
19008,Whole Milk,57,3.78,1.25,3.7,9.52,0.5,7.31,0.17,107
19009,Cashew Milk,73,2.09,4.38,9.48,2.25,0.62,7.88,0.43,113
19010,Coconut Milk,60,2.3,2.04,2.98,9.06,0.71,4.06,0.46,100
19011,Soy Milk,73,3.9,1.88,3.42,8.86,0.44,3.43,0.37,103
19012,Oat Milk,57,3.27,2.14,1.93,4.21,0.46,5.08,0.82,90
19013,Oat Milk,73,4.4,3.32,4.08,5.6,0.04,6.15,0.65,115
19014,Cashew Milk,73,1.23,3.17,7.85,5.69,0.33,5.4,0.16,143
19015,Oat Milk,78,0.54,1.1,6.82,5.7,0.75,3.8,0.71,90
19016,Cashew Milk,80,1.76,1.73,3.38,9.38,0.79,1.96,0.94,150
19017,Soy Milk,47,7.06,0.2,11.3,2.19,0.54,7.79,0.02,81
19018,Oat Milk,80,1.3,4.74,11.2,4.75,0.65,6.39,0.95,90
19019,Whole Milk,69,0.53,1.54,1.73,3.93,0.75,3.56,0.05,95
19020,Oat Milk,47,3.8,4.46,2.26,7.59,0.87,4.83,1.0,142
19021,2% Milk,78,3.69,4.39,6.86,2.9,0.44,1.22,0.7,80
19022,Coconut Milk,51,5.85,0.73,11.39,5.01,0.92,5.61,0.9,120
19023,Coconut Milk,69,0.8,2.52,2.99,2.64,0.16,7.67,0.91,119
19024,Oat Milk,60,1.1,4.69,1.49,0.87,0.91,6.1,0.28,133
19025,Almond Milk,73,5.42,1.88,2.67,7.82,0.85,3.64,0.38,133
19026,Oat Milk,55,6.53,1.62,9.16,6.88,0.87,5.01,0.56,90
19027,Almond Milk,65,5.99,2.56,6.16,8.78,0.57,2.83,0.41,129
19028,Coconut Milk,72,3.77,3.6,7.89,5.72,0.37,7.35,0.07,88
19029,Almond Milk,43,4.36,2.55,3.39,0.91,0.27,3.31,0.52,83
19030,Oat Milk,67,2.8,3.85,1.21,4.38,0.21,6.83,0.7,106
19031,Cashew Milk,67,2.43,3.16,9.1,7.78,0.83,1.65,0.54,106
19032,Soy Milk,49,4.26,3.84,9.73,4.96,0.51,7.74,0.52,105
19033,2% Milk,72,2.87,2.42,9.13,8.62,0.11,5.43,0.5,109
19034,Soy Milk,40,3.86,3.2,11.88,1.74,0.76,2.25,0.5,123
19035,Soy Milk,57,2.58,0.46,7.49,4.8,0.26,2.85,0.95,131
19036,Almond Milk,48,1.7,2.78,3.01,7.32,0.11,3.45,0.59,86
19037,Cashew Milk,64,4.71,1.36,2.11,3.34,0.74,6.71,0.78,106
19038,Soy Milk,56,4.14,3.15,10.69,6.17,0.54,6.16,0.08,122
19039,Almond Milk,80,1.08,3.88,11.09,5.69,0.69,1.8,0.5,132
19040,Skim Milk,69,1.61,2.8,10.49,4.7,0.73,7.25,0.91,149
19041,2% Milk,43,5.33,3.91,5.89,3.84,0.34,5.37,0.62,104
19042,Skim Milk,57,1.18,4.6,10.99,5.89,0.03,3.16,0.49,126
19043,2% Milk,61,4.27,3.7,3.53,7.52,0.27,3.14,0.96,129
19044,Cashew Milk,66,7.36,4.04,11.78,0.76,0.73,1.76,0.41,108
19045,Almond Milk,79,6.37,0.21,6.84,6.4,0.53,5.36,0.33,140
19046,Soy Milk,72,3.79,4.81,4.88,1.52,0.13,7.33,0.41,81
19047,Skim Milk,80,2.07,1.88,8.38,0.65,0.65,6.33,0.95,124
19048,Oat Milk,69,4.96,4.16,10.06,5.32,0.13,5.53,0.51,106
19049,Oat Milk,80,2.19,4.0,8.85,6.01,0.93,1.07,0.86,87
19050,Skim Milk,48,0.8,0.53,3.33,3.67,0.59,3.34,0.04,140
19051,Oat Milk,72,6.64,3.06,8.46,9.19,0.15,6.76,0.51,121
19052,Skim Milk,71,5.48,1.28,2.57,8.25,0.57,4.66,0.85,132
19053,Almond Milk,73,3.63,0.26,5.68,1.57,0.74,7.45,0.68,117
19054,Skim Milk,63,6.19,1.11,5.14,5.38,0.61,6.63,1.0,135
19055,Soy Milk,73,6.77,0.56,11.01,4.53,0.72,3.26,0.9,88
19056,2% Milk,48,3.4,4.64,1.15,6.3,0.76,1.9,0.27,95
19057,Coconut Milk,44,4.77,4.91,10.18,5.24,0.74,3.35,0.93,86
19058,Skim Milk,78,3.94,0.9,3.02,2.58,0.47,2.13,0.37,135
19059,Coconut Milk,64,6.97,1.96,6.97,6.73,0.15,5.96,0.81,141
19060,Cashew Milk,55,3.18,4.06,6.41,5.37,0.22,7.88,0.52,123
19061,Cashew Milk,65,3.31,0.62,7.18,5.83,0.65,5.83,0.48,145
19062,Cashew Milk,55,5.94,3.37,9.23,3.82,0.36,6.02,0.82,132
19063,Soy Milk,59,3.28,4.49,5.25,7.92,0.54,1.65,0.98,106
19064,2% Milk,53,4.02,1.71,7.52,6.93,0.13,2.24,0.9,88
19065,Oat Milk,51,1.25,3.06,1.6,2.04,0.89,1.8,0.0,147
19066,Oat Milk,73,7.39,0.55,1.87,0.63,0.46,1.83,0.21,110
19067,Coconut Milk,44,6.04,0.27,3.35,2.01,0.38,7.2,0.1,84
19068,Soy Milk,69,2.51,1.03,10.65,9.19,0.41,7.93,0.42,88
19069,Skim Milk,46,5.45,3.98,5.5,7.82,0.8,5.57,0.98,146
19070,Whole Milk,54,5.15,2.65,1.67,5.35,0.39,1.2,0.67,87
19071,Cashew Milk,69,7.05,3.41,4.15,1.18,0.59,4.55,0.95,125
19072,2% Milk,60,0.57,4.76,11.83,2.36,1.0,6.04,0.5,134
19073,2% Milk,71,2.03,0.73,5.16,5.4,0.24,5.97,0.06,133
19074,Oat Milk,80,2.18,4.44,11.55,2.67,0.13,1.6,0.78,133
19075,Soy Milk,55,4.7,1.05,5.12,2.47,0.88,3.24,0.8,107
19076,2% Milk,57,1.68,2.95,6.37,1.95,0.3,2.4,0.73,92
19077,Oat Milk,58,0.5,1.73,5.3,0.8,0.65,2.7,0.99,139
19078,Soy Milk,42,1.4,0.29,11.96,4.41,0.78,6.25,0.76,103
19079,2% Milk,78,4.45,3.87,1.16,5.19,0.07,5.51,0.09,116
19080,Soy Milk,79,6.2,4.47,5.46,9.07,0.74,3.52,0.49,88
19081,Skim Milk,48,4.35,0.26,6.46,8.2,0.48,6.46,0.75,110
19082,Skim Milk,78,3.04,1.29,7.12,1.11,0.01,1.85,0.15,140
19083,Coconut Milk,79,2.69,2.58,1.03,6.43,0.01,4.59,0.77,120
19084,Whole Milk,44,1.53,1.99,5.56,3.33,0.13,7.72,0.4,126
19085,Whole Milk,77,3.6,0.91,6.72,3.22,0.17,4.83,0.34,112
19086,2% Milk,72,6.88,1.82,9.0,4.94,0.65,4.66,0.78,105
19087,Cashew Milk,48,1.06,0.27,6.86,3.49,0.35,3.15,0.45,128
19088,2% Milk,51,0.69,0.47,10.09,4.01,0.87,4.16,0.53,117
19089,Coconut Milk,79,7.12,0.88,3.52,1.84,0.3,7.6,0.48,138
19090,Oat Milk,46,2.77,0.34,2.81,1.31,0.16,7.88,0.29,122
19091,Skim Milk,66,6.61,3.85,8.72,8.05,0.18,2.21,0.5,145
19092,Skim Milk,61,3.98,1.99,2.48,9.78,0.93,7.18,0.55,128
19093,Coconut Milk,45,5.45,1.37,6.9,1.02,0.12,1.47,0.95,107
19094,Almond Milk,42,5.74,3.84,8.72,6.8,0.53,4.81,0.21,111
19095,Cashew Milk,66,2.69,0.83,3.43,3.65,0.22,1.2,0.45,100
19096,Skim Milk,50,2.46,3.61,6.03,3.24,0.65,3.55,0.64,131
19097,Oat Milk,60,5.44,3.9,9.52,1.43,0.23,3.36,0.09,101
19098,Whole Milk,66,7.8,1.27,5.74,6.58,0.05,7.13,0.78,115
19099,Cashew Milk,42,5.01,0.82,6.34,4.18,0.83,4.0,0.32,150
19100,Almond Milk,42,4.28,2.89,5.39,3.1,0.9,6.55,0.02,112
19101,Cashew Milk,80,3.66,4.35,1.6,9.56,0.04,6.87,0.49,113
19102,Cashew Milk,76,0.53,0.66,9.14,2.62,0.75,3.21,0.03,137
19103,Almond Milk,42,6.77,4.61,8.14,2.29,0.16,6.53,0.7,124
19104,Oat Milk,48,4.14,1.38,4.6,2.27,0.22,3.25,0.95,126
19105,Oat Milk,80,5.95,2.18,3.54,3.88,0.58,2.96,0.3,137
19106,Skim Milk,56,0.55,4.92,8.39,2.18,0.37,6.85,0.56,101
19107,Skim Milk,65,3.32,2.86,6.39,6.75,0.32,6.35,0.7,119
19108,Skim Milk,66,4.72,3.07,9.99,1.69,0.65,3.57,0.7,89
19109,Coconut Milk,74,1.33,2.68,4.5,9.43,0.66,4.77,0.48,97
19110,Skim Milk,75,6.99,0.77,7.17,3.22,0.94,5.04,0.63,131
19111,Skim Milk,54,7.56,1.69,5.17,9.34,0.34,2.88,0.97,95
19112,Almond Milk,58,4.71,2.25,11.96,3.88,0.74,4.1,0.84,144
19113,Cashew Milk,60,6.69,3.16,3.91,4.95,0.5,7.03,0.7,99
19114,Skim Milk,43,3.89,0.64,5.37,8.31,0.07,3.25,0.06,150
19115,Almond Milk,76,0.94,1.3,5.26,0.91,0.05,6.01,0.58,125
19116,Soy Milk,77,7.38,2.09,8.1,6.56,0.76,4.63,0.62,88
19117,2% Milk,48,5.44,3.57,8.77,1.18,0.86,7.73,0.58,144
19118,Cashew Milk,44,6.91,2.49,2.23,5.89,0.72,5.55,0.06,132
19119,Coconut Milk,48,5.31,0.98,1.5,9.6,0.41,2.79,0.27,93
19120,Almond Milk,72,6.32,0.31,10.36,1.09,0.37,3.88,0.96,88
19121,Soy Milk,70,1.76,1.61,4.1,5.78,0.22,5.05,0.24,122
19122,Soy Milk,70,2.0,0.66,4.52,4.96,0.36,5.01,0.53,146
19123,2% Milk,51,7.46,3.2,11.21,5.21,0.24,3.22,0.46,130
19124,Skim Milk,70,2.45,0.38,5.44,5.12,0.45,7.8,0.61,110
19125,Cashew Milk,76,3.68,1.05,11.64,6.34,0.87,2.9,0.71,83
19126,Coconut Milk,70,1.94,3.41,11.65,1.23,0.19,6.0,0.49,102
19127,Almond Milk,74,2.46,1.93,9.77,7.92,0.76,5.83,0.89,114
19128,Almond Milk,75,5.91,2.34,9.53,8.46,0.6,7.61,0.94,145
19129,Whole Milk,65,6.11,0.24,5.5,4.6,0.52,7.42,0.15,86
19130,2% Milk,41,4.07,0.61,7.52,6.12,0.02,5.42,0.74,133
19131,Whole Milk,56,7.92,0.1,5.54,5.45,0.91,2.97,0.72,145
19132,Oat Milk,73,0.96,4.31,9.71,7.77,0.43,6.93,0.69,137
19133,2% Milk,47,1.78,4.1,1.49,1.78,0.69,7.35,0.86,109
19134,Whole Milk,41,2.21,1.89,3.86,1.18,0.7,2.72,0.4,105
19135,Cashew Milk,67,5.02,2.1,2.43,5.33,0.24,1.31,0.15,128
19136,Soy Milk,78,1.22,4.6,1.03,6.44,0.17,3.41,0.82,142
19137,Whole Milk,57,6.6,3.82,8.08,8.22,0.11,6.15,0.15,117
19138,Oat Milk,69,4.26,1.87,9.7,3.82,0.77,5.35,0.85,150
19139,Whole Milk,53,1.03,0.69,7.99,3.25,0.85,4.28,0.0,115
19140,Oat Milk,47,4.34,4.39,10.98,6.07,0.49,4.6,0.56,103
19141,Almond Milk,74,2.49,2.88,5.76,7.82,0.9,5.33,0.06,110
19142,Soy Milk,42,1.1,1.27,1.02,8.98,0.49,7.19,0.51,99
19143,Soy Milk,76,7.78,1.79,2.03,8.1,0.91,2.45,0.81,142
19144,Oat Milk,51,7.34,2.71,9.15,4.59,0.24,2.46,0.88,135
19145,Cashew Milk,45,1.68,4.51,2.08,9.32,0.46,1.58,0.7,123
19146,Oat Milk,78,5.21,3.15,6.33,2.39,0.42,5.84,0.84,86
19147,Skim Milk,77,0.65,2.99,5.49,2.25,0.16,1.98,0.27,118
19148,2% Milk,64,6.55,4.61,8.53,5.34,0.46,3.22,0.0,121
19149,2% Milk,71,7.54,4.55,8.72,4.93,0.92,6.28,0.99,119
19150,2% Milk,42,2.55,3.24,7.74,5.63,0.93,2.73,0.52,134
19151,Cashew Milk,61,7.73,1.64,11.68,4.61,0.56,4.99,0.79,97
19152,Skim Milk,54,1.34,3.5,11.38,4.77,0.7,3.5,0.91,130
19153,2% Milk,58,4.66,4.72,2.3,0.55,0.28,6.76,0.33,106
19154,Soy Milk,47,2.95,2.52,9.15,2.74,0.46,6.87,0.33,108
19155,Whole Milk,78,6.24,4.7,4.39,1.56,0.46,3.06,0.4,103
19156,Soy Milk,42,6.37,2.37,8.07,4.65,0.23,5.35,0.66,86
19157,Coconut Milk,80,2.75,3.02,4.77,5.33,0.69,2.33,0.21,100
19158,2% Milk,45,3.73,1.67,6.5,7.4,0.49,1.77,0.51,139
19159,Cashew Milk,42,7.6,2.01,10.97,1.47,0.95,5.83,0.44,84
19160,Cashew Milk,44,1.29,1.74,4.13,5.69,0.0,1.78,0.83,119
19161,Whole Milk,55,3.88,3.92,11.69,1.82,0.68,6.16,0.93,110
19162,Whole Milk,67,6.06,2.75,6.59,7.9,0.06,1.85,0.35,130
19163,Whole Milk,40,7.78,0.13,2.99,8.11,0.02,6.8,0.56,120
19164,Whole Milk,42,2.59,1.89,11.47,0.7,0.63,1.17,0.12,141
19165,Whole Milk,74,6.5,0.17,3.59,3.77,0.99,5.33,0.6,145
19166,Soy Milk,42,4.4,2.89,10.92,8.82,0.62,6.38,0.03,89
19167,Whole Milk,73,6.03,1.78,2.17,6.7,0.14,1.26,0.59,106
19168,Whole Milk,55,6.33,2.21,11.72,6.73,0.65,1.6,0.49,99
